Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,22.076348,[42  8] ; [22 34],[30.18867925 19.81132075] ; [33.81132075 22.18867925],1
p4,1,6.1e-05,16.059089,[40 11] ; [23 34],[29.75 21.25] ; [33.25 23.75],1
p6,1,0.003424,8.56678,[26 24] ; [14 43],[18.69158879 31.30841121] ; [21.30841121 35.69158879],0
a4,1,0.005875,7.588269,[ 9 42] ; [24 33],[15.58333333 35.41666667] ; [17.41666667 39.58333333],0
p5,1,0.006847,7.312758,[12 39] ; [ 3 53],[ 7.14953271 43.85046729] ; [ 7.85046729 48.14953271],0
d2,1,0.006897,7.299586,[13 38] ; [29 28],[19.83333333 31.16666667] ; [22.16666667 34.83333333],0
p12,1,0.008917,6.839291,[ 8 43] ; [ 1 56],[ 4.25 46.75] ; [ 4.75 52.25],0
p10,1,0.036529,4.372242,[42  7] ; [39 18],[37.44339623 11.55660377] ; [43.55660377 13.44339623],0
a2,1,0.041775,4.144312,[ 2 49] ; [ 9 48],[ 5.19444444 45.80555556] ; [ 5.80555556 51.19444444],0
p3,1,0.05256,3.757853,[31 20] ; [24 33],[25.97222222 25.02777778] ; [29.02777778 27.97222222],0
a3,1,0.097662,2.743316,[26 25] ; [38 19],[30.22222222 20.77777778] ; [33.77777778 23.22222222],0
u2,1,0.122433,2.385916,[17  8] ; [ 8 10],[14.53488372 10.46511628] ; [10.46511628  7.53488372],0
n6,1,0.155472,2.017722,[44  7] ; [43 14],[41.08333333  9.91666667] ; [45.91666667 11.08333333],0
r4,1,0.158471,1.988755,[37 14] ; [34 23],[33.52777778 17.47222222] ; [37.47222222 19.52777778],0
a6,1,0.203859,1.614507,[33 18] ; [30 27],[29.75 21.25] ; [33.25 23.75],0
p11,1,0.252927,1.307064,[43  8] ; [43 14],[40.61111111 10.38888889] ; [45.38888889 11.61111111],0
s1,1,0.256783,1.28602,[ 3 48] ; [ 1 56],[ 1.88888889 49.11111111] ; [ 2.11111111 54.88888889],0
a5,1,0.262608,1.254956,[34 17] ; [32 25],[31.16666667 19.83333333] ; [34.83333333 22.16666667],0
v4,1,0.265443,1.240147,[47  3] ; [50  7],[45.3271028  4.6728972] ; [51.6728972  5.3271028],0
s8,1,0.275391,1.189697,[25 26] ; [22 35],[22.19444444 28.80555556] ; [24.80555556 32.19444444],0
b1,1,0.275859,1.187377,[18 33] ; [26 31],[20.77777778 30.22222222] ; [23.22222222 33.77777778],0
p2,1,0.279344,1.170279,[42  9] ; [42 15],[39.66666667 11.33333333] ; [44.33333333 12.66666667],0
b5,1,0.299894,1.074666,[30 21] ; [39 18],[32.58333333 18.41666667] ; [36.41666667 20.58333333],0
n4,1,0.413495,0.668731,[32 19] ; [40 17],[34. 17.] ; [38. 19.],0
r3,1,0.44654,0.57942,[47  4] ; [50  7],[45.80555556  5.19444444] ; [51.19444444  5.80555556],0
s2,1,0.504651,0.445143,[29 22] ; [36 21],[30.69444444 20.30555556] ; [34.30555556 22.69444444],0
b4,1,0.515093,0.423708,[30 21] ; [37 20],[31.63888889 19.36111111] ; [35.36111111 21.63888889],0
n5,1,0.551181,0.355206,[36 14] ; [38 19],[34.57943925 15.42056075] ; [39.42056075 17.57943925],0
d5,1,0.561957,0.336326,[35 16] ; [42 15],[36.36111111 14.63888889] ; [40.63888889 16.36111111],0
a1,1,0.607696,0.263544,[ 6 45] ; [ 5 52],[ 5.19444444 45.80555556] ; [ 5.80555556 51.19444444],0
v1,1,0.623454,0.241043,[27 24] ; [26 28],[25.74285714 25.25714286] ; [27.25714286 26.74285714],0
u1,1,0.625051,0.238832,[ 1 50] ; [ 2 55],[ 1.41666667 49.58333333] ; [ 1.58333333 55.41666667],0
n1,1,0.640854,0.217627,[5 9] ; [10 13],[5.67567568 8.32432432] ; [ 9.32432432 13.67567568],0
d4,1,0.655285,0.199301,[42  9] ; [45 12],[41.08333333  9.91666667] ; [45.91666667 11.08333333],0
d1,1,0.659263,0.19442,[22 29] ; [27 30],[23.13888889 27.86111111] ; [25.86111111 31.13888889],0
d3,1,0.722744,0.125879,[33 18] ; [35 22],[32.11111111 18.88888889] ; [35.88888889 21.11111111],0
r2,1,0.734441,0.115073,[39  9] ; [44 12],[38.30769231  9.69230769] ; [44.69230769 11.30769231],0
s4,1,0.738494,0.111455,[12 39] ; [15 42],[12.75 38.25] ; [14.25 42.75],0
a7,1,0.741789,0.10856,[32 19] ; [34 23],[31.16666667 19.83333333] ; [34.83333333 22.16666667],0
n2,1,0.748737,0.102595,[11  3] ; [17  6],[10.59459459  3.40540541] ; [17.40540541  5.59459459],0
p1,1,0.810937,0.057225,[ 3 48] ; [ 4 53],[ 3.30555556 47.69444444] ; [ 3.69444444 53.30555556],0
a8,1,0.817488,0.053258,[ 3 45] ; [ 4 50],[ 3.29411765 44.70588235] ; [ 3.70588235 50.29411765],0
n3,1,0.835388,0.043179,[9 5] ; [14  9],[8.7027027 5.2972973] ; [14.2972973  8.7027027],0
v2,1,0.86194,0.030243,[24 26] ; [25 29],[23.55769231 26.44230769] ; [25.44230769 28.55769231],0
u3,1,0.863878,0.029392,[12 12] ; [ 9 10],[11.72093023 12.27906977] ; [9.27906977 9.72093023],0
v3,1,0.891264,0.018688,[17 34] ; [17 36],[16.67307692 34.32692308] ; [17.32692308 35.67307692],0
s5,1,0.905092,0.014216,[18 30] ; [20 35],[17.70873786 30.29126214] ; [20.29126214 34.70873786],0
b2,1,0.923376,0.009251,[ 8 22] ; [10 29],[ 7.82608696 22.17391304] ; [10.17391304 28.82608696],0
b3,1,0.923376,0.009251,[ 8 22] ; [10 29],[ 7.82608696 22.17391304] ; [10.17391304 28.82608696],0
s3,1,0.930534,0.007599,[30 21] ; [34 23],[30.22222222 20.77777778] ; [33.77777778 23.22222222],0
s7,1,0.932803,0.00711,[24 25] ; [26 28],[23.78640777 25.21359223] ; [26.21359223 27.78640777],0
u4,1,0.936692,0.006309,[ 1 50] ; [ 1 56],[ 0.94444444 50.05555556] ; [ 1.05555556 55.94444444],0
p9,1,0.977342,0.000807,[42  9] ; [46 10],[41.94392523  9.05607477] ; [46.05607477  9.94392523],0
