Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.019135,5.489163,[ 3 19] ; [4 3],[ 5.31034483 16.68965517] ; [1.68965517 5.31034483],0
s8,1,0.019135,5.489163,[ 3 19] ; [4 3],[ 5.31034483 16.68965517] ; [1.68965517 5.31034483],0
d2,1,0.022855,5.179468,[ 8 14] ; [6 1],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
a7,1,0.038807,4.269295,[ 9 13] ; [6 1],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
u1,1,0.069065,3.305112,[ 1 21] ; [2 5],[ 2.27586207 19.72413793] ; [0.72413793 6.27586207],0
b5,1,0.094714,2.792367,[11 11] ; [6 1],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
d4,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
n6,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
b4,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
n4,1,0.23099,1.434756,[10 12] ; [5 2],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
s2,1,0.262125,1.257498,[ 9 13] ; [4 2],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
s6,1,0.271455,1.20938,[14  8] ; [6 1],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
r3,1,0.271455,1.20938,[14  8] ; [6 1],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
b3,1,0.316233,1.004464,[ 1 13] ; [1 3],[ 1.55555556 12.44444444] ; [0.44444444 3.55555556],0
b2,1,0.316233,1.004464,[ 1 13] ; [1 3],[ 1.55555556 12.44444444] ; [0.44444444 3.55555556],0
a5,1,0.320742,0.98592,[11 11] ; [2 5],[ 9.86206897 12.13793103] ; [3.13793103 3.86206897],0
d1,1,0.330931,0.945251,[ 8 14] ; [4 3],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
d5,1,0.366018,0.817138,[15  7] ; [6 1],[15.93103448  6.06896552] ; [5.06896552 1.93103448],0
a1,1,0.375728,0.784632,[ 1 21] ; [1 6],[ 1.51724138 20.48275862] ; [0.48275862 6.51724138],0
p7,1,0.42956,0.624013,[10 12] ; [2 5],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
a4,1,0.437589,0.602597,[ 6 16] ; [3 4],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
v1,1,0.437589,0.602597,[ 6 16] ; [3 4],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
p10,1,0.554492,0.349332,[ 4 18] ; [2 5],[ 4.55172414 17.44827586] ; [1.44827586 5.55172414],0
p6,1,0.554492,0.349332,[ 4 18] ; [2 5],[ 4.55172414 17.44827586] ; [1.44827586 5.55172414],0
p11,1,0.55791,0.343336,[ 9 13] ; [2 5],[ 8.34482759 13.65517241] ; [2.65517241 4.34482759],0
a3,1,0.589876,0.290538,[10 12] ; [4 3],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
p8,1,0.592516,0.286432,[ 7 15] ; [3 4],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
r2,1,0.594853,0.282828,[17  4] ; [5 2],[16.5  4.5] ; [5.5 1.5],0
s5,1,0.594853,0.282828,[ 6 16] ; [1 5],[ 5.5 16.5] ; [1.5 4.5],0
u2,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
s7,1,0.663674,0.189091,[ 8 12] ; [3 3],[ 8.46153846 11.53846154] ; [2.53846154 3.46153846],0
a6,1,0.705591,0.14272,[ 8 14] ; [2 5],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
s3,1,0.736268,0.113434,[13  9] ; [4 2],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
p3,1,0.741854,0.108503,[11 11] ; [3 4],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
p4,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
b1,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
n5,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
u3,1,0.770335,0.085227,[9 3] ; [2 1],[8.8 3.2] ; [2.2 0.8],0
p2,1,0.871524,0.026154,[15  7] ; [5 2],[15.17241379  6.82758621] ; [4.82758621 2.17241379],0
r4,1,0.904201,0.014486,[12 10] ; [4 3],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
d3,1,0.904201,0.014486,[12 10] ; [4 3],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
r1,1,0.904201,0.014486,[12 10] ; [4 3],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
