Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,184.717958,[346  36] ; [28 75],[294.57319588  87.42680412] ; [79.42680412 23.57319588],1
p11,1,0.0,60.909231,[316  66] ; [47 57],[285.32098765  96.67901235] ; [77.67901235 26.32098765],1
p2,1,0.0,59.20771,[320  60] ; [50 54],[290.49586777  89.50413223] ; [79.50413223 24.49586777],1
v4,1,0.0,28.912275,[361  18] ; [82 22],[347.61283644  31.38716356] ; [95.38716356  8.61283644],1
r4,1,1e-06,24.763589,[340  42] ; [72 32],[323.83539095  58.16460905] ; [88.16460905 15.83539095],1
r3,1,2e-06,22.665641,[364  17] ; [85 19],[352.71958763  28.28041237] ; [96.28041237  7.71958763],1
b1,1,1.3e-05,18.95905,[124 258] ; [58 46],[143.05349794 238.94650206] ; [38.94650206 65.05349794],1
s8,1,2.2e-05,17.984464,[155 225] ; [19 85],[136.61157025 243.38842975] ; [37.38842975 66.61157025],1
n5,1,0.000153,14.332515,[273 104] ; [55 49],[257.08108108 119.91891892] ; [70.91891892 33.08108108],1
n6,1,0.000198,13.847847,[313  65] ; [68 35],[299.41372141  78.58627859] ; [81.58627859 21.41372141],1
s3,1,0.000256,13.368264,[212 165] ; [37 66],[195.56875 181.43125] ; [53.43125 49.56875],1
s6,1,0.00031,13.008915,[244 133] ; [47 57],[228.08108108 148.91891892] ; [62.91891892 41.08108108],1
p7,1,0.000668,11.57659,[201 172] ; [36 67],[185.71638655 187.28361345] ; [51.28361345 51.71638655],1
s2,1,0.000878,11.068666,[188 192] ; [32 71],[173.08488613 206.91511387] ; [46.91511387 56.08488613],1
v1,1,0.000988,10.850626,[187 180] ; [34 70],[172.20169851 194.79830149] ; [48.79830149 55.20169851],1
p4,1,0.002005,9.545196,[192 188] ; [34 68],[178.17427386 201.82572614] ; [47.82572614 54.17427386],0
p8,1,0.002048,9.505837,[165 213] ; [28 76],[151.35684647 226.64315353] ; [41.64315353 62.35684647],0
s7,1,0.002339,9.262254,[164 204] ; [27 71],[150.83261803 217.16738197] ; [40.16738197 57.83261803],0
d3,1,0.009487,6.728679,[294  88] ; [67 37],[283.74897119  98.25102881] ; [77.25102881 26.74897119],0
p3,1,0.011496,6.386936,[162 219] ; [30 74],[150.82886598 230.17113402] ; [41.17113402 62.82886598],0
p5,1,0.014699,5.952139,[ 34 342] ; [  2 102],[ 28.2 347.8] ; [ 7.8 96.2],0
n3,1,0.015245,5.887911,[63 24] ; [19 19],[57.072 29.928] ; [24.928 13.072],0
s5,1,0.020794,5.343953,[117 250] ; [21 83],[107.52866242 259.47133758] ; [30.47133758 73.52866242],0
v2,1,0.03654,4.371701,[209 153] ; [47 55],[199.72413793 162.27586207] ; [56.27586207 45.72413793],0
a5,1,0.038116,4.299855,[295  87] ; [70 34],[286.89300412  95.10699588] ; [78.10699588 25.89300412],0
r2,1,0.04267,4.108441,[352  25] ; [89 13],[347.09185804  29.90814196] ; [93.90814196  8.09185804],0
n4,1,0.044983,4.01928,[280 101] ; [66 38],[271.80618557 109.19381443] ; [74.19381443 29.80618557],0
a8,1,0.047683,3.921108,[ 53 299] ; [ 7 89],[ 47.14285714 304.85714286] ; [12.85714286 83.14285714],0
n2,1,0.060067,3.535525,[65 22] ; [22 16],[60.552 26.448] ; [26.448 11.552],0
b4,1,0.067321,3.347157,[223 159] ; [71 33],[231.08641975 150.91358025] ; [62.91358025 41.08641975],0
a1,1,0.079853,3.067884,[ 14 368] ; [ 8 96],[ 17.29218107 364.70781893] ; [ 4.70781893 99.29218107],0
a3,1,0.085144,2.96386,[285  96] ; [69 35],[278.09072165 102.90927835] ; [75.90927835 28.09072165],0
a6,1,0.115124,2.482429,[273 109] ; [66 38],[266.45679012 115.54320988] ; [72.54320988 31.45679012],0
u2,1,0.121858,2.393272,[60 34] ; [16 17],[56.2519685 37.7480315] ; [19.7480315 13.2519685],0
s1,1,0.136175,2.220662,[  8 368] ; [ 5 99],[ 10.18333333 365.81666667] ; [  2.81666667 101.18333333],0
b5,1,0.136928,2.212141,[240 142] ; [57 47],[233.44444444 148.55555556] ; [63.55555556 40.44444444],0
r1,1,0.153965,2.03252,[309  71] ; [78 26],[303.84297521  76.15702479] ; [83.15702479 20.84297521],0
d2,1,0.16677,1.911743,[189 192] ; [59 44],[195.2231405 185.7768595] ; [52.7768595 50.2231405],0
a4,1,0.178746,1.80802,[180 201] ; [41 62],[173.96900826 207.03099174] ; [47.03099174 55.96900826],0
d1,1,0.220277,1.502566,[256 126] ; [63 41],[250.73662551 131.26337449] ; [68.26337449 35.73662551],0
b2,1,0.267355,1.230268,[ 84 142] ; [18 43],[ 80.32055749 145.67944251] ; [21.67944251 39.32055749],0
b3,1,0.267355,1.230268,[ 84 142] ; [18 43],[ 80.32055749 145.67944251] ; [21.67944251 39.32055749],0
a7,1,0.32274,0.977809,[283  99] ; [72 32],[279.03292181 102.96707819] ; [75.96707819 28.03292181],0
p1,1,0.450166,0.570233,[ 22 359] ; [ 4 99],[ 20.46694215 360.53305785] ; [ 5.53305785 97.46694215],0
v3,1,0.461215,0.542944,[140 222] ; [35 66],[136.825054 225.174946] ; [38.174946 62.825054],0
u3,1,0.509866,0.434341,[55 40] ; [18 17],[53.34615385 41.65384615] ; [19.65384615 15.34615385],0
n1,1,0.54577,0.364949,[32 54] ; [12 26],[30.51612903 55.48387097] ; [13.48387097 24.51612903],0
