Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.5e-05,18.704693,[27  5] ; [51 72],[16.10322581 15.89677419] ; [61.89677419 61.10322581],1
p8,1,0.005801,7.610965,[21 13] ; [44 80],[13.98734177 20.01265823] ; [51.01265823 72.98734177],0
s4,1,0.014272,6.004208,[13 21] ; [ 23 102],[ 7.69811321 26.30188679] ; [28.30188679 96.69811321],0
p3,1,0.015329,5.878199,[17 17] ; [35 90],[11.11949686 22.88050314] ; [40.88050314 84.11949686],0
a1,1,0.018274,5.569712,[ 4 30] ; [  3 122],[ 1.49685535 32.50314465] ; [  5.50314465 119.49685535],0
p4,1,0.020843,5.339899,[20 14] ; [46 79],[14.11320755 19.88679245] ; [51.88679245 73.11320755],0
p1,1,0.020954,5.33062,[ 5 28] ; [  5 118],[ 2.11538462 30.88461538] ; [  7.88461538 115.11538462],0
s5,1,0.026634,4.914359,[16 17] ; [34 87],[10.71428571 22.28571429] ; [39.28571429 81.71428571],0
r4,1,0.061315,3.501442,[30  4] ; [91 34],[25.87421384  8.12578616] ; [95.12578616 29.87421384],0
s8,1,0.07718,3.123304,[13 20] ; [30 95],[ 8.98101266 24.01898734] ; [34.01898734 90.98101266],0
u2,1,0.078208,3.101754,[12  4] ; [26 26],[8.94117647 7.05882353] ; [29.05882353 22.94117647],0
s2,1,0.081279,3.039138,[19 15] ; [49 76],[14.5408805 19.4591195] ; [53.4591195 71.5408805],0
p12,1,0.083489,2.995637,[ 3 31] ; [  3 121],[ 1.29113924 32.70886076] ; [  4.70886076 119.29113924],0
b1,1,0.084759,2.9712,[16 18] ; [39 86],[11.76100629 22.23899371] ; [43.23899371 81.76100629],0
a8,1,0.096046,2.770005,[ 3 30] ; [  3 112],[ 1.33783784 31.66216216] ; [  4.66216216 110.33783784],0
n1,1,0.103843,2.645503,[7 8] ; [11 34],[ 4.5 10.5] ; [13.5 31.5],0
a4,1,0.115484,2.477518,[14 20] ; [34 91],[10.26415094 23.73584906] ; [37.73584906 87.26415094],0
r1,1,0.116482,2.463997,[19 15] ; [87 37],[22.81012658 11.18987342] ; [83.18987342 40.81012658],0
s7,1,0.116582,2.462645,[13 21] ; [29 89],[ 9.39473684 24.60526316] ; [32.60526316 85.39473684],0
r3,1,0.144076,2.133874,[33  1] ; [111  14],[30.79245283  3.20754717] ; [113.20754717  11.79245283],0
n2,1,0.144125,2.133356,[12  3] ; [26 18],[9.66101695 5.33898305] ; [28.33898305 15.66101695],0
u1,1,0.170858,1.875398,[ 5 29] ; [  9 116],[ 2.99371069 31.00628931] ; [ 11.00628931 113.99371069],0
p2,1,0.178734,1.808116,[27  7] ; [83 40],[23.82165605 10.17834395] ; [86.17834395 36.82165605],0
p11,1,0.192489,1.698466,[23 11] ; [69 56],[19.67295597 14.32704403] ; [72.32704403 52.67295597],0
b2,1,0.252869,1.307381,[ 6 10] ; [14 46],[ 4.21052632 11.78947368] ; [15.78947368 44.21052632],0
b3,1,0.252869,1.307381,[ 6 10] ; [14 46],[ 4.21052632 11.78947368] ; [15.78947368 44.21052632],0
v3,1,0.304825,1.052964,[ 6 27] ; [31 84],[ 8.25 24.75] ; [28.75 86.25],0
p10,1,0.313617,1.015383,[24 10] ; [74 47],[21.49677419 12.50322581] ; [76.50322581 44.49677419],0
a7,1,0.323656,0.974117,[22 11] ; [94 31],[24.2278481  8.7721519] ; [91.7721519 33.2278481],0
n6,1,0.345323,0.890571,[22 11] ; [72 53],[19.63291139 13.36708861] ; [74.36708861 50.63291139],0
s6,1,0.346998,0.884407,[20 12] ; [66 58],[17.64102564 14.35897436] ; [68.35897436 55.64102564],0
n3,1,0.454258,0.560006,[9 6] ; [31 13],[10.16949153  4.83050847] ; [29.83050847 14.16949153],0
b5,1,0.506182,0.441951,[22 12] ; [73 52],[20.31446541 13.68553459] ; [74.68553459 50.31446541],0
p9,1,0.520936,0.41204,[25  9] ; [82 39],[23.47096774 10.52903226] ; [83.52903226 37.47096774],0
d2,1,0.520942,0.412028,[14 20] ; [44 81],[12.40251572 21.59748428] ; [45.59748428 79.40251572],0
v4,1,0.584944,0.298309,[31  3] ; [108  15],[30.10191083  3.89808917] ; [108.89808917  14.10191083],0
r2,1,0.594603,0.283214,[31  3] ; [109  15],[30.12658228  3.87341772] ; [109.87341772  14.12658228],0
v1,1,0.595362,0.282048,[13 21] ; [40 80],[11.7012987 22.2987013] ; [41.2987013 78.7012987],0
u3,1,0.600858,0.273703,[11  5] ; [32 20],[10.11764706  5.88235294] ; [32.88235294 19.11764706],0
