Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.98061,[1 6] ; [76  6],[6.05617978 0.94382022] ; [70.94382022 11.05617978],1
r2,1,0.000375,12.652999,[4 3] ; [77  4],[6.44318182 0.55681818] ; [74.55681818  6.44318182],1
v4,1,0.000457,12.284027,[4 3] ; [75  4],[6.43023256 0.56976744] ; [72.56976744  6.43023256],1
p10,1,0.003724,8.413735,[2 5] ; [62 17],[5.20930233 1.79069767] ; [58.79069767 20.20930233],0
p9,1,0.005752,7.626285,[2 5] ; [63 19],[5.11235955 1.88764045] ; [59.88764045 22.11235955],0
r1,1,0.020465,5.371765,[2 5] ; [57 23],[4.74712644 2.25287356] ; [54.25287356 25.74712644],0
s1,1,0.037342,4.334742,[2 5] ; [ 5 75],[0.56321839 6.43678161] ; [ 6.43678161 73.56321839],0
d5,1,0.06924,3.300948,[1 6] ; [41 41],[3.30337079 3.69662921] ; [38.69662921 43.30337079],0
n2,1,0.074791,3.174603,[4 2] ; [17  1],[5.25 0.75] ; [15.75  2.25],0
n3,1,0.086069,2.946405,[4 2] ; [16  1],[5.2173913 0.7826087] ; [14.7826087  2.2173913],0
s6,1,0.087892,2.912573,[3 4] ; [58 21],[4.96511628 2.03488372] ; [56.03488372 22.96511628],0
a7,1,0.09497,2.78804,[2 5] ; [50 32],[4.08988764 2.91011236] ; [47.91011236 34.08988764],0
p11,1,0.108004,2.583186,[3 4] ; [59 23],[4.87640449 2.12359551] ; [57.12359551 24.87640449],0
v2,1,0.131277,2.277342,[1 6] ; [34 44],[2.88235294 4.11764706] ; [32.11764706 45.88235294],0
a4,1,0.154058,2.031606,[3 4] ; [16 65],[1.51136364 5.48863636] ; [17.48863636 63.51136364],0
a6,1,0.160785,1.966832,[2 5] ; [46 36],[3.7752809 3.2247191] ; [44.2247191 37.7752809],0
d2,1,0.178244,1.812201,[3 4] ; [17 65],[1.57303371 5.42696629] ; [18.42696629 63.57303371],0
a3,1,0.202332,1.625462,[5 2] ; [38 44],[3.38202247 3.61797753] ; [39.61797753 42.38202247],0
s2,1,0.213247,1.549248,[6 1] ; [51 31],[4.48314607 2.51685393] ; [52.51685393 29.48314607],0
b3,1,0.223071,1.484507,[2 4] ; [ 7 43],[0.96428571 5.03571429] ; [ 8.03571429 41.96428571],0
b2,1,0.223071,1.484507,[2 4] ; [ 7 43],[0.96428571 5.03571429] ; [ 8.03571429 41.96428571],0
p8,1,0.230928,1.435137,[1 5] ; [34 48],[2.38636364 3.61363636] ; [32.61363636 49.38636364],0
s8,1,0.303916,1.056932,[2 5] ; [40 42],[3.30337079 3.69662921] ; [38.69662921 43.30337079],0
b1,1,0.314713,1.010793,[4 3] ; [31 51],[2.75280899 4.24719101] ; [32.24719101 49.75280899],0
v1,1,0.352212,0.865473,[2 5] ; [37 42],[3.1744186 3.8255814] ; [35.8255814 43.1744186],0
n1,1,0.362656,0.828676,[3 3] ; [ 5 12],[2.08695652 3.91304348] ; [ 5.91304348 11.08695652],0
n6,1,0.388258,0.744391,[5 2] ; [69 13],[5.82022472 1.17977528] ; [68.17977528 13.82022472],0
s5,1,0.447119,0.577945,[1 6] ; [22 58],[1.85057471 5.14942529] ; [21.14942529 58.85057471],0
p3,1,0.451609,0.56661,[2 5] ; [35 46],[2.94318182 4.05681818] ; [34.05681818 46.94318182],0
n5,1,0.545598,0.365263,[6 1] ; [62 20],[5.34831461 1.65168539] ; [62.65168539 19.34831461],0
p2,1,0.639884,0.218894,[5 2] ; [64 17],[5.48863636 1.51136364] ; [63.51136364 17.48863636],0
p7,1,0.677235,0.173255,[4 3] ; [52 28],[4.50574713 2.49425287] ; [51.49425287 28.50574713],0
v3,1,0.68417,0.16547,[2 5] ; [29 51],[2.49425287 4.50574713] ; [28.50574713 51.49425287],0
s4,1,0.746676,0.104345,[2 5] ; [19 63],[1.65168539 5.34831461] ; [19.34831461 62.65168539],0
p4,1,0.810879,0.057261,[4 3] ; [43 39],[3.69662921 3.30337079] ; [43.30337079 38.69662921],0
b5,1,0.810879,0.057261,[4 3] ; [43 39],[3.69662921 3.30337079] ; [43.30337079 38.69662921],0
d3,1,0.813436,0.055694,[2 5] ; [27 55],[2.28089888 4.71910112] ; [26.71910112 55.28089888],0
n4,1,0.820073,0.051734,[5 2] ; [61 20],[5.25 1.75] ; [60.75 20.25],0
a5,1,0.859097,0.031515,[4 3] ; [44 38],[3.7752809 3.2247191] ; [44.2247191 37.7752809],0
b4,1,0.859097,0.031515,[4 3] ; [44 38],[3.7752809 3.2247191] ; [44.2247191 37.7752809],0
s7,1,0.871006,0.026367,[4 3] ; [41 35],[3.79518072 3.20481928] ; [41.20481928 34.79518072],0
u3,1,0.89956,0.015931,[1 1] ; [20 24],[0.91304348 1.08695652] ; [20.08695652 23.91304348],0
p6,1,0.920586,0.009939,[2 5] ; [22 60],[1.88764045 5.11235955] ; [22.11235955 59.88764045],0
p1,1,0.969807,0.001433,[1 6] ; [12 69],[1.03409091 5.96590909] ; [11.96590909 69.03409091],0
