Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000357,12.745037,[45 50] ; [35  9],[54.67625899 40.32374101] ; [25.32374101 18.67625899],1
p8,1,0.000373,12.663897,[40 54] ; [33 11],[49.72463768 44.27536232] ; [23.27536232 20.72463768],1
p7,1,0.000457,12.282049,[50 44] ; [37  7],[59.26086957 34.73913043] ; [27.73913043 16.26086957],1
v2,1,0.001603,9.955731,[52 41] ; [36  7],[60.17647059 32.82352941] ; [27.82352941 15.17647059],0
p2,1,0.004032,8.269448,[75 20] ; [43  1],[80.64748201 14.35251799] ; [37.35251799  6.64748201],0
s8,1,0.009477,6.730688,[19 76] ; [18 26],[25.28776978 69.71223022] ; [11.71223022 32.28776978],0
s7,1,0.015293,5.882374,[17 72] ; [16 25],[22.59230769 66.40769231] ; [10.40769231 30.59230769],0
p12,1,0.021209,5.309528,[ 2 92] ; [ 5 39],[ 4.76811594 89.23188406] ; [ 2.23188406 41.76811594],0
a7,1,0.024319,5.071763,[59 35] ; [36  8],[64.71014493 29.28985507] ; [30.28985507 13.71014493],0
p3,1,0.043845,4.062503,[43 52] ; [28 16],[48.52517986 46.47482014] ; [22.47482014 21.52517986],0
u1,1,0.056606,3.634142,[10 85] ; [10 34],[13.66906475 81.33093525] ; [ 6.33093525 37.66906475],0
b4,1,0.074024,3.191461,[45 50] ; [28 16],[49.89208633 45.10791367] ; [23.10791367 20.89208633],0
n4,1,0.089137,2.889899,[69 25] ; [38  6],[72.88405797 21.11594203] ; [34.11594203  9.88405797],0
p10,1,0.089137,2.889899,[69 25] ; [38  6],[72.88405797 21.11594203] ; [34.11594203  9.88405797],0
p9,1,0.091255,2.852098,[71 22] ; [39  5],[74.67153285 18.32846715] ; [35.32846715  8.67153285],0
v3,1,0.109635,2.559473,[38 52] ; [24 18],[42.27272727 47.72727273] ; [19.72727273 22.27272727],0
d1,1,0.119188,2.427955,[47 48] ; [28 16],[51.25899281 43.74100719] ; [23.74100719 20.25899281],0
n6,1,0.137715,2.203306,[70 23] ; [38  6],[73.31386861 19.68613139] ; [34.68613139  9.31386861],0
d3,1,0.145866,2.114958,[57 38] ; [32 12],[60.82733813 34.17266187] ; [28.17266187 15.82733813],0
p1,1,0.152895,2.043132,[ 6 89] ; [ 6 38],[ 8.20143885 86.79856115] ; [ 3.79856115 40.20143885],0
d5,1,0.157513,1.997942,[67 28] ; [36  8],[70.39568345 24.60431655] ; [32.60431655 11.39568345],0
a8,1,0.171008,1.87408,[12 74] ; [ 2 35],[ 9.78861789 76.21138211] ; [ 4.21138211 32.78861789],0
u3,1,0.184797,1.758616,[18 10] ; [5 7],[16.1 11.9] ; [6.9 5.1],0
n5,1,0.228533,1.449968,[68 26] ; [36  8],[70.84057971 23.15942029] ; [33.15942029 10.84057971],0
b2,1,0.258825,1.275032,[27 34] ; [16 12],[29.47191011 31.52808989] ; [13.52808989 14.47191011],0
b3,1,0.258825,1.275032,[27 34] ; [16 12],[29.47191011 31.52808989] ; [13.52808989 14.47191011],0
s5,1,0.269915,1.217179,[14 79] ; [10 34],[16.2919708 76.7080292] ; [ 7.7080292 36.2919708],0
a1,1,0.310658,1.027874,[ 6 89] ; [ 1 43],[ 4.78417266 90.21582734] ; [ 2.21582734 41.78417266],0
a6,1,0.320933,0.98514,[61 34] ; [32 12],[63.56115108 31.43884892] ; [29.43884892 14.56115108],0
r4,1,0.326472,0.962843,[78 17] ; [39  5],[79.96402878 15.03597122] ; [37.03597122  6.96402878],0
r1,1,0.336402,0.924095,[74 19] ; [38  6],[76.02919708 16.97080292] ; [35.97080292  8.02919708],0
p11,1,0.363555,0.825576,[76 19] ; [38  6],[77.91366906 17.08633094] ; [36.08633094  7.91366906],0
b5,1,0.382858,0.761506,[53 42] ; [28 16],[55.35971223 39.64028777] ; [25.64028777 18.35971223],0
s1,1,0.40718,0.687021,[ 5 88] ; [ 1 43],[ 4.0729927 88.9270073] ; [ 1.9270073 42.0729927],0
a4,1,0.408536,0.683056,[46 49] ; [18 26],[43.74100719 51.25899281] ; [20.25899281 23.74100719],0
