Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8.2e-05,15.504245,[184  35] ; [44 27],[172.17931034  46.82068966] ; [55.82068966 15.17931034],1
p9,1,0.00024,13.48753,[189  28] ; [49 23],[178.70588235  38.29411765] ; [59.29411765 12.70588235],1
p8,1,0.00089,11.042524,[ 97 117] ; [17 56],[ 85.00348432 128.99651568] ; [28.99651568 44.00348432],1
b1,1,0.004198,8.196335,[ 63 157] ; [35 40],[ 73.08474576 146.91525424] ; [24.91525424 50.08474576],0
p2,1,0.00463,8.018638,[181  39] ; [50 25],[172.27118644  47.72881356] ; [58.72881356 16.27118644],0
n5,1,0.008494,6.926268,[171  48] ; [47 28],[162.3877551  56.6122449] ; [55.6122449 19.3877551],0
n4,1,0.010869,6.486565,[170  50] ; [46 28],[161.63265306  58.36734694] ; [54.36734694 19.63265306],0
p7,1,0.015442,5.86533,[121  87] ; [30 42],[112.17142857  95.82857143] ; [38.82857143 33.17142857],0
b4,1,0.034757,4.457084,[139  81] ; [37 38],[131.25423729  88.74576271] ; [44.74576271 30.25423729],0
s1,1,0.079171,3.081842,[  7 207] ; [ 6 67],[  9.69337979 204.30662021] ; [ 3.30662021 69.69337979],0
a7,1,0.119658,2.42179,[159  61] ; [61 14],[164.06779661  55.93220339] ; [55.93220339 19.06779661],0
p6,1,0.119853,2.419238,[ 65 152] ; [15 58],[ 59.86206897 157.13793103] ; [20.13793103 52.86206897],0
n6,1,0.163631,1.94035,[184  34] ; [58 17],[180.05460751  37.94539249] ; [61.94539249 13.05460751],0
r1,1,0.185344,1.754241,[175  45] ; [64 10],[178.84353741  41.15646259] ; [60.15646259 13.84353741],0
a2,1,0.193756,1.688827,[ 43 177] ; [20 55],[ 46.98305085 173.01694915] ; [16.01694915 58.98305085],0
r2,1,0.211484,1.561238,[198  18] ; [72  3],[200.41237113  15.58762887] ; [69.58762887  5.41237113],0
n2,1,0.24053,1.377483,[43  9] ; [26 10],[40.77272727 11.22727273] ; [28.22727273  7.77272727],0
s7,1,0.24447,1.354631,[113 105] ; [43 29],[117.26896552 100.73103448] ; [38.73103448 33.26896552],0
v1,1,0.250174,1.322334,[113 100] ; [34 41],[108.71875 104.28125] ; [38.28125 36.71875],0
p1,1,0.257885,1.280075,[ 10 209] ; [ 6 69],[ 11.91836735 207.08163265] ; [ 4.08163265 70.91836735],0
u2,1,0.276096,1.186208,[44 27] ; [14 14],[41.5959596 29.4040404] ; [16.4040404 11.5959596],0
d2,1,0.283661,1.149467,[ 88 131] ; [35 39],[ 91.93515358 127.06484642] ; [31.06484642 42.93515358],0
u1,1,0.290946,1.115239,[ 30 190] ; [14 61],[ 32.81355932 187.18644068] ; [11.18644068 63.81355932],0
s5,1,0.29272,1.107068,[ 78 138] ; [31 41],[ 81.75 134.25] ; [27.25 44.75],0
d1,1,0.294082,1.100838,[121  99] ; [36 39],[117.08474576 102.91525424] ; [39.91525424 35.08474576],0
a6,1,0.305537,1.049872,[151  69] ; [46 28],[147.41496599  72.58503401] ; [49.58503401 24.41496599],0
s2,1,0.311797,1.02305,[134  84] ; [51 24],[137.64505119  80.35494881] ; [47.35494881 27.64505119],0
d3,1,0.321832,0.981488,[159  61] ; [49 25],[155.6462585  64.3537415] ; [52.3537415 21.6462585],0
s4,1,0.332032,0.940955,[ 43 172] ; [19 56],[ 45.96551724 169.03448276] ; [16.03448276 58.96551724],0
a3,1,0.422131,0.644374,[148  72] ; [46 28],[145.17006803  74.82993197] ; [48.82993197 25.17006803],0
a4,1,0.457361,0.552346,[ 84 135] ; [32 42],[ 86.70307167 132.29692833] ; [29.29692833 44.70307167],0
r3,1,0.459791,0.546402,[209  10] ; [69  5],[207.7883959  11.2116041] ; [70.2116041  3.7883959],0
