Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,45.386894,[ 85 159] ; [88 34],[115.33333333 128.66666667] ; [57.66666667 64.33333333],1
r1,1,0.000415,12.462936,[164  89] ; [103  22],[178.70634921  74.29365079] ; [88.29365079 36.70634921],1
v1,1,0.000474,12.213355,[103 146] ; [74 48],[118.79514825 130.20485175] ; [58.20485175 63.79514825],1
r4,1,0.002277,9.311901,[212  43] ; [118   7],[221.44736842  33.55263158] ; [108.55263158  16.44736842],0
s7,1,0.002938,8.845756,[ 88 156] ; [61 55],[100.98888889 143.01111111] ; [48.01111111 67.98888889],0
p3,1,0.004448,8.091284,[ 95 159] ; [65 58],[107.79840849 146.20159151] ; [52.20159151 70.79840849],0
p5,1,0.005774,7.619592,[ 18 235] ; [ 20 103],[ 25.56914894 227.43085106] ; [ 12.43085106 110.56914894],0
n4,1,0.006997,7.273624,[164  90] ; [97 27],[175.38095238  78.61904762] ; [85.61904762 38.38095238],0
n5,1,0.023832,5.10679,[168  83] ; [97 27],[177.37333333  73.62666667] ; [87.62666667 36.37333333],0
a3,1,0.033412,4.524537,[134 119] ; [80 44],[143.6127321 109.3872679] ; [70.3872679 53.6127321],0
r2,1,0.036402,4.378155,[227  26] ; [120   5],[232.25132275  20.74867725] ; [114.74867725  10.25132275],0
s8,1,0.038533,4.281325,[ 75 178] ; [50 74],[ 83.88594164 169.11405836] ; [41.11405836 82.88594164],0
a5,1,0.041404,4.159386,[130 125] ; [77 47],[139.27440633 115.72559367] ; [67.72559367 56.27440633],0
s4,1,0.068655,3.314899,[ 50 203] ; [ 15 108],[ 43.73670213 209.26329787] ; [ 21.26329787 101.73670213],0
b3,1,0.104204,2.639996,[42 98] ; [30 43],[47.32394366 92.67605634] ; [24.67605634 48.32394366],0
b2,1,0.104204,2.639996,[42 98] ; [30 43],[47.32394366 92.67605634] ; [24.67605634 48.32394366],0
s2,1,0.120046,2.416715,[100 153] ; [59 64],[106.98670213 146.01329787] ; [52.01329787 70.98670213],0
s6,1,0.130581,2.285578,[147 102] ; [80 39],[153.5951087  95.4048913] ; [73.4048913 45.5951087],0
p7,1,0.140783,2.169385,[143 103] ; [80 41],[149.47683924  96.52316076] ; [73.52316076 47.47683924],0
s5,1,0.145108,2.122939,[ 64 182] ; [40 80],[ 69.90163934 176.09836066] ; [34.09836066 85.90163934],0
b4,1,0.147504,2.097875,[135 120] ; [76 49],[141.59210526 113.40789474] ; [69.40789474 55.59210526],0
n6,1,0.166861,1.910917,[198  56] ; [105  20],[203.06596306  50.93403694] ; [99.93403694 25.06596306],0
p1,1,0.20013,1.641428,[ 17 235] ; [ 13 110],[ 20.16 231.84] ; [  9.84 113.16],0
p6,1,0.215508,1.534036,[ 72 177] ; [43 79],[ 77.18328841 171.81671159] ; [37.81671159 84.18328841],0
p4,1,0.226474,1.462869,[119 134] ; [65 56],[124.47058824 128.52941176] ; [59.52941176 61.47058824],0
p10,1,0.250856,1.31853,[181  67] ; [95 26],[185.49593496  62.50406504] ; [90.50406504 30.49593496],0
p8,1,0.256669,1.286636,[112 137] ; [63 60],[117.13709677 131.86290323] ; [57.86290323 65.13709677],0
r3,1,0.291838,1.111123,[232  22] ; [118   7],[234.5646438  19.4353562] ; [115.4353562   9.5646438],0
u1,1,0.368259,0.80953,[  6 249] ; [  5 120],[  7.38157895 247.61842105] ; [  3.61842105 121.38157895],0
p12,1,0.370115,0.80328,[ 11 240] ; [  8 114],[ 12.78552279 238.21447721] ; [  6.21447721 115.78552279],0
b5,1,0.372597,0.794985,[155 100] ; [70 55],[150.98684211 104.01315789] ; [74.01315789 50.98684211],0
d3,1,0.455716,0.556396,[ 98 155] ; [53 71],[101.33421751 151.66578249] ; [49.66578249 74.33421751],0
n1,1,0.542712,0.370537,[25 44] ; [12 16],[26.31958763 42.68041237] ; [10.68041237 17.31958763],0
s3,1,0.571419,0.320314,[127 126] ; [64 56],[129.55227882 123.44772118] ; [61.44772118 58.55227882],0
u4,1,0.605689,0.266501,[  1 254] ; [  1 124],[  1.34210526 253.65789474] ; [  0.65789474 124.34210526],0
p9,1,0.620787,0.244764,[197  52] ; [93 28],[195.16216216  53.83783784] ; [94.83783784 26.16216216],0
p2,1,0.621772,0.243385,[203  50] ; [96 27],[201.18882979  51.81117021] ; [97.81117021 25.18882979],0
d2,1,0.650917,0.204746,[ 39 215] ; [ 17 108],[ 37.53034301 216.46965699] ; [ 18.46965699 106.53034301],0
u2,1,0.673361,0.177695,[61 59] ; [24 20],[62.19512195 57.80487805] ; [22.80487805 21.19512195],0
a6,1,0.771805,0.084108,[150 105] ; [71 53],[148.6939314 106.3060686] ; [72.3060686 51.6939314],0
s1,1,0.789642,0.071169,[  9 243] ; [  5 116],[  9.45844504 242.54155496] ; [  4.54155496 116.45844504],0
b1,1,0.829216,0.046529,[107 148] ; [51 74],[106.02631579 148.97368421] ; [51.97368421 73.02631579],0
a8,1,0.842287,0.039589,[ 31 209] ; [ 16 101],[ 31.59663866 208.40336134] ; [ 15.40336134 101.59663866],0
a2,1,0.842406,0.039528,[ 15 240] ; [  8 117],[ 15.43421053 239.56578947] ; [  7.56578947 117.43421053],0
n2,1,0.875911,0.024384,[57 13] ; [24  5],[57.27272727 12.72727273] ; [23.72727273  5.27272727],0
a1,1,0.886233,0.02047,[ 11 244] ; [  5 120],[ 10.73684211 244.26315789] ; [  5.26315789 119.73684211],0
u3,1,0.916785,0.010917,[66 53] ; [24 20],[65.70552147 53.29447853] ; [24.29447853 19.70552147],0
p11,1,0.919252,0.010277,[195  60] ; [95 30],[194.60526316  60.39473684] ; [95.39473684 29.60526316],0
n3,1,0.940785,0.005518,[53 17] ; [21  7],[52.85714286 17.14285714] ; [21.14285714  6.85714286],0
d4,1,0.942698,0.005167,[147 108] ; [71 53],[146.67546174 108.32453826] ; [71.32453826 52.67546174],0
a7,1,0.948549,0.004164,[164  90] ; [79 44],[163.71883289  90.28116711] ; [79.28116711 43.71883289],0
d5,1,0.954214,0.003297,[141 113] ; [69 56],[140.73878628 113.26121372] ; [69.26121372 55.73878628],0
a4,1,0.983377,0.000434,[ 63 190] ; [31 93],[ 63.08222812 189.91777188] ; [30.91777188 93.08222812],0
