Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.005464,7.719031,[42  7] ; [9 8],[37.86363636 11.13636364] ; [13.13636364  3.86363636],0
b4,1,0.008877,6.847408,[36 13] ; [ 7 11],[31.44776119 17.55223881] ; [11.55223881  6.44776119],0
p10,1,0.02247,5.209032,[39  9] ; [9 8],[35.44615385 12.55384615] ; [12.55384615  4.44615385],0
p4,1,0.030979,4.654117,[32 17] ; [ 6 11],[28.21212121 20.78787879] ; [9.78787879 7.21212121],0
v1,1,0.049596,3.855069,[29 19] ; [ 6 12],[25.45454545 22.54545455] ; [9.54545455 8.45454545],0
n4,1,0.059082,3.562966,[35 12] ; [9 9],[31.81538462 15.18461538] ; [12.18461538  5.81538462],0
v4,1,0.082285,3.01919,[47  2] ; [15  3],[45.34328358  3.65671642] ; [16.65671642  1.34328358],0
s4,1,0.101531,2.681324,[14 35] ; [9 9],[16.82089552 32.17910448] ; [ 6.17910448 11.82089552],0
a5,1,0.103948,2.643895,[34 15] ; [16  2],[36.56716418 12.43283582] ; [13.43283582  4.56716418],0
a1,1,0.11155,2.532124,[ 1 48] ; [ 2 16],[ 2.19402985 46.80597015] ; [ 0.80597015 17.19402985],0
p8,1,0.116509,2.463631,[18 31] ; [ 3 15],[15.35820896 33.64179104] ; [ 5.64179104 12.35820896],0
p7,1,0.139727,2.180962,[29 20] ; [ 7 11],[26.32835821 22.67164179] ; [9.67164179 8.32835821],0
n5,1,0.158462,1.988839,[33 15] ; [9 9],[30.54545455 17.45454545] ; [11.45454545  6.54545455],0
s2,1,0.161182,1.963104,[36 13] ; [10  8],[33.64179104 15.35820896] ; [12.35820896  5.64179104],0
p3,1,0.198077,1.656499,[25 24] ; [ 6 12],[22.67164179 26.32835821] ; [8.32835821 9.67164179],0
p1,1,0.213251,1.54922,[ 5 43] ; [ 4 14],[ 6.54545455 41.45454545] ; [ 2.45454545 15.54545455],0
p6,1,0.261551,1.260527,[21 28] ; [ 5 13],[19.01492537 29.98507463] ; [ 6.98507463 11.01492537],0
s7,1,0.360767,0.83522,[31 14] ; [9 7],[29.50819672 15.49180328] ; [10.49180328  5.50819672],0
s3,1,0.372248,0.796147,[33 16] ; [10  8],[31.44776119 17.55223881] ; [11.55223881  6.44776119],0
s8,1,0.408969,0.681795,[30 19] ; [9 9],[28.52238806 20.47761194] ; [10.47761194  7.52238806],0
u3,1,0.452209,0.56511,[6 7] ; [1 3],[5.35294118 7.64705882] ; [1.64705882 2.35294118],0
s1,1,0.473919,0.512824,[ 1 46] ; [ 1 17],[ 1.44615385 45.55384615] ; [ 0.55384615 17.44615385],0
u1,1,0.495913,0.463671,[12 37] ; [ 3 15],[10.97014925 38.02985075] ; [ 4.02985075 13.97014925],0
n1,1,0.513292,0.42735,[8 7] ; [4 6],[7.2 7.8] ; [4.8 5.2],0
r3,1,0.540667,0.374306,[43  5] ; [17  1],[43.63636364  4.36363636] ; [16.36363636  1.63636364],0
p5,1,0.55474,0.348893,[ 5 44] ; [ 1 17],[ 4.3880597 44.6119403] ; [ 1.6119403 16.3880597],0
a8,1,0.640078,0.21864,[ 7 34] ; [ 4 14],[ 7.6440678 33.3559322] ; [ 3.3559322 14.6440678],0
d1,1,0.674971,0.175842,[30 19] ; [10  8],[29.25373134 19.74626866] ; [10.74626866  7.25373134],0
d2,1,0.683074,0.166686,[30 19] ; [12  6],[30.71641791 18.28358209] ; [11.28358209  6.71641791],0
a7,1,0.70297,0.145401,[33 16] ; [13  5],[33.64179104 15.35820896] ; [12.35820896  5.64179104],0
d3,1,0.71942,0.129049,[36 13] ; [14  4],[36.56716418 12.43283582] ; [13.43283582  4.56716418],0
b2,1,0.73549,0.11413,[ 7 16] ; [3 9],[ 6.57142857 16.42857143] ; [3.42857143 8.57142857],0
b3,1,0.73549,0.11413,[ 7 16] ; [3 9],[ 6.57142857 16.42857143] ; [3.42857143 8.57142857],0
d5,1,0.735534,0.114091,[42  7] ; [16  2],[42.41791045  6.58208955] ; [15.58208955  2.41791045],0
d4,1,0.735534,0.114091,[42  7] ; [16  2],[42.41791045  6.58208955] ; [15.58208955  2.41791045],0
n3,1,0.740797,0.109428,[10  5] ; [8 3],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
b1,1,0.77035,0.085216,[28 21] ; [11  7],[28.52238806 20.47761194] ; [10.47761194  7.52238806],0
b5,1,0.796881,0.066247,[31 18] ; [12  6],[31.44776119 17.55223881] ; [11.55223881  6.44776119],0
v3,1,0.798748,0.065009,[19 30] ; [ 6 11],[18.56060606 30.43939394] ; [ 6.43939394 10.56060606],0
a3,1,0.814581,0.055,[36 12] ; [14  4],[36.36363636 11.63636364] ; [13.63636364  4.36363636],0
r1,1,0.814581,0.055,[36 12] ; [14  4],[36.36363636 11.63636364] ; [13.63636364  4.36363636],0
a4,1,0.824033,0.049444,[26 23] ; [9 9],[25.59701493 23.40298507] ; [9.40298507 8.59701493],0
a2,1,0.846983,0.037237,[12 37] ; [ 4 14],[11.70149254 37.29850746] ; [ 4.29850746 13.70149254],0
v2,1,0.85597,0.032945,[26 23] ; [10  8],[26.32835821 22.67164179] ; [9.67164179 8.32835821],0
a6,1,0.886627,0.020327,[29 20] ; [11  7],[29.25373134 19.74626866] ; [10.74626866  7.25373134],0
r4,1,0.899049,0.016094,[43  6] ; [16  2],[43.14925373  5.85074627] ; [15.85074627  2.14925373],0
n2,1,0.90748,0.013506,[12  3] ; [9 2],[12.11538462  2.88461538] ; [8.88461538 2.11538462],0
n6,1,0.933862,0.006887,[37 10] ; [14  4],[36.87692308 10.12307692] ; [14.12307692  3.87692308],0
s6,1,0.934965,0.006659,[43  5] ; [16  2],[42.90909091  5.09090909] ; [16.09090909  1.90909091],0
