Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,100.418708,[137  27] ; [ 49 120],[91.6036036 72.3963964] ; [94.3963964 74.6036036],1
s7,1,0.0,62.499524,[106  51] ; [ 38 124],[70.87147335 86.12852665] ; [73.12852665 88.87147335],1
s6,1,0.0,50.43279,[141  22] ; [83 83],[110.9787234  52.0212766] ; [113.0212766  52.9787234],1
s8,1,0.0,36.188825,[95 69] ; [ 43 126],[67.96396396 96.03603604] ; [70.03603604 98.96396396],1
s5,1,2e-06,22.807129,[76 83] ; [ 38 130],[ 55.43119266 103.56880734] ; [ 58.56880734 109.43119266],1
s4,1,9.2e-05,15.295984,[ 46 113] ; [ 20 151],[ 31.8 127.2] ; [ 34.2 136.8],1
p6,1,0.000234,13.538024,[94 70] ; [ 62 105],[77.29305136 86.70694864] ; [78.70694864 88.29305136],1
p10,1,0.0068,7.325105,[140  23] ; [125  44],[130.10542169  32.89457831] ; [134.89457831  34.10542169],0
v4,1,0.007557,7.135541,[158   4] ; [153  16],[152.21148036   9.78851964] ; [158.78851964  10.21148036],0
d4,1,0.028034,4.825997,[136  28] ; [124  46],[127.66467066  36.33532934] ; [132.33532934  37.66467066],0
r3,1,0.029071,4.763431,[157   5] ; [156  15],[152.27027027   9.72972973] ; [160.72972973  10.27027027],0
p9,1,0.033357,4.527359,[141  22] ; [131  38],[133.54216867  29.45783133] ; [138.45783133  30.54216867],0
a8,1,0.033535,4.518235,[ 31 125] ; [ 17 136],[ 24.23300971 131.76699029] ; [ 23.76699029 129.23300971],0
a2,1,0.039144,4.254617,[ 43 121] ; [ 29 142],[ 35.24776119 128.75223881] ; [ 36.75223881 134.24776119],0
d3,1,0.043349,4.081734,[115  48] ; [102  68],[106.21921922  56.78078078] ; [110.78078078  59.21921922],0
p4,1,0.046185,3.974847,[114  50] ; [101  70],[105.25373134  58.74626866] ; [109.74626866  61.25373134],0
u1,1,0.048278,3.900283,[ 32 132] ; [ 20 151],[ 25.45671642 138.54328358] ; [ 26.54328358 144.45671642],0
r2,1,0.055518,3.666458,[152   8] ; [150  18],[147.31707317  12.68292683] ; [154.68292683  13.31707317],0
a3,1,0.056581,3.63486,[121  43] ; [109  61],[112.93413174  51.06586826] ; [117.06586826  52.93413174],0
n5,1,0.070069,3.281399,[121  40] ; [113  58],[113.47590361  47.52409639] ; [120.52409639  50.47590361],0
a1,1,0.085722,2.952929,[ 10 154] ; [  4 167],[  6.85373134 157.14626866] ; [  7.14626866 163.85373134],0
