Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.010579,6.534734,[31 14] ; [45 53],[23.91608392 21.08391608] ; [52.08391608 45.91608392],0
v2,1,0.015326,5.878587,[23 21] ; [30 67],[16.53900709 27.46099291] ; [36.46099291 60.53900709],0
r3,1,0.01612,5.789712,[41  4] ; [72 26],[35.55944056  9.44055944] ; [77.44055944 20.55944056],0
n3,1,0.021045,5.323059,[12  1] ; [26 19],[8.51724138 4.48275862] ; [29.48275862 15.51724138],0
a5,1,0.026663,4.912479,[30 16] ; [45 54],[23.79310345 22.20689655] ; [51.20689655 47.79310345],0
s6,1,0.042379,4.120015,[21 24] ; [29 70],[15.625 29.375] ; [34.375 64.625],0
v3,1,0.043533,4.074591,[15 29] ; [18 79],[10.29787234 33.70212766] ; [22.70212766 74.29787234],0
a2,1,0.045519,3.999303,[11 35] ; [11 88],[ 6.97931034 39.02068966] ; [15.02068966 83.97931034],0
r1,1,0.046463,3.964727,[33 11] ; [57 42],[27.69230769 16.30769231] ; [62.30769231 36.69230769],0
n2,1,0.04818,3.903711,[11  2] ; [25 21],[7.93220339 5.06779661] ; [28.06779661 17.93220339],0
d3,1,0.048626,3.888212,[29 17] ; [45 54],[23.47586207 22.52413793] ; [50.52413793 48.47586207],0
a7,1,0.054099,3.709628,[32 13] ; [53 45],[26.74825175 18.25174825] ; [58.25174825 39.74825175],0
b5,1,0.063333,3.447882,[33 13] ; [55 44],[27.91724138 18.08275862] ; [60.08275862 38.91724138],0
p3,1,0.070874,3.262657,[17 28] ; [23 76],[12.5 32.5] ; [27.5 71.5],0
p2,1,0.076835,3.130617,[30 16] ; [49 50],[25.06206897 20.93793103] ; [53.93793103 45.06206897],0
v4,1,0.106747,2.601739,[39  6] ; [74 25],[35.3125  9.6875] ; [77.6875 21.3125],0
r4,1,0.136024,2.222374,[35 11] ; [63 36],[31.08965517 14.91034483] ; [66.91034483 32.08965517],0
u1,1,0.155503,2.01742,[ 6 40] ; [ 6 93],[ 3.80689655 42.19310345] ; [ 8.19310345 90.80689655],0
r2,1,0.174045,1.84775,[40  5] ; [78 20],[37.13286713  7.86713287] ; [80.86713287 17.13286713],0
p7,1,0.285163,1.14232,[22 23] ; [39 60],[19.0625 25.9375] ; [41.9375 57.0625],0
a8,1,0.383151,0.760566,[ 5 36] ; [ 7 86],[ 3.67164179 37.32835821] ; [ 8.32835821 84.67164179],0
d4,1,0.391777,0.733421,[32 14] ; [61 37],[29.70833333 16.29166667] ; [63.29166667 34.70833333],0
a4,1,0.392223,0.732039,[18 27] ; [32 66],[15.73426573 29.26573427] ; [34.26573427 63.73426573],0
s2,1,0.395952,0.720585,[10 35] ; [16 82],[ 8.18181818 36.81818182] ; [17.81818182 80.18181818],0
n5,1,0.444636,0.584289,[21 24] ; [53 46],[23.125 21.875] ; [50.875 48.125],0
b2,1,0.471567,0.518301,[ 9 17] ; [17 46],[ 7.59550562 18.40449438] ; [18.40449438 44.59550562],0
b3,1,0.471567,0.518301,[ 9 17] ; [17 46],[ 7.59550562 18.40449438] ; [18.40449438 44.59550562],0
p11,1,0.52198,0.40998,[24 22] ; [46 53],[22.20689655 23.79310345] ; [47.79310345 51.20689655],0
