Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,48.089477,[79 53] ; [ 27 115],[51.06569343 80.93430657] ; [54.93430657 87.06569343],1
p6,1,0.0,38.978041,[53 77] ; [ 12 130],[31.06617647 98.93382353] ; [ 33.93382353 108.06617647],1
p4,1,0.0,32.611532,[81 52] ; [ 38 104],[57.55272727 75.44727273] ; [61.44727273 80.55272727],1
p3,1,0.0,26.949239,[68 65] ; [ 30 112],[47.39636364 85.60363636] ; [50.60363636 91.39636364],1
p2,1,1e-06,24.878568,[114  18] ; [85 58],[95.52 36.48] ; [103.48  39.52],1
s6,1,0.001032,10.769469,[69 61] ; [47 94],[55.64575646 74.35424354] ; [60.35424354 80.64575646],0
r4,1,0.004881,7.923177,[109  24] ; [96 47],[98.78623188 34.21376812] ; [106.21376812  36.78623188],0
s3,1,0.008655,6.89262,[63 69] ; [45 95],[52.41176471 79.58823529] ; [55.58823529 84.41176471],0
r3,1,0.009766,6.677116,[117  15] ; [109  33],[108.87591241  23.12408759] ; [117.12408759  24.87591241],0
n6,1,0.012166,6.286496,[106  26] ; [95 47],[96.83211679 35.16788321] ; [104.16788321  37.83211679],0
u2,1,0.020489,5.369703,[32 21] ; [24 38],[25.80869565 27.19130435] ; [30.19130435 31.80869565],0
v4,1,0.020689,5.352839,[120  13] ; [114  28],[113.17090909  19.82909091] ; [120.82909091  21.17090909],0
p10,1,0.021485,5.287057,[90 42] ; [77 64],[80.74725275 51.25274725] ; [86.25274725 54.74725275],0
r1,1,0.036896,4.355204,[90 42] ; [80 63],[81.6 50.4] ; [88.4 54.6],0
n3,1,0.047351,3.932859,[25  9] ; [26 24],[20.64285714 13.35714286] ; [30.35714286 19.64285714],0
p11,1,0.055081,3.679626,[92 41] ; [83 60],[84.32971014 48.67028986] ; [90.67028986 52.32971014],0
p9,1,0.065423,3.394281,[94 37] ; [85 54],[86.84814815 44.15185185] ; [92.15185185 46.84814815],0
s2,1,0.078165,3.102651,[48 85] ; [ 37 104],[41.25912409 91.74087591] ; [43.74087591 97.25912409],0
b4,1,0.082205,3.02075,[69 64] ; [89 54],[76.13768116 56.86231884] ; [81.86231884 61.13768116],0
s7,1,0.131569,2.273891,[35 91] ; [ 27 109],[29.81679389 96.18320611] ; [ 32.18320611 103.81679389],0
b3,1,0.13547,2.228678,[20 59] ; [29 51],[24.34591195 54.65408805] ; [24.65408805 55.34591195],0
b2,1,0.13547,2.228678,[20 59] ; [29 51],[24.34591195 54.65408805] ; [24.65408805 55.34591195],0
n2,1,0.158043,1.992848,[26  9] ; [31 21],[22.93103448 12.06896552] ; [34.06896552 17.93103448],0
a7,1,0.160169,1.972631,[91 41] ; [87 56],[85.44 46.56] ; [92.56 50.44],0
a4,1,0.183012,1.772991,[44 88] ; [58 83],[49.31868132 82.68131868] ; [52.68131868 88.31868132],0
s1,1,0.19794,1.657507,[  6 125] ; [ 12 130],[  8.63736264 122.36263736] ; [  9.36263736 132.63736264],0
d5,1,0.239866,1.381384,[93 38] ; [92 51],[88.44890511 42.55109489] ; [96.55109489 46.44890511],0
s5,1,0.254682,1.297435,[33 98] ; [ 27 112],[ 29.11111111 101.88888889] ; [ 30.88888889 108.11111111],0
p1,1,0.273195,1.200636,[  9 123] ; [ 15 127],[ 11.5620438 120.4379562] ; [ 12.4379562 129.5620438],0
d4,1,0.366225,0.816435,[97 35] ; [98 45],[93.6 38.4] ; [101.4  41.6],0
r2,1,0.401711,0.7032,[117  15] ; [121  21],[114.65693431  17.34306569] ; [123.34306569  18.65693431],0
a1,1,0.513968,0.42598,[  6 127] ; [  9 134],[  7.22826087 125.77173913] ; [  7.77173913 135.22826087],0
p5,1,0.515234,0.423423,[ 11 121] ; [  9 134],[  9.6 122.4] ; [ 10.4 132.6],0
d3,1,0.592068,0.287126,[76 54] ; [79 64],[73.80952381 56.19047619] ; [81.19047619 61.80952381],0
b5,1,0.60648,0.265332,[84 49] ; [86 57],[81.92028986 51.07971014] ; [88.07971014 54.92028986],0
v1,1,0.619022,0.247245,[43 89] ; [42 99],[41.0989011 90.9010989] ; [43.9010989 97.0989011],0
a8,1,0.628032,0.234738,[ 15 108] ; [ 14 122],[ 13.77220077 109.22779923] ; [ 15.22779923 120.77220077],0
a3,1,0.632199,0.229091,[79 52] ; [81 60],[77.05882353 53.94117647] ; [82.94117647 58.05882353],0
b1,1,0.657223,0.196914,[56 77] ; [64 79],[57.82608696 75.17391304] ; [62.17391304 80.82608696],0
a5,1,0.698842,0.149679,[76 57] ; [85 58],[77.58333333 55.41666667] ; [83.41666667 59.58333333],0
s4,1,0.71377,0.134541,[ 24 105] ; [ 24 118],[ 22.84870849 106.15129151] ; [ 25.15129151 116.84870849],0
d1,1,0.716307,0.132059,[54 79] ; [55 88],[52.52536232 80.47463768] ; [56.47463768 86.52536232],0
d2,1,0.748475,0.102817,[49 83] ; [55 86],[50.28571429 81.71428571] ; [53.71428571 87.28571429],0
n5,1,0.756871,0.095847,[86 47] ; [95 48],[87.22101449 45.77898551] ; [93.77898551 49.22101449],0
u3,1,0.762137,0.091613,[28 25] ; [31 31],[27.19130435 25.80869565] ; [31.80869565 30.19130435],0
a2,1,0.804155,0.061491,[ 20 113] ; [ 20 123],[ 19.27536232 113.72463768] ; [ 20.72463768 122.27536232],0
n1,1,0.854024,0.033851,[12 22] ; [19 32],[12.4 21.6] ; [18.6 32.4],0
a6,1,0.881502,0.02222,[81 51] ; [89 54],[81.6 50.4] ; [88.4 54.6],0
v3,1,0.897853,0.01648,[ 20 112] ; [ 22 118],[ 20.38235294 111.61764706] ; [ 21.61764706 118.38235294],0
n4,1,0.924339,0.009019,[90 43] ; [96 47],[89.63043478 43.36956522] ; [96.36956522 46.63043478],0
p12,1,0.942327,0.005234,[  3 130] ; [  3 138],[  2.91240876 130.08759124] ; [  3.08759124 137.91240876],0
u1,1,0.996483,1.9e-05,[ 13 120] ; [ 14 129],[ 13.01086957 119.98913043] ; [ 13.98913043 129.01086957],0
