Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.682219,[41 75] ; [172  58],[71.41040462 44.58959538] ; [141.58959538  88.41040462],1
d3,1,0.0,38.606277,[44 72] ; [166  63],[70.60869565 45.39130435] ; [139.39130435  89.60869565],1
r1,1,1e-06,23.965428,[62 54] ; [180  48],[81.60465116 34.39534884] ; [160.39534884  67.60465116],1
d5,1,3e-06,21.539157,[64 52] ; [182  48],[82.47398844 33.52601156] ; [163.52601156  66.47398844],1
r4,1,1e-05,19.545595,[72 44] ; [192  38],[88.50867052 27.49132948] ; [175.49132948  54.50867052],1
d4,1,2.6e-05,17.706496,[70 45] ; [188  42],[86. 29.] ; [172.  58.],1
r3,1,7.8e-05,15.595728,[90 26] ; [210  17],[101.45772595  14.54227405] ; [198.54227405  28.45772595],1
a5,1,0.000171,14.1225,[55 61] ; [157  73],[71.07514451 44.92485549] ; [140.92485549  89.07514451],1
p2,1,0.000722,11.432353,[72 43] ; [183  47],[85. 30.] ; [170.  60.],1
b1,1,0.002808,8.928526,[57 59] ; [ 75 155],[44.25433526 71.74566474] ; [ 87.74566474 142.25433526],0
s6,1,0.003148,8.719625,[49 64] ; [138  91],[61.78654971 51.21345029] ; [125.21345029 103.78654971],0
v4,1,0.00386,8.348306,[90 23] ; [207  21],[98.41935484 14.58064516] ; [198.58064516  29.41935484],0
u1,1,0.004818,7.946522,[  5 111] ; [ 33 197],[ 12.73988439 103.26011561] ; [ 25.26011561 204.73988439],0
d1,1,0.004875,7.925293,[40 76] ; [116 114],[52.30057803 63.69942197] ; [103.69942197 126.30057803],0
a2,1,0.005163,7.821499,[ 10 106] ; [ 47 183],[19.10982659 96.89017341] ; [ 37.89017341 192.10982659],0
p10,1,0.00966,6.696485,[67 46] ; [166  61],[77.43823529 35.56176471] ; [155.56176471  71.43823529],0
p8,1,0.010388,6.567098,[28 88] ; [ 85 139],[38.55294118 77.44705882] ; [ 74.44705882 149.55294118],0
r2,1,0.014368,5.992314,[92 22] ; [202  22],[99.15976331 14.84023669] ; [194.84023669  29.15976331],0
p9,1,0.018665,5.532662,[72 40] ; [172  53],[81.09198813 30.90801187] ; [162.90801187  62.09198813],0
b5,1,0.022327,5.220087,[62 54] ; [152  78],[71.74566474 44.25433526] ; [142.25433526  87.74566474],0
s2,1,0.053072,3.741657,[37 78] ; [ 98 130],[45.26239067 69.73760933] ; [ 89.73760933 138.26239067],0
u3,1,0.076273,3.142589,[21 31] ; [46 36],[26. 26.] ; [41. 41.],0
s8,1,0.091344,2.850533,[26 89] ; [ 72 158],[32.66666667 82.33333333] ; [ 65.33333333 164.66666667],0
a8,1,0.102354,2.668475,[10 99] ; [ 34 182],[14.75692308 94.24307692] ; [ 29.24307692 186.75692308],0
a3,1,0.112926,2.512791,[64 51] ; [147  81],[70.74344023 44.25655977] ; [140.25655977  87.74344023],0
p4,1,0.118432,2.437941,[32 83] ; [ 83 146],[38.44476744 76.55523256] ; [ 76.55523256 152.44476744],0
n6,1,0.124162,2.364018,[79 36] ; [175  54],[84.9127907 30.0872093] ; [169.0872093  59.9127907],0
p12,1,0.133393,2.252563,[  6 109] ; [  5 223],[  3.68804665 111.31195335] ; [  7.31195335 220.68804665],0
v2,1,0.141929,2.156918,[33 78] ; [ 83 136],[39.01818182 71.98181818] ; [ 76.98181818 142.01818182],0
n5,1,0.180474,1.793716,[81 34] ; [144  84],[75.43731778 39.56268222] ; [149.56268222  78.43731778],0
n3,1,0.229876,1.441629,[30 20] ; [48 20],[33.05084746 16.94915254] ; [44.94915254 23.05084746],0
s4,1,0.24567,1.34776,[17 98] ; [ 45 181],[20.90909091 94.09090909] ; [ 41.09090909 184.90909091],0
b3,1,0.257844,1.280295,[26 45] ; [36 89],[22.45918367 48.54081633] ; [39.54081633 85.45918367],0
b2,1,0.257844,1.280295,[26 45] ; [36 89],[22.45918367 48.54081633] ; [39.54081633 85.45918367],0
u2,1,0.265585,1.239408,[22 29] ; [43 38],[25.11363636 25.88636364] ; [39.88636364 41.11363636],0
a4,1,0.326991,0.960776,[46 68] ; [ 80 149],[41.87755102 72.12244898] ; [ 84.12244898 144.87755102],0
n4,1,0.342804,0.899916,[71 45] ; [152  77],[74.97971014 41.02028986] ; [148.02028986  80.97971014],0
p7,1,0.342875,0.899652,[50 64] ; [109 112],[54.10746269 59.89253731] ; [104.89253731 116.10746269],0
s7,1,0.388573,0.743403,[35 75] ; [ 82 142],[38.53293413 71.46706587] ; [ 78.46706587 145.53293413],0
s3,1,0.402742,0.700124,[52 63] ; [114 114],[55.65597668 59.34402332] ; [110.34402332 117.65597668],0
p11,1,0.542981,0.370043,[78 38] ; [162  68],[80.46242775 35.53757225] ; [159.53757225  70.46242775],0
a1,1,0.543193,0.369654,[  5 111] ; [  7 223],[  4.02312139 111.97687861] ; [  7.97687861 222.02312139],0
p6,1,0.54588,0.364749,[23 90] ; [ 53 175],[25.18475073 87.81524927] ; [ 50.81524927 177.18475073],0
d2,1,0.586009,0.296621,[48 67] ; [ 89 141],[45.66666667 69.33333333] ; [ 91.33333333 138.66666667],0
v1,1,0.666242,0.186029,[44 71] ; [ 80 143],[42.18934911 72.81065089] ; [ 81.81065089 141.18934911],0
b4,1,0.6958,0.152878,[63 53] ; [130 100],[64.70520231 51.29479769] ; [128.29479769 101.70520231],0
n1,1,0.712235,0.136055,[19 32] ; [28 41],[19.975 31.025] ; [27.025 41.975],0
u4,1,0.716369,0.131998,[  1 115] ; [  3 227],[  1.34104046 114.65895954] ; [  2.65895954 227.34104046],0
s5,1,0.78673,0.073203,[28 84] ; [ 53 171],[27. 85.] ; [ 54. 170.],0
s1,1,0.829803,0.046206,[  4 110] ; [  9 217],[  4.35882353 109.64117647] ; [  8.64117647 217.35882353],0
n2,1,0.872251,0.025856,[36 16] ; [48 20],[36.4 15.6] ; [47.6 20.4],0
p1,1,0.974098,0.001054,[  5 111] ; [ 10 218],[  5.05813953 110.94186047] ; [  9.94186047 218.05813953],0
p5,1,0.994221,5.2e-05,[  4 111] ; [  8 221],[  4.01162791 110.98837209] ; [  7.98837209 221.01162791],0
