Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,90.797228,[15 94] ; [113  41],[53.04942966 55.95057034] ; [74.95057034 79.04942966],1
d5,1,0.0,71.971803,[59 49] ; [150   4],[86.15267176 21.84732824] ; [122.84732824  31.15267176],1
d3,1,0.0,68.983008,[43 65] ; [136  18],[73.78625954 34.21374046] ; [105.21374046  48.78625954],1
d4,1,0.0,53.27347,[69 40] ; [150   4],[90.76425856 18.23574144] ; [128.23574144  25.76425856],1
a5,1,0.0,36.937632,[54 55] ; [130  24],[76.25855513 32.74144487] ; [107.74144487  46.25855513],1
a4,1,0.0,27.748622,[26 83] ; [87 67],[46.83269962 62.16730038] ; [66.16730038 87.83269962],1
u1,1,0.0,27.485951,[  4 105] ; [ 45 109],[20.30798479 88.69201521] ; [ 28.69201521 125.30798479],1
a2,1,0.0,26.26607,[  8 101] ; [ 53 101],[25.28136882 83.71863118] ; [ 35.71863118 118.28136882],1
a3,1,0.000114,14.885094,[64 45] ; [124  30],[77.91634981 31.08365019] ; [110.08365019  43.91634981],1
r1,1,0.002251,9.332717,[72 36] ; [127  26],[82.34482759 25.65517241] ; [116.65517241  36.34482759],0
s6,1,0.003613,8.468621,[85 23] ; [138  13],[92.98841699 15.01158301] ; [130.01158301  20.98841699],0
p4,1,0.004262,8.168834,[56 52] ; [106  47],[67.03448276 40.96551724] ; [94.96551724 58.03448276],0
p3,1,0.006976,7.279176,[41 67] ; [84 69],[51.72413793 56.27586207] ; [73.27586207 79.72413793],0
r2,1,0.019317,5.472624,[97 10] ; [147   4],[101.19379845   5.80620155] ; [142.80620155   8.19379845],0
p6,1,0.021123,5.316653,[38 68] ; [77 76],[47.06563707 58.93436293] ; [67.93436293 85.06563707],0
s7,1,0.02551,4.988914,[60 45] ; [104  43],[68.33333333 36.66666667] ; [95.66666667 51.33333333],0
s8,1,0.029035,4.765527,[51 58] ; [93 61],[59.68060837 49.31939163] ; [84.31939163 69.68060837],0
a6,1,0.035691,4.411789,[62 47] ; [107  47],[70.0418251 38.9581749] ; [98.9581749 55.0418251],0
n4,1,0.039619,4.234134,[70 38] ; [117  36],[77.37931034 30.62068966] ; [109.62068966  43.37931034],0
u2,1,0.046596,3.959903,[20 23] ; [21  9],[24.15068493 18.84931507] ; [16.84931507 13.15068493],0
v2,1,0.048774,3.883113,[37 68] ; [71 78],[44.64566929 60.35433071] ; [63.35433071 85.64566929],0
b3,1,0.077387,3.118935,[17 49] ; [39 61],[22.26506024 43.73493976] ; [33.73493976 66.26506024],0
b2,1,0.077387,3.118935,[17 49] ; [39 61],[22.26506024 43.73493976] ; [33.73493976 66.26506024],0
a7,1,0.105483,2.620626,[73 35] ; [118  36],[78.73282443 29.26717557] ; [112.26717557  41.73282443],0
n5,1,0.15011,2.071135,[71 35] ; [115  38],[76.12355212 29.87644788] ; [109.87644788  43.12355212],0
n6,1,0.167558,1.904655,[83 23] ; [130  23],[87.17374517 18.82625483] ; [125.82625483  27.17374517],0
p2,1,0.182933,1.773637,[85 22] ; [132  22],[88.96168582 18.03831418] ; [128.03831418  25.96168582],0
u3,1,0.20766,1.587665,[26 18] ; [22  8],[28.54054054 15.45945946] ; [19.45945946 10.54054054],0
r4,1,0.209215,1.576847,[92 17] ; [138  16],[95.32319392 13.67680608] ; [134.67680608  19.32319392],0
p8,1,0.210341,1.56908,[46 60] ; [78 74],[50.94573643 55.05426357] ; [73.05426357 78.94573643],0
v4,1,0.211229,1.562986,[100   7] ; [149   5],[102.08045977   4.91954023] ; [146.91954023   7.08045977],0
n2,1,0.211594,1.560484,[19  3] ; [29 11],[17.03225806  4.96774194] ; [30.96774194  9.03225806],0
a8,1,0.21674,1.525827,[21 84] ; [ 20 122],[17.4291498 87.5708502] ; [ 23.5708502 118.4291498],0
b1,1,0.220197,1.503089,[50 59] ; [59 95],[45.17490494 63.82509506] ; [63.82509506 90.17490494],0
p10,1,0.232068,1.428144,[84 22] ; [130  23],[87.58301158 18.41698842] ; [126.41698842  26.58301158],0
n3,1,0.241678,1.370778,[14  8] ; [31  9],[15.96774194  6.03225806] ; [29.03225806 10.96774194],0
p5,1,0.273898,1.197121,[  7 100] ; [ 16 137],[ 9.46538462 97.53461538] ; [ 13.53461538 139.46538462],0
p7,1,0.337423,0.920199,[71 33] ; [93 56],[67.41501976 36.58498024] ; [96.58498024 52.41501976],0
r3,1,0.340042,0.910275,[100   7] ; [147   6],[101.65   5.35] ; [145.35   7.65],0
s1,1,0.34635,0.886786,[  7 100] ; [  6 146],[  5.37065637 101.62934363] ; [  7.62934363 144.37065637],0
p11,1,0.353175,0.862016,[78 31] ; [118  36],[81.23193916 27.76806084] ; [114.76806084  39.23193916],0
n1,1,0.378697,0.774926,[ 7 14] ; [18 22],[ 8.60655738 12.39344262] ; [16.39344262 23.60655738],0
p9,1,0.407719,0.685443,[89 17] ; [134  19],[91.26640927 14.73359073] ; [131.73359073  21.26640927],0
u4,1,0.50109,0.452628,[  1 108] ; [  3 151],[  1.65779468 107.34220532] ; [  2.34220532 151.65779468],0
s5,1,0.587989,0.293496,[46 60] ; [67 76],[48.10441767 57.89558233] ; [64.89558233 78.10441767],0
p12,1,0.61157,0.257895,[  6 101] ; [ 11 142],[  6.99615385 100.00384615] ; [ 10.00384615 142.99615385],0
b4,1,0.627656,0.235252,[59 50] ; [88 66],[60.92395437 48.07604563] ; [86.07604563 67.92395437],0
b5,1,0.720583,0.127935,[71 38] ; [97 57],[69.62737643 39.37262357] ; [98.37262357 55.62737643],0
s4,1,0.720865,0.127665,[32 75] ; [ 48 102],[33.307393 73.692607] ; [ 46.692607 103.307393],0
s3,1,0.855459,0.033181,[94 15] ; [134  20],[94.49429658 14.50570342] ; [133.50570342  20.49429658],0
p1,1,0.918692,0.010421,[ 8 99] ; [ 11 143],[ 7.78927203 99.21072797] ; [ 11.21072797 142.78927203],0
a1,1,0.987262,0.000255,[  5 104] ; [  7 147],[  4.97338403 104.02661597] ; [  7.02661597 146.97338403],0
v1,1,0.995228,3.6e-05,[50 58] ; [68 79],[49.97647059 58.02352941] ; [68.02352941 78.97647059],0
