Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,120.611664,[293  59] ; [122 171],[226.48062016 125.51937984] ; [188.51937984 104.48062016],1
p8,1,0.0,44.593928,[234 114] ; [117 170],[192.35905512 155.64094488] ; [158.64094488 128.35905512],1
p7,1,0.0,37.122484,[268  81] ; [154 132],[231.93385827 117.06614173] ; [190.06614173  95.93385827],1
p6,1,0.0,32.408297,[177 171] ; [ 83 207],[141.81818182 206.18181818] ; [118.18181818 171.81818182],1
p5,1,0.0,26.950693,[ 69 280] ; [ 17 277],[ 46.67807154 302.32192846] ; [ 39.32192846 254.67807154],1
p10,1,3.6e-05,17.070667,[314  37] ; [227  66],[294.86180124  56.13819876] ; [246.13819876  46.86180124],1
s7,1,0.000201,13.822167,[200 132] ; [129 156],[177.03079417 154.96920583] ; [151.96920583 133.03079417],1
p9,1,0.000522,12.035766,[317  33] ; [236  55],[301.950078  48.049922] ; [251.049922  39.950078],1
u1,1,0.000805,11.229961,[ 90 262] ; [ 44 252],[ 72.79012346 279.20987654] ; [ 61.20987654 234.79012346],1
v1,1,0.000807,11.224858,[218 125] ; [146 144],[197.2385466 145.7614534] ; [166.7614534 123.2385466],1
v3,1,0.000902,11.018889,[171 170] ; [104 178],[150.52166934 190.47833066] ; [124.47833066 157.52166934],1
s8,1,0.000931,10.959983,[190 159] ; [122 173],[169.08074534 179.91925466] ; [142.91925466 152.08074534],1
s5,1,0.003405,8.57674,[137 198] ; [ 84 200],[119.60420032 215.39579968] ; [101.39579968 182.60420032],0
v2,1,0.00352,8.516269,[218 126] ; [145 135],[200.11538462 143.88461538] ; [162.88461538 117.11538462],0
p2,1,0.003612,8.469112,[313  38] ; [240  56],[300.00463679  50.99536321] ; [252.99536321  43.00463679],0
n5,1,0.008976,6.827622,[314  38] ; [242  53],[302.49149923  49.50850077] ; [253.50850077  41.49149923],0
p12,1,0.010243,6.592091,[ 42 307] ; [ 18 276],[ 32.56609642 316.43390358] ; [ 27.43390358 266.56609642],0
b1,1,0.01522,5.890767,[153 199] ; [101 195],[137.97530864 214.02469136] ; [116.02469136 179.97530864],0
p1,1,0.023062,5.163802,[ 41 310] ; [ 19 275],[ 32.65116279 318.34883721] ; [ 27.34883721 266.65116279],0
d1,1,0.033313,4.529614,[232 120] ; [171 125],[218.91358025 133.08641975] ; [184.08641975 111.91358025],0
a3,1,0.036662,4.366066,[272  78] ; [208  87],[260.46511628  89.53488372] ; [219.53488372  75.46511628],0
p11,1,0.039796,4.226556,[300  52] ; [234  62],[290.07407407  61.92592593] ; [243.92592593  52.07407407],0
n6,1,0.040627,4.191485,[324  28] ; [258  38],[316.14814815  35.85185185] ; [265.85185185  30.14814815],0
d2,1,0.056143,3.647814,[196 155] ; [142 152],[183.93488372 167.06511628] ; [154.06511628 139.93488372],0
v4,1,0.059693,3.545899,[347   5] ; [284  11],[343.29520866   8.70479134] ; [287.70479134   7.29520866],0
b5,1,0.066211,3.374536,[201 151] ; [190 106],[212.39506173 139.60493827] ; [178.60493827 117.39506173],0
a1,1,0.077505,3.116455,[ 21 331] ; [  9 287],[ 16.2962963 335.7037037] ; [ 13.7037037 282.2962963],0
s2,1,0.081342,3.037887,[195 154] ; [143 149],[184.02808112 164.97191888] ; [153.97191888 138.02808112],0
d5,1,0.083803,2.989557,[301  50] ; [238  57],[292.8622291  58.1377709] ; [246.1377709  48.8622291],0
a2,1,0.107655,2.588306,[103 249] ; [ 70 226],[ 93.97530864 258.02469136] ; [ 79.02469136 216.97530864],0
b2,1,0.110997,2.539966,[101 136] ; [ 61 114],[ 93.18932039 143.81067961] ; [ 68.81067961 106.18932039],0
b3,1,0.110997,2.539966,[101 136] ; [ 61 114],[ 93.18932039 143.81067961] ; [ 68.81067961 106.18932039],0
s6,1,0.112229,2.522557,[249  93] ; [195  96],[239.88625592 102.11374408] ; [204.11374408  86.88625592],0
a5,1,0.118833,2.43263,[282  70] ; [222  74],[273.77777778  78.22222222] ; [230.22222222  65.77777778],0
u4,1,0.172415,1.861823,[ 12 340] ; [  5 291],[  9.2345679 342.7654321] ; [  7.7654321 288.2345679],0
