Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000146,14.419334,[54 18] ; [13 22],[45.08411215 26.91588785] ; [21.91588785 13.08411215],1
r2,1,0.002602,9.067637,[70  2] ; [28  7],[65.94392523  6.05607477] ; [32.05607477  2.94392523],0
a2,1,0.002936,8.846787,[23 50] ; [ 2 33],[16.89814815 56.10185185] ; [ 8.10185185 26.89814815],0
a5,1,0.004888,7.920487,[57 16] ; [18 17],[50.69444444 22.30555556] ; [24.30555556 10.69444444],0
r1,1,0.005203,7.807458,[57 14] ; [19 16],[50.90566038 20.09433962] ; [25.09433962  9.90566038],0
d3,1,0.013585,6.091332,[50 21] ; [16 19],[44.20754717 26.79245283] ; [21.79245283 13.20754717],0
p9,1,0.014759,5.945051,[54 18] ; [18 17],[48.44859813 23.55140187] ; [23.55140187 11.44859813],0
b4,1,0.016045,5.797966,[32 41] ; [24 11],[37.85185185 35.14814815] ; [18.14814815 16.85185185],0
a3,1,0.023141,5.157872,[54 18] ; [18 16],[48.90566038 23.09433962] ; [23.09433962 10.90566038],0
u1,1,0.047578,3.924831,[15 58] ; [ 2 33],[11.49074074 61.50925926] ; [ 5.50925926 29.49074074],0
s5,1,0.06303,3.455814,[20 50] ; [16 18],[24.23076923 45.76923077] ; [11.76923077 22.23076923],0
n5,1,0.071258,3.253808,[51 21] ; [18 16],[46.86792453 25.13207547] ; [22.13207547 11.86792453],0
d5,1,0.07175,3.242513,[57 15] ; [22 13],[53.1588785 18.8411215] ; [25.8411215  9.1588785],0
p10,1,0.168707,1.894399,[47 25] ; [18 17],[43.73831776 28.26168224] ; [21.26168224 13.73831776],0
b5,1,0.186893,1.741943,[53 20] ; [21 14],[50.01851852 22.98148148] ; [23.98148148 11.01851852],0
r3,1,0.220956,1.498149,[67  5] ; [30  5],[65.27102804  6.72897196] ; [31.72897196  3.27102804],0
r4,1,0.231972,1.428728,[63 10] ; [27  8],[60.83333333 12.16666667] ; [29.16666667  5.83333333],0
d1,1,0.240608,1.377028,[38 35] ; [14 21],[35.14814815 37.85185185] ; [16.85185185 18.14814815],0
n6,1,0.263829,1.248553,[56 16] ; [23 11],[53.66037736 18.33962264] ; [25.33962264  8.66037736],0
v2,1,0.266853,1.232852,[31 39] ; [19 15],[33.65384615 36.34615385] ; [16.34615385 17.65384615],0
p5,1,0.278518,1.174307,[ 4 68] ; [ 4 31],[ 5.38317757 66.61682243] ; [ 2.61682243 32.38317757],0
n4,1,0.281143,1.161557,[50 22] ; [20 14],[47.54716981 24.45283019] ; [22.45283019 11.54716981],0
v3,1,0.298478,1.080981,[20 51] ; [13 21],[22.31428571 48.68571429] ; [10.68571429 23.31428571],0
v4,1,0.303625,1.058205,[67  6] ; [29  5],[65.4953271  7.5046729] ; [30.5046729  3.4953271],0
s2,1,0.303957,1.056751,[39 34] ; [15 20],[36.5 36.5] ; [17.5 17.5],0
a8,1,0.356454,0.850348,[12 51] ; [ 4 30],[10.39175258 52.60824742] ; [ 5.60824742 28.39175258],0
s8,1,0.368026,0.810318,[28 45] ; [10 24],[25.92523364 47.07476636] ; [12.07476636 21.92523364],0
s1,1,0.388594,0.743336,[ 5 67] ; [ 1 34],[ 4.03738318 67.96261682] ; [ 1.96261682 33.03738318],0
p8,1,0.461289,0.542764,[33 39] ; [13 21],[31.24528302 40.75471698] ; [14.75471698 19.24528302],0
u3,1,0.491967,0.472222,[10  7] ; [8 9],[9. 8.] ; [9. 8.],0
d4,1,0.522307,0.409336,[55 17] ; [24 10],[53.66037736 18.33962264] ; [25.33962264  8.66037736],0
b1,1,0.529228,0.395873,[37 36] ; [20 15],[38.52777778 34.47222222] ; [18.47222222 16.52777778],0
a4,1,0.609571,0.260801,[33 40] ; [14 21],[31.76851852 41.23148148] ; [15.23148148 19.76851852],0
s7,1,0.640917,0.217544,[31 37] ; [13 19],[29.92 38.08] ; [14.08 17.92],0
p2,1,0.661529,0.191672,[57 16] ; [26  9],[56.10185185 16.89814815] ; [26.89814815  8.10185185],0
p6,1,0.695804,0.152874,[33 40] ; [14 20],[32.06542056 40.93457944] ; [14.93457944 19.06542056],0
a1,1,0.710305,0.137973,[ 3 70] ; [ 2 33],[ 3.37962963 69.62037037] ; [ 1.62037037 33.37962963],0
v1,1,0.711769,0.136516,[35 38] ; [15 19],[34.11214953 38.88785047] ; [15.88785047 18.11214953],0
u2,1,0.729797,0.119298,[8 9] ; [ 7 10],[7.5 9.5] ; [7.5 9.5],0
b2,1,0.74317,0.10736,[ 9 27] ; [ 4 15],[ 8.50909091 27.49090909] ; [ 4.49090909 14.50909091],0
b3,1,0.74317,0.10736,[ 9 27] ; [ 4 15],[ 8.50909091 27.49090909] ; [ 4.49090909 14.50909091],0
s4,1,0.78382,0.075264,[15 58] ; [ 8 27],[15.5462963 57.4537037] ; [ 7.4537037 27.5462963],0
s6,1,0.810803,0.057308,[49 22] ; [22 11],[48.47115385 22.52884615] ; [22.52884615 10.47115385],0
n2,1,0.832682,0.044632,[16  4] ; [10  3],[15.75757576  4.24242424] ; [10.24242424  2.75757576],0
n1,1,0.836697,0.042486,[ 8 11] ; [5 8],[ 7.71875 11.28125] ; [5.28125 7.71875],0
d2,1,0.889717,0.019227,[36 36] ; [18 17],[36.3364486 35.6635514] ; [17.6635514 17.3364486],0
p4,1,0.916103,0.011097,[40 33] ; [19 15],[40.25233645 32.74766355] ; [18.74766355 15.25233645],0
p3,1,0.951392,0.003716,[38 35] ; [18 17],[37.85185185 35.14814815] ; [18.14814815 16.85185185],0
p1,1,0.97329,0.001121,[ 4 68] ; [ 2 33],[ 4.03738318 67.96261682] ; [ 1.96261682 33.03738318],0
n3,1,0.97598,0.000907,[17  3] ; [11  2],[16.96969697  3.03030303] ; [11.03030303  1.96969697],0
s3,1,0.993707,6.2e-05,[43 30] ; [20 14],[42.98130841 30.01869159] ; [20.01869159 13.98130841],0
