Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.135478,[51 65] ; [43  7],[65.68674699 50.31325301] ; [28.31325301 21.68674699],1
p5,1,3.5e-05,17.128394,[  4 113] ; [12 38],[ 11.20958084 105.79041916] ; [ 4.79041916 45.20958084],1
p4,1,0.000205,13.781695,[48 70] ; [36 14],[59. 59.] ; [25. 25.],1
p1,1,0.002034,9.518972,[ 11 106] ; [14 36],[17.51497006 99.48502994] ; [ 7.48502994 42.51497006],0
p3,1,0.002809,8.927641,[41 76] ; [30 20],[49.74251497 67.25748503] ; [21.25748503 28.74251497],0
p8,1,0.003029,8.790167,[43 73] ; [31 19],[51.71084337 64.28915663] ; [22.28915663 27.71084337],0
s7,1,0.003329,8.617735,[36 75] ; [27 20],[44.25949367 66.74050633] ; [18.74050633 28.25949367],0
p12,1,0.004108,8.235568,[  3 115] ; [ 7 43],[  7.02380952 110.97619048] ; [ 2.97619048 47.02380952],0
s5,1,0.00619,7.494111,[21 95] ; [18 29],[27.75460123 88.24539877] ; [11.24539877 35.75460123],0
b3,1,0.008087,7.014011,[14 57] ; [14 17],[19.49019608 51.50980392] ; [ 8.50980392 22.49019608],0
b2,1,0.008087,7.014011,[14 57] ; [14 17],[19.49019608 51.50980392] ; [ 8.50980392 22.49019608],0
v2,1,0.021653,5.27342,[40 72] ; [27 22],[46.60869565 65.39130435] ; [20.39130435 28.60869565],0
u2,1,0.024094,5.087883,[19 41] ; [13  9],[23.41463415 36.58536585] ; [ 8.58536585 13.41463415],0
b1,1,0.05009,3.838432,[40 78] ; [25 25],[45.6547619 72.3452381] ; [19.3452381 30.6547619],0
d5,1,0.077881,3.108571,[61 57] ; [18 31],[55.82035928 62.17964072] ; [23.17964072 25.82035928],0
n6,1,0.126642,2.33319,[89 29] ; [43  7],[92.71428571 25.28571429] ; [39.28571429 10.71428571],0
v3,1,0.128418,2.311526,[34 80] ; [21 29],[38.23170732 75.76829268] ; [16.76829268 33.23170732],0
p10,1,0.155099,2.021375,[79 36] ; [39 10],[82.74390244 32.25609756] ; [35.25609756 13.74390244],0
b4,1,0.165443,1.923761,[57 61] ; [30 20],[61.10714286 56.89285714] ; [25.89285714 24.10714286],0
a8,1,0.172565,1.860517,[ 8 98] ; [ 7 41],[10.32467532 95.67532468] ; [ 4.67532468 43.32467532],0
s2,1,0.172881,1.857782,[40 75] ; [23 27],[43.90909091 71.09090909] ; [19.09090909 30.90909091],0
p2,1,0.185975,1.749219,[82 35] ; [40 10],[85.47305389 31.52694611] ; [36.52694611 13.47305389],0
d1,1,0.199527,1.645831,[  4 114] ; [ 4 46],[  5.61904762 112.38095238] ; [ 2.38095238 47.61904762],0
n4,1,0.208168,1.584124,[80 37] ; [39 11],[83.37125749 33.62874251] ; [35.62874251 14.37125749],0
n5,1,0.261551,1.26053,[84 34] ; [39 10],[86.91017964 31.08982036] ; [36.08982036 12.91017964],0
r1,1,0.282131,1.156794,[76 40] ; [37 13],[78.96385542 37.03614458] ; [34.03614458 15.96385542],0
p9,1,0.288881,1.12483,[83 32] ; [40 10],[85.72727273 29.27272727] ; [37.27272727 12.72727273],0
v4,1,0.291568,1.112366,[106  10] ; [48  2],[107.61445783   8.38554217] ; [46.38554217  3.61445783],0
r3,1,0.301444,1.067797,[99 19] ; [45  5],[101.14285714  16.85714286] ; [42.85714286  7.14285714],0
d3,1,0.301937,1.065619,[30 88] ; [16 32],[32.69879518 85.30120482] ; [13.30120482 34.69879518],0
a6,1,0.310895,1.026869,[68 50] ; [33 17],[70.94047619 47.05952381] ; [30.05952381 19.94047619],0
a4,1,0.318003,0.997144,[25 92] ; [14 35],[27.48795181 89.51204819] ; [11.51204819 37.48795181],0
n1,1,0.350262,0.872507,[14 22] ; [7 6],[15.42857143 20.57142857] ; [5.57142857 7.42857143],0
s4,1,0.359621,0.839216,[24 94] ; [ 7 42],[21.90419162 96.09580838] ; [ 9.09580838 39.90419162],0
u1,1,0.370244,0.802844,[  2 116] ; [ 2 48],[  2.80952381 115.19047619] ; [ 1.19047619 48.80952381],0
a5,1,0.395745,0.721216,[60 58] ; [29 21],[62.51190476 55.48809524] ; [26.48809524 23.51190476],0
s8,1,0.424091,0.638951,[37 80] ; [19 31],[39.23353293 77.76646707] ; [16.76646707 33.23353293],0
a3,1,0.446561,0.579366,[58 59] ; [28 22],[60.25149701 56.74850299] ; [25.74850299 24.25149701],0
u3,1,0.527119,0.399942,[28 32] ; [12 10],[29.26829268 30.73170732] ; [10.73170732 11.26829268],0
p11,1,0.556658,0.345523,[82 36] ; [37 13],[83.58333333 34.41666667] ; [35.41666667 14.58333333],0
d2,1,0.558853,0.341695,[28 90] ; [14 36],[29.5 88.5] ; [12.5 37.5],0
v1,1,0.623764,0.240613,[50 64] ; [24 26],[51.43902439 62.56097561] ; [22.56097561 27.43902439],0
s1,1,0.632736,0.228369,[  7 109] ; [ 2 46],[  6.36585366 109.63414634] ; [ 2.63414634 45.36585366],0
n3,1,0.639723,0.219104,[29  6] ; [10  3],[28.4375  6.5625] ; [10.5625  2.4375],0
s3,1,0.644711,0.212634,[58 56] ; [23 26],[56.65030675 57.34969325] ; [24.34969325 24.65030675],0
r4,1,0.730572,0.118588,[99 19] ; [43  7],[99.73809524 18.26190476] ; [42.26190476  7.73809524],0
a2,1,0.751232,0.100499,[ 10 108] ; [ 5 45],[ 10.53571429 107.46428571] ; [ 4.46428571 45.53571429],0
a7,1,0.819344,0.052161,[70 48] ; [30 19],[70.65868263 47.34131737] ; [29.34131737 19.65868263],0
a1,1,0.845511,0.037966,[  4 114] ; [ 2 48],[  4.21428571 113.78571429] ; [ 1.78571429 48.21428571],0
n2,1,0.913231,0.011873,[29  8] ; [10  3],[28.86  8.14] ; [10.14  2.86],0
s6,1,0.944148,0.004908,[64 51] ; [27 21],[64.20245399 50.79754601] ; [26.79754601 21.20245399],0
b5,1,0.993543,6.5e-05,[66 52] ; [28 22],[66.02380952 51.97619048] ; [27.97619048 22.02380952],0
