Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,34.916683,[ 9 31] ; [54 13],[23.55140187 16.44859813] ; [39.44859813 27.55140187],1
p8,1,0.00047,12.229412,[ 7 33] ; [35 33],[15.55555556 24.44444444] ; [26.44444444 41.55555556],1
r3,1,0.00192,9.624368,[25 16] ; [59  9],[31.59633028  9.40366972] ; [52.40366972 15.59633028],0
v4,1,0.00435,8.131765,[28 12] ; [62  6],[33.33333333  6.66666667] ; [56.66666667 11.33333333],0
p2,1,0.004585,8.03628,[22 19] ; [54 14],[28.58715596 12.41284404] ; [47.41284404 20.58715596],0
s6,1,0.00474,7.975891,[13 28] ; [40 27],[20.12037037 20.87962963] ; [32.87962963 34.12037037],0
p11,1,0.006149,7.506123,[19 22] ; [50 19],[25.71818182 15.28181818] ; [43.28181818 25.71818182],0
s8,1,0.006199,7.491458,[ 5 36] ; [25 44],[11.18181818 29.81818182] ; [18.81818182 50.18181818],0
n6,1,0.009994,6.636032,[24 17] ; [56 13],[29.81818182 11.18181818] ; [50.18181818 18.81818182],0
r4,1,0.023016,5.167286,[23 18] ; [53 16],[28.32727273 12.67272727] ; [47.67272727 21.32727273],0
s1,1,0.025153,5.013351,[ 7 33] ; [ 3 64],[ 3.73831776 36.26168224] ; [ 6.26168224 60.73831776],0
s2,1,0.040038,4.216277,[ 9 32] ; [28 40],[13.91743119 27.08256881] ; [23.08256881 44.91743119],0
n2,1,0.059613,3.54812,[10 10] ; [15  4],[12.82051282  7.17948718] ; [12.17948718  6.82051282],0
a6,1,0.06815,3.327023,[17 24] ; [41 28],[21.61818182 19.38181818] ; [36.38181818 32.61818182],0
s7,1,0.070998,3.2598,[ 9 30] ; [27 40],[13.24528302 25.75471698] ; [22.75471698 44.24528302],0
v1,1,0.101883,2.67581,[10 31] ; [27 41],[13.91743119 27.08256881] ; [23.08256881 44.91743119],0
b5,1,0.123339,2.374399,[20 21] ; [44 25],[23.85454545 17.14545455] ; [40.14545455 28.85454545],0
r2,1,0.127945,2.31726,[31 10] ; [60  9],[33.91818182  7.08181818] ; [57.08181818 11.91818182],0
p6,1,0.133495,2.251388,[ 6 34] ; [19 50],[ 9.17431193 30.82568807] ; [15.82568807 53.17431193],0
p3,1,0.174847,1.840891,[10 30] ; [26 43],[13.21100917 26.78899083] ; [22.78899083 46.21100917],0
a7,1,0.190273,1.715504,[17 24] ; [37 31],[20.31192661 20.68807339] ; [33.68807339 34.31192661],0
d2,1,0.212114,1.55694,[14 27] ; [16 53],[11.18181818 29.81818182] ; [18.81818182 50.18181818],0
p7,1,0.23186,1.429412,[17 23] ; [37 31],[20. 20.] ; [34. 34.],0
n3,1,0.235461,1.407568,[11  7] ; [15  4],[12.64864865  5.35135135] ; [13.35135135  5.64864865],0
a2,1,0.236109,1.403676,[ 2 39] ; [ 8 61],[ 3.72727273 37.27272727] ; [ 6.27272727 62.72727273],0
p4,1,0.25037,1.321238,[15 26] ; [33 36],[17.89090909 23.10909091] ; [30.10909091 38.89090909],0
p12,1,0.285711,1.13972,[ 2 39] ; [ 1 68],[ 1.11818182 39.88181818] ; [ 1.88181818 67.11818182],0
r1,1,0.310924,1.026748,[24 17] ; [33 35],[21.44036697 19.55963303] ; [35.55963303 32.44036697],0
s5,1,0.313196,1.017151,[ 5 36] ; [13 53],[ 6.89719626 34.10280374] ; [11.10280374 54.89719626],0
p5,1,0.33641,0.924064,[ 2 38] ; [ 7 61],[ 3.33333333 36.66666667] ; [ 5.66666667 62.33333333],0
a5,1,0.346843,0.884975,[17 24] ; [35 34],[19.38181818 21.61818182] ; [32.61818182 36.38181818],0
d5,1,0.41306,0.669975,[16 25] ; [32 36],[18.05504587 22.94495413] ; [29.94495413 38.05504587],0
a8,1,0.415213,0.663823,[ 4 34] ; [10 51],[ 5.37373737 32.62626263] ; [ 8.62626263 52.37373737],0
p1,1,0.447277,0.577543,[ 5 36] ; [12 56],[ 6.39449541 34.60550459] ; [10.60550459 57.39449541],0
u3,1,0.451402,0.56713,[11 13] ; [13 23],[ 9.6 14.4] ; [14.4 21.6],0
