Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.7e-05,18.527441,[66 47] ; [12 41],[53.09638554 59.90361446] ; [24.90361446 28.09638554],1
p7,1,6.2e-05,16.053693,[63 47] ; [13 41],[50.97560976 59.02439024] ; [25.02439024 28.97560976],1
p9,1,0.00012,14.786278,[79 31] ; [22 32],[67.74390244 42.25609756] ; [33.25609756 20.74390244],1
r3,1,0.000188,13.950906,[105   6] ; [41 14],[97.62650602 13.37349398] ; [48.37349398  6.62650602],1
p10,1,0.00035,12.782282,[74 36] ; [20 33],[63.43558282 46.56441718] ; [30.56441718 22.43558282],1
p3,1,0.001733,9.813181,[53 60] ; [12 43],[43.7202381 69.2797619] ; [21.2797619 33.7202381],0
p8,1,0.004485,8.076058,[47 64] ; [11 44],[38.78313253 72.21686747] ; [19.21686747 35.78313253],0
r4,1,0.00472,7.983816,[104   9] ; [42 13],[98.20238095 14.79761905] ; [47.79761905  7.20238095],0
v4,1,0.008137,7.003143,[106   6] ; [45 10],[101.26946108  10.73053892] ; [49.73053892  5.26946108],0
s6,1,0.013091,6.156812,[84 27] ; [30 23],[77.15853659 33.84146341] ; [36.84146341 16.15853659],0
v1,1,0.014555,5.96949,[57 55] ; [17 38],[49.62874251 62.37125749] ; [24.37125749 30.62874251],0
p6,1,0.018383,5.559299,[42 68] ; [11 44],[35.33333333 74.66666667] ; [17.66666667 37.33333333],0
s3,1,0.0248,5.037824,[69 44] ; [23 31],[62.25149701 50.74850299] ; [29.74850299 24.25149701],0
s7,1,0.0275,4.859141,[59 45] ; [18 30],[52.68421053 51.31578947] ; [24.31578947 23.68421053],0
d3,1,0.037197,4.341391,[83 30] ; [31 23],[77.13772455 35.86227545] ; [36.86227545 17.13772455],0
s2,1,0.037229,4.339904,[64 48] ; [22 33],[57.67664671 54.32335329] ; [28.32335329 26.67664671],0
n6,1,0.043973,4.057607,[81 29] ; [32 23],[75.33333333 34.66666667] ; [37.66666667 17.33333333],0
s1,1,0.046085,3.978498,[  6 105] ; [ 8 47],[  9.36144578 101.63855422] ; [ 4.63855422 50.36144578],0
n4,1,0.069478,3.295313,[79 33] ; [31 24],[73.77245509 38.22754491] ; [36.22754491 18.77245509],0
a6,1,0.071029,3.259076,[75 38] ; [28 26],[69.69461078 43.30538922] ; [33.30538922 20.69461078],0
n5,1,0.128611,2.309196,[74 37] ; [30 25],[69.54216867 41.45783133] ; [34.45783133 20.54216867],0
s8,1,0.165091,1.926964,[50 62] ; [18 36],[45.87951807 66.12048193] ; [22.12048193 31.87951807],0
a7,1,0.217201,1.522767,[88 25] ; [38 17],[84.75 28.25] ; [41.25 13.75],0
r2,1,0.218072,1.517011,[108   5] ; [49  5],[106.23353293   6.76646707] ; [50.76646707  3.23353293],0
d5,1,0.252043,1.311944,[96 17] ; [42 12],[93.37724551 19.62275449] ; [44.62275449  9.37724551],0
b4,1,0.25435,1.299251,[70 43] ; [29 26],[66.58928571 46.41071429] ; [32.41071429 22.58928571],0
a1,1,0.286357,1.136669,[  4 109] ; [ 4 51],[  5.38095238 107.61904762] ; [ 2.61904762 52.38095238],0
n2,1,0.315317,1.008274,[28 10] ; [20 12],[26.05714286 11.94285714] ; [21.94285714 10.05714286],0
a8,1,0.341545,0.904622,[10 87] ; [ 8 43],[11.7972973 85.2027027] ; [ 6.2027027 44.7972973],0
d1,1,0.358998,0.841395,[68 45] ; [29 26],[65.24404762 47.75595238] ; [31.75595238 23.24404762],0
u1,1,0.362426,0.829469,[23 90] ; [ 8 47],[20.85119048 92.14880952] ; [10.14880952 44.85119048],0
d4,1,0.402664,0.700355,[95 17] ; [43 11],[93.10843373 18.89156627] ; [44.89156627  9.10843373],0
b2,1,0.417401,0.657622,[17 40] ; [ 7 25],[15.37078652 41.62921348] ; [ 8.62921348 23.37078652],0
b3,1,0.417401,0.657622,[17 40] ; [ 7 25],[15.37078652 41.62921348] ; [ 8.62921348 23.37078652],0
p5,1,0.43099,0.620154,[ 10 102] ; [ 3 52],[  8.71856287 103.28143713] ; [ 4.28143713 50.71856287],0
s5,1,0.433829,0.612552,[36 71] ; [14 37],[33.86075949 73.13924051] ; [16.13924051 34.86075949],0
v2,1,0.434406,0.611014,[56 50] ; [25 29],[53.6625 52.3375] ; [27.3375 26.6625],0
v3,1,0.493702,0.468449,[36 71] ; [20 31],[37.92405063 69.07594937] ; [18.07594937 32.92405063],0
b5,1,0.561894,0.336436,[73 40] ; [33 22],[71.29761905 41.70238095] ; [34.70238095 20.29761905],0
p1,1,0.588247,0.293089,[ 11 101] ; [ 4 51],[ 10.05988024 101.94011976] ; [ 4.94011976 50.05988024],0
u3,1,0.693768,0.155036,[19 12] ; [10  8],[18.34693878 12.65306122] ; [10.65306122  7.34693878],0
n1,1,0.740097,0.110041,[17 20] ; [13 18],[16.32352941 20.67647059] ; [13.67647059 17.32352941],0
a5,1,0.818443,0.052692,[78 35] ; [37 18],[77.35119048 35.64880952] ; [37.64880952 17.35119048],0
a3,1,0.830878,0.045615,[80 32] ; [37 16],[79.41818182 32.58181818] ; [37.58181818 15.41818182],0
u2,1,0.913298,0.011855,[15 16] ; [9 9],[15.18367347 15.81632653] ; [8.81632653 9.18367347],0
a2,1,0.920784,0.00989,[30 83] ; [15 40],[30.26785714 82.73214286] ; [14.73214286 40.26785714],0
s4,1,0.9356,0.006529,[23 89] ; [11 44],[22.80239521 89.19760479] ; [11.19760479 43.80239521],0
b1,1,0.959402,0.002591,[58 55] ; [28 27],[57.8452381 55.1547619] ; [28.1547619 26.8452381],0
n3,1,0.962035,0.002266,[26 12] ; [20  9],[26.08955224 11.91044776] ; [19.91044776  9.08955224],0
a4,1,0.965203,0.001903,[54 59] ; [26 28],[54.13173653 58.86826347] ; [25.86826347 28.13173653],0
d2,1,0.965203,0.001903,[59 54] ; [28 26],[58.86826347 54.13173653] ; [28.13173653 25.86826347],0
u4,1,0.982313,0.000491,[  2 111] ; [ 1 54],[  2.01785714 110.98214286] ; [ 0.98214286 54.01785714],0
