Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.015285,[54  9] ; [24 33],[40.95 22.05] ; [37.05 19.95],1
p6,1,1.9e-05,18.266721,[42 22] ; [16 43],[30.17886179 33.82113821] ; [27.82113821 31.17886179],1
p11,1,0.000613,11.737158,[57  8] ; [36 23],[48.75 16.25] ; [44.25 14.75],1
p3,1,0.001245,10.422605,[42 23] ; [21 38],[33.02419355 31.97580645] ; [29.97580645 29.02419355],0
r1,1,0.011107,6.448045,[57  8] ; [40 18],[51.2601626 13.7398374] ; [45.7398374 12.2601626],0
p2,1,0.011277,6.421121,[60  4] ; [46 13],[55.15447154  8.84552846] ; [50.84552846  8.15447154],0
p4,1,0.018475,5.550558,[48 17] ; [31 27],[41.74796748 23.25203252] ; [37.25203252 20.74796748],0
p5,1,0.032022,4.597324,[16 48] ; [ 6 53],[11.44715447 52.55284553] ; [10.55284553 48.44715447],0
p9,1,0.040258,4.20697,[59  5] ; [46 12],[55.08196721  8.91803279] ; [49.91803279  8.08196721],0
r4,1,0.045372,4.004768,[62  3] ; [50  9],[58.70967742  6.29032258] ; [53.29032258  5.70967742],0
p10,1,0.071568,3.246684,[58  6] ; [45 12],[54.47933884  9.52066116] ; [48.52066116  8.47933884],0
r3,1,0.084967,2.967236,[61  3] ; [51  8],[58.27642276  5.72357724] ; [53.72357724  5.27642276],0
a2,1,0.113756,2.501248,[11 54] ; [17 42],[14.67741935 50.32258065] ; [13.32258065 45.67741935],0
s6,1,0.129792,2.294996,[58  5] ; [49 10],[55.25409836  7.74590164] ; [51.74590164  7.25409836],0
v1,1,0.141847,2.15781,[35 29] ; [24 34],[30.95081967 33.04918033] ; [28.04918033 29.95081967],0
s8,1,0.14778,2.095014,[36 29] ; [25 34],[31.97580645 33.02419355] ; [29.02419355 29.97580645],0
b5,1,0.14778,2.095014,[29 36] ; [34 25],[33.02419355 31.97580645] ; [29.97580645 29.02419355],0
a5,1,0.182109,1.780326,[49 16] ; [38 21],[45.60483871 19.39516129] ; [41.39516129 17.60483871],0
a1,1,0.186096,1.748253,[ 6 59] ; [ 2 57],[ 4.19354839 60.80645161] ; [ 3.80645161 55.19354839],0
a8,1,0.241831,1.369888,[10 51] ; [ 5 50],[ 7.88793103 53.11206897] ; [ 7.11206897 47.88793103],0
d2,1,0.276711,1.183174,[30 35] ; [33 26],[33.02419355 31.97580645] ; [29.97580645 29.02419355],0
n1,1,0.287901,1.129412,[10  7] ; [6 9],[8.5 8.5] ; [7.5 7.5],0
v4,1,0.347196,0.883678,[62  2] ; [55  4],[60.87804878  3.12195122] ; [56.12195122  2.87804878],0
s1,1,0.366769,0.814582,[ 3 61] ; [ 5 52],[ 4.23140496 59.76859504] ; [ 3.76859504 53.23140496],0
u2,1,0.368209,0.809699,[10 11] ; [10  6],[11.35135135  9.64864865] ; [8.64864865 7.35135135],0
r2,1,0.382333,0.763188,[62  3] ; [54  5],[60.80645161  4.19354839] ; [55.19354839  3.80645161],0
a6,1,0.407608,0.685766,[36 29] ; [37 22],[38.26612903 26.73387097] ; [34.73387097 24.26612903],0
d1,1,0.410596,0.677075,[40 25] ; [32 27],[37.74193548 27.25806452] ; [34.25806452 24.74193548],0
b1,1,0.42018,0.649812,[30 35] ; [23 36],[27.78225806 37.21774194] ; [25.21774194 33.78225806],0
a3,1,0.432869,0.615113,[44 21] ; [43 15],[45.97560976 19.02439024] ; [41.02439024 16.97560976],0
d4,1,0.485519,0.486441,[56  8] ; [49 10],[54.63414634  9.36585366] ; [50.36585366  8.63414634],0
d5,1,0.499263,0.456503,[52 12] ; [45 14],[50.47154472 13.52845528] ; [46.52845528 12.47154472],0
n4,1,0.557441,0.344155,[49 16] ; [41 17],[47.56097561 17.43902439] ; [42.43902439 15.56097561],0
u1,1,0.631885,0.229513,[ 9 56] ; [10 49],[ 9.95967742 55.04032258] ; [ 9.04032258 49.95967742],0
s3,1,0.667129,0.184979,[46 17] ; [41 18],[44.92622951 18.07377049] ; [42.07377049 16.92622951],0
p1,1,0.683737,0.16595,[ 8 55] ; [ 9 50],[ 8.77868852 54.22131148] ; [ 8.22131148 50.77868852],0
n3,1,0.709749,0.138528,[11  5] ; [10  6],[10.5  5.5] ; [10.5  5.5],0
u3,1,0.742298,0.108117,[12  9] ; [10  6],[12.48648649  8.51351351] ; [9.51351351 6.48648649],0
s7,1,0.795237,0.067348,[37 26] ; [31 24],[36.30508475 26.69491525] ; [31.69491525 23.30508475],0
b3,1,0.800028,0.064167,[18 24] ; [14 21],[17.45454545 24.54545455] ; [14.54545455 20.45454545],0
b2,1,0.800028,0.064167,[18 24] ; [14 21],[17.45454545 24.54545455] ; [14.54545455 20.45454545],0
a7,1,0.813328,0.05576,[41 24] ; [36 23],[40.36290323 24.63709677] ; [36.63709677 22.36290323],0
n6,1,0.824083,0.049416,[56  9] ; [50  9],[55.56451613  9.43548387] ; [50.43548387  8.56451613],0
a4,1,0.857297,0.032334,[32 33] ; [30 29],[32.5 32.5] ; [29.5 29.5],0
p12,1,0.861215,0.030565,[ 6 58] ; [ 5 54],[ 5.72357724 58.27642276] ; [ 5.27642276 53.72357724],0
b4,1,0.893001,0.018092,[40 25] ; [37 22],[40.36290323 24.63709677] ; [36.63709677 22.36290323],0
s2,1,0.909619,0.012886,[44 20] ; [40 19],[43.70731707 20.29268293] ; [40.29268293 18.70731707],0
s4,1,0.923238,0.009284,[20 45] ; [18 39],[20.24590164 44.75409836] ; [17.75409836 39.24590164],0
n2,1,0.934568,0.00674,[14  3] ; [13  3],[13.90909091  3.09090909] ; [13.09090909  2.90909091],0
n5,1,0.942989,0.005114,[47 18] ; [43 16],[47.17741935 17.82258065] ; [42.82258065 16.17741935],0
d3,1,0.974907,0.000989,[45 20] ; [41 18],[45.08064516 19.91935484] ; [40.91935484 18.08064516],0
v3,1,0.990825,0.000132,[12 51] ; [11 47],[11.97520661 51.02479339] ; [11.02479339 46.97520661],0
