Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001009,10.811586,[16 55] ; [27 26],[24.62096774 46.37903226] ; [18.37903226 34.62096774],0
v1,1,0.003516,8.518108,[20 53] ; [29 26],[27.9453125 45.0546875] ; [21.0546875 33.9453125],0
p8,1,0.008191,6.99128,[17 56] ; [25 30],[23.953125 49.046875] ; [18.046875 36.953125],0
d4,1,0.009799,6.671039,[49 24] ; [47  7],[55.18110236 17.81889764] ; [40.81889764 13.18110236],0
d1,1,0.023083,5.162233,[29 44] ; [33 22],[35.359375 37.640625] ; [26.640625 28.359375],0
d3,1,0.083567,2.994123,[38 35] ; [37 18],[42.7734375 30.2265625] ; [32.2265625 22.7734375],0
p7,1,0.087937,2.91174,[27 45] ; [28 25],[31.68 40.32] ; [23.32 29.68],0
r3,1,0.090593,2.863803,[62 11] ; [51  3],[64.95275591  8.04724409] ; [48.04724409  5.95275591],0
p3,1,0.104044,2.642432,[19 53] ; [22 33],[23.24409449 48.75590551] ; [17.75590551 37.24409449],0
s4,1,0.115527,2.476933,[12 59] ; [ 4 50],[ 9.088 61.912] ; [ 6.912 47.088],0
s1,1,0.121209,2.40163,[ 8 64] ; [ 2 53],[ 5.66929134 66.33070866] ; [ 4.33070866 50.66929134],0
p4,1,0.128658,2.308627,[25 47] ; [26 28],[29.14285714 42.85714286] ; [21.85714286 32.14285714],0
s5,1,0.138028,2.199802,[11 61] ; [14 40],[14.28571429 57.71428571] ; [10.71428571 43.28571429],0
s8,1,0.184054,1.764583,[14 58] ; [16 38],[17.14285714 54.85714286] ; [12.85714286 41.14285714],0
b4,1,0.21221,1.556287,[44 29] ; [39 16],[47.3359375 25.6640625] ; [35.6640625 19.3359375],0
u3,1,0.238593,1.388889,[20 10] ; [10 10],[18. 12.] ; [12.  8.],0
s7,1,0.244156,1.356437,[19 48] ; [20 32],[21.95798319 45.04201681] ; [17.04201681 34.95798319],0
s3,1,0.26664,1.233952,[37 36] ; [22 32],[33.91338583 39.08661417] ; [25.08661417 28.91338583],0
p10,1,0.274953,1.191868,[17 54] ; [18 37],[19.72222222 51.27777778] ; [15.27777778 39.72222222],0
n2,1,0.284911,1.143516,[18 12] ; [10  3],[19.53488372 10.46511628] ; [8.46511628 4.53488372],0
a4,1,0.303248,1.059856,[30 42] ; [18 37],[27.21259843 44.78740157] ; [20.78740157 34.21259843],0
p6,1,0.352988,0.862685,[12 61] ; [12 40],[14.016 58.984] ; [ 9.984 42.016],0
a7,1,0.386436,0.750128,[46 27] ; [38 16],[48.28346457 24.71653543] ; [35.71653543 18.28346457],0
n5,1,0.393209,0.728994,[44 29] ; [29 26],[41.6328125 31.3671875] ; [31.3671875 23.6328125],0
b1,1,0.393209,0.728994,[44 29] ; [29 26],[41.6328125 31.3671875] ; [31.3671875 23.6328125],0
