Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,53.124637,[201  70] ; [43 78],[168.68367347 102.31632653] ; [75.31632653 45.68367347],1
a6,1,0.0,50.018548,[215  57] ; [52 69],[184.79389313  87.20610687] ; [82.20610687 38.79389313],1
a2,1,2e-06,22.311082,[ 72 200] ; [  7 114],[ 54.67684478 217.32315522] ; [24.32315522 96.67684478],1
r3,1,2.1e-05,18.102141,[254  17] ; [96 25],[241.96428571  29.03571429] ; [108.03571429  12.96428571],1
r4,1,2.1e-05,18.089153,[236  36] ; [83 38],[220.78371501  51.21628499] ; [98.21628499 22.78371501],1
d5,1,4.1e-05,16.829109,[228  44] ; [79 42],[212.4783715  59.5216285] ; [94.5216285 26.4783715],1
u1,1,0.000142,14.480008,[ 47 225] ; [  4 117],[ 35.29770992 236.70229008] ; [ 15.70229008 105.29770992],1
d4,1,0.001005,10.818338,[223  49] ; [81 40],[210.40203562  61.59796438] ; [93.59796438 27.40203562],0
p2,1,0.001296,10.348672,[218  53] ; [77 41],[205.51413882  65.48586118] ; [89.48586118 28.51413882],0
b5,1,0.001808,9.734419,[178  94] ; [59 62],[164.03053435 107.96946565] ; [72.96946565 48.03053435],0
r1,1,0.002503,9.138432,[210  61] ; [76 45],[197.71938776  73.28061224] ; [88.28061224 32.71938776],0
p10,1,0.005752,7.626436,[202  65] ; [73 45],[190.71428571  76.28571429] ; [84.28571429 33.71428571],0
b1,1,0.007321,7.192532,[ 98 174] ; [61 60],[110.04580153 161.95419847] ; [48.95419847 72.04580153],0
d1,1,0.007678,7.107014,[152 120] ; [50 71],[139.80661578 132.19338422] ; [62.19338422 58.80661578],0
p3,1,0.009559,6.715354,[127 144] ; [39 80],[115.34871795 155.65128205] ; [50.65128205 68.34871795],0
r2,1,0.011706,6.354832,[246  24] ; [97 21],[238.68556701  31.31443299] ; [104.31443299  13.68556701],0
p8,1,0.011748,6.348442,[137 128] ; [45 74],[125.59895833 139.40104167] ; [56.40104167 62.59895833],0
u3,1,0.023702,5.116272,[49 37] ; [18 31],[42.68148148 43.31851852] ; [24.31851852 24.68148148],0
p7,1,0.026083,4.950489,[156 111] ; [55 64],[145.9507772 121.0492228] ; [65.0492228 53.9507772],0
v4,1,0.028513,4.796807,[251  21] ; [103  18],[245.00763359  26.99236641] ; [108.99236641  12.00763359],0
p4,1,0.03516,4.437378,[147 123] ; [51 68],[137.42930591 132.57069409] ; [60.57069409 58.42930591],0
s1,1,0.044798,4.026245,[  4 265] ; [  6 115],[  6.8974359 262.1025641] ; [  3.1025641 117.8974359],0
a5,1,0.04675,3.954357,[198  74] ; [76 45],[189.63867684  82.36132316] ; [84.36132316 36.63867684],0
a8,1,0.081242,3.039879,[ 35 206] ; [  9 104],[ 29.95480226 211.04519774] ; [14.04519774 98.95480226],0
a3,1,0.082542,3.014118,[185  85] ; [72 49],[177.46803069  92.53196931] ; [79.53196931 41.46803069],0
p9,1,0.088202,2.906893,[208  58] ; [82 35],[201.40992167  64.59007833] ; [88.59007833 28.40992167],0
n5,1,0.091595,2.846115,[177  92] ; [90 31],[184.16153846  84.83846154] ; [82.83846154 38.16153846],0
v2,1,0.167721,1.903196,[146 117] ; [56 61],[139.80526316 123.19473684] ; [62.19473684 54.80526316],0
a4,1,0.210548,1.567657,[120 151] ; [45 75],[114.36061381 156.63938619] ; [50.63938619 69.36061381],0
u2,1,0.215272,1.535613,[49 37] ; [22 26],[45.56716418 40.43283582] ; [25.43283582 22.56716418],0
p11,1,0.217384,1.521559,[205  67] ; [84 37],[200.02035623  71.97964377] ; [88.97964377 32.02035623],0
v1,1,0.238214,1.39113,[135 134] ; [52 67],[129.64690722 139.35309278] ; [57.35309278 61.64690722],0
p6,1,0.238434,1.389829,[ 82 185] ; [29 88],[ 77.1796875 189.8203125] ; [33.8203125 83.1796875],0
b3,1,0.255773,1.291492,[ 53 101] ; [32 44],[56.91304348 97.08695652] ; [28.08695652 47.91304348],0
