Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3e-06,21.844247,[20 47] ; [85 46],[35.53030303 31.46969697] ; [69.46969697 61.53030303],1
d3,1,5.9e-05,16.134509,[25 42] ; [88 43],[38.23737374 28.76262626] ; [74.76262626 56.23737374],1
d4,1,0.00027,13.269478,[34 33] ; [100  31],[45.34343434 21.65656566] ; [88.65656566 42.34343434],1
r3,1,0.001058,10.722927,[60  7] ; [130   1],[64.29292929  2.70707071] ; [125.70707071   5.29292929],0
p2,1,0.001859,9.683711,[43 23] ; [110  20],[51.52040816 14.47959184] ; [101.47959184  28.52040816],0
b1,1,0.004478,8.078952,[29 38] ; [ 31 100],[20.3030303 46.6969697] ; [39.6969697 91.3030303],0
d5,1,0.007007,7.271237,[34 33] ; [92 39],[42.63636364 24.36363636] ; [83.36363636 47.63636364],0
d2,1,0.012636,6.219332,[21 46] ; [ 21 110],[14.21212121 52.78787879] ; [ 27.78787879 103.21212121],0
d1,1,0.012925,6.179403,[13 54] ; [48 83],[20.64141414 46.35858586] ; [40.35858586 90.64141414],0
n3,1,0.015537,5.854545,[14  9] ; [21  2],[17.5  5.5] ; [17.5  5.5],0
p10,1,0.023655,5.119761,[44 22] ; [104  24],[50.35051546 15.64948454] ; [97.64948454 30.35051546],0
v3,1,0.026833,4.901497,[14 51] ; [47 79],[20.7591623 44.2408377] ; [40.2408377 85.7591623],0
r4,1,0.034838,4.453085,[51 16] ; [115  16],[56.17171717 10.82828283] ; [109.82828283  21.17171717],0
p3,1,0.043582,4.072684,[18 48] ; [55 76],[24.45685279 41.54314721] ; [48.54314721 82.45685279],0
n6,1,0.079468,3.075742,[49 17] ; [110  20],[53.54081633 12.45918367] ; [105.45918367  24.54081633],0
v4,1,0.111214,2.536884,[59  7] ; [124   6],[61.62244898  4.37755102] ; [121.37755102   8.62244898],0
r1,1,0.123193,2.376249,[39 28] ; [90 40],[43.87309645 23.12690355] ; [85.12690355 44.87309645],0
p9,1,0.179598,1.80095,[50 16] ; [108  21],[53.47692308 12.52307692] ; [104.52307692  24.47692308],0
r2,1,0.183781,1.766779,[57  9] ; [120  10],[59.60204082  6.39795918] ; [117.39795918  12.60204082],0
a8,1,0.189738,1.719653,[ 6 58] ; [ 20 102],[ 8.94623656 55.05376344] ; [ 17.05376344 104.94623656],0
b5,1,0.194738,1.681402,[35 32] ; [81 50],[39.25252525 27.74747475] ; [76.74747475 54.25252525],0
s5,1,0.234072,1.415942,[19 44] ; [28 98],[15.66666667 47.33333333] ; [31.33333333 94.66666667],0
v2,1,0.250214,1.322108,[26 35] ; [65 61],[29.68449198 31.31550802] ; [61.31550802 64.68449198],0
a4,1,0.305711,1.049116,[17 50] ; [ 25 106],[14.21212121 52.78787879] ; [ 27.78787879 103.21212121],0
a3,1,0.342226,0.902073,[30 37] ; [68 63],[33.16161616 33.83838384] ; [64.83838384 66.16161616],0
u1,1,0.366663,0.814942,[ 1 66] ; [  5 126],[ 2.03030303 64.96969697] ; [  3.96969697 127.03030303],0
s4,1,0.379081,0.773679,[15 52] ; [ 22 106],[12.71282051 54.28717949] ; [ 24.28717949 103.71282051],0
v1,1,0.386528,0.749838,[32 35] ; [52 74],[29.16062176 37.83937824] ; [54.83937824 71.16062176],0
b2,1,0.418148,0.655515,[ 9 32] ; [20 49],[10.80909091 30.19090909] ; [18.19090909 50.80909091],0
b3,1,0.418148,0.655515,[ 9 32] ; [20 49],[10.80909091 30.19090909] ; [18.19090909 50.80909091],0
b4,1,0.428662,0.626445,[37 30] ; [80 51],[39.59090909 27.40909091] ; [77.40909091 53.59090909],0
s3,1,0.442158,0.590677,[33 32] ; [73 56],[35.51546392 29.48453608] ; [70.48453608 58.51546392],0
s7,1,0.450514,0.569359,[21 45] ; [47 79],[23.375 42.625] ; [44.625 81.375],0
s8,1,0.454737,0.558818,[19 48] ; [44 87],[21.31818182 45.68181818] ; [41.68181818 89.31818182],0
a1,1,0.490105,0.476296,[ 2 65] ; [  2 129],[ 1.35353535 65.64646465] ; [  2.64646465 128.35353535],0
u3,1,0.504044,0.446412,[18 19] ; [35 28],[19.61 17.39] ; [33.39 29.61],0
p8,1,0.514314,0.425281,[30 36] ; [65 64],[32.15384615 33.84615385] ; [62.84615385 66.15384615],0
s2,1,0.551062,0.355418,[26 40] ; [57 73],[27.94897959 38.05102041] ; [55.05102041 74.94897959],0
n1,1,0.551944,0.353846,[11 12] ; [ 9 14],[10. 13.] ; [10. 13.],0
p7,1,0.55322,0.35158,[39 25] ; [81 43],[40.85106383 23.14893617] ; [79.14893617 44.85106383],0
p5,1,0.58886,0.292128,[ 5 60] ; [ 13 116],[ 6.03092784 58.96907216] ; [ 11.96907216 117.03092784],0
p1,1,0.621162,0.244238,[ 6 61] ; [  9 120],[ 5.12755102 61.87244898] ; [  9.87244898 119.12755102],0
u4,1,0.627316,0.235718,[ 1 66] ; [  1 130],[ 0.67676768 66.32323232] ; [  1.32323232 129.67676768],0
n2,1,0.665908,0.186426,[18  5] ; [16  6],[17.37777778  5.62222222] ; [16.62222222  5.37777778],0
p6,1,0.693083,0.155768,[23 41] ; [42 85],[21.78010471 42.21989529] ; [43.21989529 83.78010471],0
n4,1,0.700137,0.148329,[43 24] ; [87 43],[44.21319797 22.78680203] ; [85.78680203 44.21319797],0
s1,1,0.798498,0.065174,[ 3 62] ; [  5 125],[ 2.66666667 62.33333333] ; [  5.33333333 124.66666667],0
p12,1,0.845921,0.037762,[ 4 62] ; [  7 123],[ 3.70408163 62.29591837] ; [  7.29591837 122.70408163],0
u2,1,0.846927,0.037265,[21 16] ; [37 26],[21.46 15.54] ; [36.54 26.46],0
s6,1,0.951737,0.003663,[38 27] ; [76 53],[38.19587629 26.80412371] ; [75.80412371 53.19587629],0
p4,1,1.0,0.0,[31 34] ; [62 68],[31. 34.] ; [62. 68.],0
