Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.8e-05,16.514781,[105  51] ; [45 62],[88.97338403 67.02661597] ; [61.02661597 45.97338403],1
v2,1,0.000172,14.114529,[105  48] ; [48 58],[90.38223938 62.61776062] ; [62.61776062 43.38223938],1
s2,1,0.000237,13.516291,[126  30] ; [65 43],[112.86363636  43.13636364] ; [78.13636364 29.86363636],1
d1,1,0.000602,11.771188,[115  42] ; [57 51],[101.90188679  55.09811321] ; [70.09811321 37.90188679],1
n5,1,0.000714,11.452487,[140  17] ; [79 29],[129.74716981  27.25283019] ; [89.25283019 18.74716981],1
d5,1,0.000779,11.290763,[141  15] ; [81 27],[131.18181818  24.81818182] ; [90.81818182 17.18181818],1
a3,1,0.001097,10.656338,[132  24] ; [73 35],[121.13636364  34.86363636] ; [83.86363636 24.13636364],0
v3,1,0.001103,10.645593,[84 72] ; [35 70],[71.12643678 84.87356322] ; [47.87356322 57.12643678],0
p10,1,0.001774,9.769876,[147   9] ; [87 19],[139.32824427  16.67175573] ; [94.67175573 11.32824427],0
d4,1,0.002284,9.306345,[143  13] ; [84 23],[134.64638783  21.35361217] ; [92.35361217 14.64638783],0
p8,1,0.002461,9.169522,[105  50] ; [52 54],[93.23754789 61.76245211] ; [63.76245211 42.23754789],0
p7,1,0.009235,6.776897,[121  32] ; [67 37],[111.92217899  41.07782101] ; [76.07782101 27.92217899],0
a5,1,0.009713,6.686762,[136  21] ; [80 28],[127.96981132  29.03018868] ; [88.03018868 19.96981132],0
p9,1,0.009981,6.638298,[147   9] ; [88 16],[141.  15.] ; [94. 10.],0
n4,1,0.010434,6.559332,[135  21] ; [80 28],[127.04545455  28.95454545] ; [87.95454545 20.04545455],0
s3,1,0.012082,6.298767,[114  39] ; [64 43],[104.74615385  48.25384615] ; [73.25384615 33.74615385],0
p4,1,0.012652,6.21719,[116  40] ; [64 43],[106.76806084  49.23193916] ; [73.23193916 33.76806084],0
p6,1,0.01667,5.730802,[83 71] ; [42 66],[73.47328244 80.52671756] ; [51.52671756 56.47328244],0
v4,1,0.0448,4.026165,[154   2] ; [101   6],[151.25475285   4.74524715] ; [103.74524715   3.25475285],0
d3,1,0.052108,3.772302,[119  38] ; [70 38],[111.97358491  45.02641509] ; [77.02641509 30.97358491],0
p5,1,0.058756,3.572162,[ 42 115] ; [18 89],[ 35.68181818 121.31818182] ; [24.31818182 82.68181818],0
p3,1,0.068899,3.309065,[99 58] ; [56 52],[91.83018868 65.16981132] ; [63.16981132 44.83018868],0
p11,1,0.072404,3.227651,[133  24] ; [82 26],[127.37735849  29.62264151] ; [87.62264151 20.37735849],0
b5,1,0.09602,2.770441,[89 68] ; [50 58],[82.3509434 74.6490566] ; [56.6490566 51.3509434],0
a4,1,0.09602,2.770441,[89 68] ; [50 58],[82.3509434 74.6490566] ; [56.6490566 51.3509434],0
r1,1,0.105521,2.620055,[137  19] ; [87 21],[132.36363636  23.63636364] ; [91.63636364 16.36363636],0
n2,1,0.125498,2.347328,[25  3] ; [19  7],[22.81481481  5.18518519] ; [21.18518519  4.81481481],0
p2,1,0.138489,2.194667,[138  19] ; [87 20],[133.80681818  23.19318182] ; [91.19318182 15.80681818],0
a2,1,0.150586,2.066305,[ 49 108] ; [25 83],[ 43.84150943 113.15849057] ; [30.15849057 77.84150943],0
r3,1,0.192456,1.698712,[152   5] ; [99  7],[149.8365019   7.1634981] ; [101.1634981   4.8365019],0
r4,1,0.204691,1.608586,[152   5] ; [101   7],[149.89056604   7.10943396] ; [103.10943396   4.89056604],0
u1,1,0.207555,1.5884,[ 41 116] ; [21 87],[ 36.73207547 120.26792453] ; [25.26792453 82.73207547],0
s1,1,0.222138,1.490506,[  5 148] ; [  7 101],[  7.03448276 145.96551724] ; [  4.96551724 103.03448276],0
a8,1,0.300454,1.072176,[ 22 123] ; [10 85],[ 19.33333333 125.66666667] ; [12.66666667 82.33333333],0
s4,1,0.307683,1.040595,[ 35 119] ; [30 76],[ 38.5 115.5] ; [26.5 79.5],0
u4,1,0.340335,0.909169,[  4 153] ; [  1 107],[  2.96226415 154.03773585] ; [  2.03773585 105.96226415],0
d2,1,0.34214,0.902396,[88 68] ; [54 53],[84.22813688 71.77186312] ; [57.77186312 49.22813688],0
r2,1,0.363182,0.826859,[152   4] ; [103   5],[150.68181818   5.31818182] ; [104.31818182   3.68181818],0
p12,1,0.367985,0.810456,[ 22 135] ; [11 96],[ 19.625 137.375] ; [13.375 93.625],0
u3,1,0.393788,0.727212,[17  8] ; [20 15],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
b2,1,0.402927,0.699573,[43 53] ; [24 39],[40.45283019 55.54716981] ; [26.54716981 36.45283019],0
b3,1,0.402927,0.699573,[43 53] ; [24 39],[40.45283019 55.54716981] ; [26.54716981 36.45283019],0
n3,1,0.469066,0.524176,[20  8] ; [20  5],[21.13207547  6.86792453] ; [18.86792453  6.13207547],0
n1,1,0.486543,0.484162,[15 13] ; [11 14],[13.73584906 14.26415094] ; [12.26415094 12.73584906],0
a7,1,0.587592,0.29412,[112  45] ; [73 34],[110.01893939  46.98106061] ; [74.98106061 32.01893939],0
s7,1,0.629791,0.232344,[100  50] ; [65 37],[98.21428571 51.78571429] ; [66.78571429 35.21428571],0
s6,1,0.664631,0.187947,[138  18] ; [91 14],[136.87356322  19.12643678] ; [92.12643678 12.87356322],0
p1,1,0.682164,0.1677,[ 22 135] ; [13 93],[ 20.89353612 136.10646388] ; [14.10646388 91.89353612],0
b1,1,0.748083,0.103149,[58 99] ; [42 66],[59.24528302 97.75471698] ; [40.75471698 67.24528302],0
a1,1,0.801397,0.063272,[  9 148] ; [  7 101],[  9.47924528 147.52075472] ; [  6.52075472 101.47924528],0
u2,1,0.815729,0.054308,[11 14] ; [16 18],[11.44067797 13.55932203] ; [15.55932203 18.44067797],0
a6,1,0.821788,0.050736,[99 57] ; [70 38],[99.86363636 56.13636364] ; [69.13636364 38.86363636],0
b4,1,0.949559,0.004002,[98 59] ; [67 41],[97.75471698 59.24528302] ; [67.24528302 40.75471698],0
