Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,84.871721,[286  52] ; [12 36],[260.94300518  77.05699482] ; [37.05699482 10.94300518],1
r3,1,0.0,71.912221,[310  27] ; [22 25],[291.36458333  45.63541667] ; [40.63541667  6.36458333],1
p2,1,0.0,49.637004,[268  67] ; [15 32],[248.18062827  86.81937173] ; [34.81937173 12.18062827],1
n6,1,0.0,42.399482,[271  67] ; [17 30],[252.84155844  85.15844156] ; [35.15844156 11.84155844],1
r2,1,0.0,38.766941,[308  27] ; [27 18],[295.32894737  39.67105263] ; [39.67105263  5.32894737],1
p11,1,0.0,28.035447,[253  85] ; [18 30],[237.30051813 100.69948187] ; [33.69948187 14.30051813],1
p10,1,0.0,27.532366,[234  97] ; [15 32],[218.03968254 112.96031746] ; [30.96031746 16.03968254],1
r1,1,0.0,27.411847,[246  91] ; [17 31],[230.21038961 106.78961039] ; [32.78961039 15.21038961],1
p9,1,2e-06,22.755505,[250  82] ; [19 27],[236.26455026  95.73544974] ; [32.73544974 13.26455026],1
p8,1,5e-06,20.991895,[160 172] ; [ 6 41],[145.41424802 186.58575198] ; [20.58575198 26.41424802],1
p7,1,0.000237,13.510621,[183 147] ; [13 35],[171.11111111 158.88888889] ; [24.88888889 23.11111111],1
a6,1,0.000677,11.550367,[238 100] ; [22 26],[227.66839378 110.33160622] ; [32.33160622 15.66839378],1
u3,1,0.000743,11.378038,[63 62] ; [ 2 18],[56.03448276 68.96551724] ; [ 8.96551724 11.03448276],1
p3,1,0.002197,9.377499,[140 195] ; [ 9 39],[130.32637076 204.67362924] ; [18.67362924 29.32637076],0
v2,1,0.002506,9.136202,[166 158] ; [13 34],[156.32345013 167.67654987] ; [22.67654987 24.32345013],0
v3,1,0.00273,8.979768,[104 222] ; [ 5 42],[ 95.26541555 230.73458445] ; [13.73458445 33.26541555],0
u2,1,0.002861,8.894022,[63 61] ; [ 3 17],[56.83333333 67.16666667] ; [ 9.16666667 10.83333333],0
a7,1,0.003067,8.767071,[234 103] ; [23 25],[224.95844156 112.04155844] ; [32.04155844 15.95844156],0
b1,1,0.003098,8.749015,[122 216] ; [28 20],[131.34715026 206.65284974] ; [18.65284974 29.34715026],0
a1,1,0.003486,8.533685,[ 11 327] ; [ 6 42],[ 14.88601036 323.11398964] ; [ 2.11398964 45.88601036],0
p4,1,0.004789,7.957279,[162 170] ; [13 35],[152.89473684 179.10526316] ; [22.10526316 25.89473684],0
s6,1,0.008423,6.941248,[127 205] ; [ 9 39],[118.82105263 213.17894737] ; [17.17894737 30.82105263],0
v1,1,0.012024,6.307353,[149 183] ; [12 35],[141.03430079 190.96569921] ; [19.96569921 27.03430079],0
n3,1,0.014133,6.021408,[66 22] ; [10 11],[61.35779817 26.64220183] ; [14.64220183  6.35779817],0
p6,1,0.014542,5.971185,[ 82 248] ; [ 4 42],[ 75.4787234 254.5212766] ; [10.5212766 35.4787234],0
d3,1,0.014832,5.936306,[216 121] ; [22 26],[208.32727273 128.67272727] ; [29.67272727 18.32727273],0
d5,1,0.018141,5.582449,[258  80] ; [29 19],[251.31088083  86.68911917] ; [35.68911917 12.31088083],0
n2,1,0.039748,4.228597,[62 28] ; [10 12],[57.85714286 32.14285714] ; [14.14285714  7.85714286],0
p1,1,0.076717,3.133118,[ 24 312] ; [ 7 41],[ 27.125 308.875] ; [ 3.875 44.125],0
s1,1,0.090923,2.85796,[  7 328] ; [ 3 45],[  8.74673629 326.25326371] ; [ 1.25326371 46.74673629],0
b5,1,0.137054,2.210728,[207 131] ; [24 24],[202.2746114 135.7253886] ; [28.7253886 19.2746114],0
d2,1,0.179198,1.804261,[130 206] ; [23 24],[134.22454308 201.77545692] ; [18.77545692 28.22454308],0
u1,1,0.188956,1.725737,[ 34 304] ; [ 2 46],[ 31.52331606 306.47668394] ; [ 4.47668394 43.52331606],0
n5,1,0.195309,1.677108,[227 108] ; [28 20],[223.04177546 111.95822454] ; [31.95822454 16.04177546],0
d4,1,0.25107,1.317338,[251  86] ; [32 16],[247.71688312  89.28311688] ; [35.28311688 12.71688312],0
a5,1,0.266828,1.232981,[218 120] ; [27 21],[214.53367876 123.46632124] ; [30.46632124 17.53367876],0
u4,1,0.270805,1.212663,[  2 336] ; [ 1 47],[  2.62694301 335.37305699] ; [ 0.37305699 47.62694301],0
d1,1,0.295498,1.0944,[161 177] ; [19 29],[157.61658031 180.38341969] ; [22.38341969 25.61658031],0
n1,1,0.304138,1.05596,[30 59] ; [10 12],[32.07207207 56.92792793] ; [ 7.92792793 14.07207207],0
a8,1,0.317242,1.000284,[ 26 280] ; [ 6 40],[ 27.81818182 278.18181818] ; [ 4.18181818 41.81818182],0
a2,1,0.365842,0.817739,[ 60 278] ; [ 6 42],[ 57.79274611 280.20725389] ; [ 8.20725389 39.79274611],0
n4,1,0.377919,0.77746,[232 105] ; [30 18],[229.33506494 107.66493506] ; [32.66493506 15.33506494],0
b3,1,0.481249,0.496032,[ 58 123] ; [13 21],[ 59.77209302 121.22790698] ; [11.22790698 22.77209302],0
b2,1,0.481249,0.496032,[ 58 123] ; [13 21],[ 59.77209302 121.22790698] ; [11.22790698 22.77209302],0
b4,1,0.502574,0.449497,[194 144] ; [30 18],[196.14507772 141.85492228] ; [27.85492228 20.14507772],0
s4,1,0.527486,0.399232,[ 32 302] ; [ 6 42],[ 33.22513089 300.77486911] ; [ 4.77486911 43.22513089],0
a3,1,0.622192,0.242799,[212 123] ; [28 19],[210.47120419 124.52879581] ; [29.52879581 17.47120419],0
s7,1,0.643914,0.213659,[ 47 271] ; [ 8 38],[ 48.04945055 269.95054945] ; [ 6.95054945 39.04945055],0
p12,1,0.65096,0.204692,[ 11 322] ; [ 1 47],[ 10.48818898 322.51181102] ; [ 1.51181102 46.48818898],0
p5,1,0.735818,0.113837,[ 24 312] ; [ 4 43],[ 24.56396867 311.43603133] ; [ 3.43603133 43.56396867],0
s3,1,0.891788,0.018508,[ 68 265] ; [10 37],[ 68.35263158 264.64736842] ; [ 9.64736842 37.35263158],0
a4,1,0.927565,0.008264,[131 205] ; [18 29],[130.7154047 205.2845953] ; [18.2845953 28.7154047],0
s5,1,0.93355,0.006952,[ 51 281] ; [ 7 40],[ 50.80738786 281.19261214] ; [ 7.19261214 39.80738786],0
