Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.734065,[209  32] ; [21 18],[197.96428571  43.03571429] ; [32.03571429  6.96428571],1
p1,1,0.5025,0.449652,[ 20 223] ; [ 2 37],[ 18.95744681 224.04255319] ; [ 3.04255319 35.95744681],0
u1,1,0.53196,0.390646,[ 40 203] ; [ 8 31],[ 41.36170213 201.63829787] ; [ 6.63829787 32.36170213],0
p5,1,0.645459,0.211673,[ 27 215] ; [ 3 32],[ 26.20938628 215.79061372] ; [ 3.79061372 31.20938628],0
u3,1,0.684462,0.165146,[42 26] ; [9 7],[41.28571429 26.71428571] ; [9.71428571 6.28571429],0
s3,1,0.716054,0.132305,[135 102] ; [21 18],[133.95652174 103.04347826] ; [22.04347826 16.95652174],0
s2,1,0.781453,0.076965,[120 119] ; [20 18],[120.79422383 118.20577617] ; [19.20577617 18.79422383],0
n2,1,0.790388,0.070653,[33 11] ; [10  4],[32.62068966 11.37931034] ; [10.37931034  3.62068966],0
a5,1,0.810148,0.057713,[185  58] ; [29 10],[184.40425532  58.59574468] ; [29.59574468  9.40425532],0
u2,1,0.821636,0.050824,[39 30] ; [8 7],[38.60714286 30.39285714] ; [8.39285714 6.60714286],0
u4,1,0.838768,0.0414,[  5 238] ; [ 1 38],[  5.17021277 237.82978723] ; [ 0.82978723 38.17021277],0
n1,1,0.847717,0.036876,[16 29] ; [5 8],[16.29310345 28.70689655] ; [4.70689655 8.29310345],0
b5,1,0.86303,0.029763,[146  97] ; [24 15],[146.4893617  96.5106383] ; [23.5106383 15.4893617],0
b2,1,0.86583,0.028547,[ 47 108] ; [ 8 17],[ 47.36111111 107.63888889] ; [ 7.63888889 17.36111111],0
b3,1,0.86583,0.028547,[ 47 108] ; [ 8 17],[ 47.36111111 107.63888889] ; [ 7.63888889 17.36111111],0
p12,1,0.873945,0.02517,[ 14 229] ; [ 2 37],[ 13.78723404 229.21276596] ; [ 2.21276596 36.78723404],0
n3,1,0.888656,0.019601,[33 12] ; [10  4],[32.79661017 12.20338983] ; [10.20338983  3.79661017],0
a4,1,0.933487,0.006965,[101 141] ; [16 23],[100.76156584 141.23843416] ; [16.23843416 22.76156584],0
d2,1,0.976571,0.000863,[119 124] ; [19 20],[118.91489362 124.08510638] ; [19.08510638 19.91489362],0
