Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.734065,[209  32] ; [21 18],[197.96428571  43.03571429] ; [32.03571429  6.96428571],1
s1,1,0.000244,13.454944,[  6 233] ; [ 6 33],[ 10.31654676 228.68345324] ; [ 1.68345324 37.31654676],1
p8,1,0.000459,12.274015,[137 104] ; [10 28],[126.97849462 114.02150538] ; [20.02150538 17.97849462],1
p10,1,0.000834,11.163386,[202  38] ; [24 15],[194.40860215  45.59139785] ; [31.59139785  7.40860215],1
p11,1,0.001982,9.56571,[197  46] ; [23 16],[189.57446809  53.42553191] ; [30.42553191  8.57446809],0
v4,1,0.002721,8.986022,[232   9] ; [33  6],[228.08928571  12.91071429] ; [36.91071429  2.08928571],0
p7,1,0.002883,8.880031,[154  88] ; [15 24],[145.54448399  96.45551601] ; [23.45551601 15.54448399],0
d3,1,0.009257,6.772507,[175  68] ; [20 19],[168.03191489  74.96808511] ; [26.96808511 12.03191489],0
n4,1,0.01002,6.631256,[189  53] ; [23 16],[182.57651246  59.42348754] ; [29.42348754  9.57651246],0
a1,1,0.014648,5.958296,[  6 237] ; [ 4 35],[  8.61702128 234.38297872] ; [ 1.38297872 37.61702128],0
n5,1,0.020971,5.32921,[190  52] ; [24 15],[184.29893238  57.70106762] ; [29.70106762  9.29893238],0
r2,1,0.03323,4.533866,[223  18] ; [32  7],[219.48214286  21.51785714] ; [35.51785714  3.48214286],0
s7,1,0.036004,4.396935,[116 114] ; [11 24],[110.22641509 119.77358491] ; [16.77358491 18.22641509],0
a7,1,0.03828,4.292518,[182  61] ; [23 16],[176.64893617  66.35106383] ; [28.35106383 10.64893617],0
r4,1,0.051891,3.779282,[219  24] ; [31  8],[215.42553191  27.57446809] ; [34.57446809  4.42553191],0
d4,1,0.055776,3.658746,[200  43] ; [27 12],[195.60638298  47.39361702] ; [31.39361702  7.60638298],0
v1,1,0.062636,3.466188,[131 105] ; [14 22],[125.80882353 110.19117647] ; [19.19117647 16.80882353],0
v2,1,0.068432,3.320226,[135  98] ; [16 22],[129.82656827 103.17343173] ; [21.17343173 16.82656827],0
d5,1,0.076917,3.128862,[203  40] ; [28 11],[199.05319149  43.94680851] ; [31.94680851  7.05319149],0
d1,1,0.082237,3.020136,[148  95] ; [18 21],[143.04255319  99.95744681] ; [22.95744681 16.04255319],0
r1,1,0.084232,2.981299,[195  45] ; [27 12],[190.96774194  49.03225806] ; [31.03225806  7.96774194],0
a6,1,0.08702,2.92865,[176  67] ; [23 16],[171.4787234  71.5212766] ; [27.5212766 11.4787234],0
a3,1,0.123907,2.367232,[173  70] ; [23 16],[168.89361702  74.10638298] ; [27.10638298 11.89361702],0
s6,1,0.173089,1.855988,[165  74] ; [22 16],[161.3465704  77.6534296] ; [25.6534296 12.3465704],0
r3,1,0.182644,1.775978,[231  12] ; [35  4],[229.21276596  13.78723404] ; [36.78723404  2.21276596],0
a8,1,0.210687,1.566697,[ 27 189] ; [ 2 35],[ 24.75889328 191.24110672] ; [ 4.24110672 32.75889328],0
a2,1,0.220794,1.499202,[ 59 184] ; [ 6 33],[ 56.0106383 186.9893617] ; [ 8.9893617 30.0106383],0
n6,1,0.220987,1.49795,[204  38] ; [29  9],[201.37857143  40.62142857] ; [31.62142857  6.37857143],0
b4,1,0.23351,1.419353,[137 106] ; [18 21],[133.56382979 109.43617021] ; [21.43617021 17.56382979],0
b1,1,0.254985,1.295782,[ 89 154] ; [18 21],[ 92.20212766 150.79787234] ; [14.79787234 24.20212766],0
p3,1,0.309166,1.034233,[151  91] ; [21 18],[148.12811388  93.87188612] ; [23.87188612 15.12811388],0
s4,1,0.3424,0.901426,[ 31 212] ; [ 7 31],[ 32.86120996 210.13879004] ; [ 5.13879004 32.86120996],0
v3,1,0.349641,0.874758,[ 96 135] ; [12 24],[ 93.43820225 137.56179775] ; [14.56179775 21.43820225],0
s8,1,0.421604,0.64584,[103 138] ; [14 25],[100.70357143 140.29642857] ; [16.29642857 22.70357143],0
s5,1,0.458453,0.549668,[ 74 164] ; [ 9 27],[ 72.09489051 165.90510949] ; [10.90510949 25.09489051],0
