Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1.7e-05,18.460472,[3 4] ; [96  7],[6.3 0.7] ; [92.7 10.3],1
n4,1,5.2e-05,16.362552,[1 6] ; [85 20],[5.375 1.625] ; [80.625 24.375],1
v4,1,0.000465,12.251133,[4 3] ; [99  6],[6.4375 0.5625] ; [96.5625  8.4375],1
b1,1,0.003511,8.520969,[6 1] ; [33 72],[2.4375 4.5625] ; [36.5625 68.4375],0
n6,1,0.01897,5.504258,[4 3] ; [92 12],[6.05405405 0.94594595] ; [89.94594595 14.05405405],0
r1,1,0.0281,4.821944,[3 4] ; [83 22],[5.375 1.625] ; [80.625 24.375],0
p9,1,0.028118,4.820838,[4 3] ; [90 13],[5.98181818 1.01818182] ; [88.01818182 14.98181818],0
p11,1,0.051252,3.800028,[3 4] ; [80 25],[5.1875 1.8125] ; [77.8125 27.1875],0
s6,1,0.072114,3.234225,[2 5] ; [66 39],[4.25 2.75] ; [63.75 41.25],0
d5,1,0.091468,2.848352,[4 3] ; [87 18],[5.6875 1.3125] ; [85.3125 19.6875],0
v2,1,0.10073,2.693949,[2 5] ; [62 41],[4.07272727 2.92727273] ; [59.92727273 43.07272727],0
p3,1,0.114653,2.488889,[2 5] ; [62 43],[4. 3.] ; [60. 45.],0
s8,1,0.147215,2.100871,[2 5] ; [59 45],[3.84684685 3.15315315] ; [57.15315315 46.84684685],0
a5,1,0.153576,2.036364,[4 3] ; [84 21],[5.5 1.5] ; [82.5 22.5],0
d1,1,0.170762,1.876239,[2 5] ; [58 47],[3.75 3.25] ; [56.25 48.75],0
b4,1,0.187049,1.74071,[2 5] ; [57 48],[3.6875 3.3125] ; [55.3125 49.6875],0
n3,1,0.210909,1.565175,[2 3] ; [18  8],[3.22580645 1.77419355] ; [16.77419355  9.22580645],0
p7,1,0.229496,1.443979,[3 4] ; [68 36],[4.47747748 2.52252252] ; [66.52252252 37.47747748],0
d2,1,0.241567,1.371429,[2 5] ; [54 51],[3.5 3.5] ; [52.5 52.5],0
s4,1,0.270588,1.213762,[2 5] ; [14 90],[1.00900901 5.99099099] ; [14.99099099 89.00900901],0
p10,1,0.270588,1.213762,[5 2] ; [90 14],[5.99099099 1.00900901] ; [89.00900901 14.99099099],0
p6,1,0.283237,1.151491,[2 5] ; [51 52],[3.37272727 3.62727273] ; [49.62727273 53.37272727],0
s5,1,0.310336,1.029247,[1 6] ; [34 70],[2.20720721 4.79279279] ; [32.79279279 71.20720721],0
d3,1,0.317269,1.000173,[6 1] ; [71 34],[4.8125 2.1875] ; [72.1875 32.8125],0
b5,1,0.344391,0.894019,[3 4] ; [64 41],[4.1875 2.8125] ; [62.8125 42.1875],0
p2,1,0.398076,0.714129,[5 2] ; [88 17],[5.8125 1.1875] ; [87.1875 17.8125],0
a4,1,0.418235,0.655269,[2 5] ; [46 58],[3.02702703 3.97297297] ; [44.97297297 59.02702703],0
a7,1,0.422115,0.644419,[4 3] ; [75 30],[4.9375 2.0625] ; [74.0625 30.9375],0
n2,1,0.429441,0.624336,[4 1] ; [16 10],[3.22580645 1.77419355] ; [16.77419355  9.22580645],0
p12,1,0.460286,0.545199,[1 6] ; [ 7 96],[0.50909091 6.49090909] ; [ 7.49090909 95.50909091],0
v1,1,0.480052,0.498746,[5 2] ; [59 43],[4.11009174 2.88990826] ; [59.88990826 42.11009174],0
d4,1,0.491715,0.472772,[5 2] ; [86 19],[5.6875 1.3125] ; [85.3125 19.6875],0
u1,1,0.498962,0.457143,[1 6] ; [27 78],[1.75 5.25] ; [26.25 78.75],0
u3,1,0.634072,0.22658,[1 1] ; [16  8],[1.30769231 0.69230769] ; [15.69230769  8.30769231],0
p8,1,0.65966,0.193936,[3 4] ; [53 50],[3.56363636 3.43636364] ; [52.43636364 50.56363636],0
a3,1,0.692253,0.156657,[5 2] ; [81 23],[5.42342342 1.57657658] ; [80.57657658 23.42342342],0
b3,1,0.72682,0.122052,[2 3] ; [37 40],[2.37804878 2.62195122] ; [36.62195122 40.37804878],0
b2,1,0.72682,0.122052,[2 3] ; [37 40],[2.37804878 2.62195122] ; [36.62195122 40.37804878],0
u2,1,0.72701,0.121875,[1 1] ; [15  9],[1.23076923 0.76923077] ; [14.76923077  9.23076923],0
p4,1,0.757187,0.09559,[5 2] ; [69 36],[4.625 2.375] ; [69.375 35.625],0
a6,1,0.757187,0.09559,[5 2] ; [69 36],[4.625 2.375] ; [69.375 35.625],0
v3,1,0.80892,0.058477,[3 4] ; [49 54],[3.30909091 3.69090909] ; [48.69090909 54.30909091],0
a2,1,0.8673,0.027919,[2 5] ; [27 78],[1.8125 5.1875] ; [27.1875 77.8125],0
n5,1,0.924271,0.009035,[5 2] ; [76 28],[5.10810811 1.89189189] ; [75.89189189 28.10810811],0
p5,1,0.942892,0.005132,[1 6] ; [14 91],[0.9375 6.0625] ; [14.0625 90.9375],0
n1,1,0.948429,0.004184,[2 3] ; [10 16],[1.93548387 3.06451613] ; [10.06451613 15.93548387],0
