Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.003571,8.490134,[ 4 74] ; [12 43],[ 9.38345865 68.61654135] ; [ 6.61654135 48.38345865],0
d5,1,0.014715,5.950249,[50 28] ; [24 32],[43.07462687 34.92537313] ; [30.92537313 25.07462687],0
r3,1,0.029906,4.7147,[75  3] ; [48  8],[71.59701493  6.40298507] ; [51.40298507  4.59701493],0
n4,1,0.05163,3.787702,[55 22] ; [48  8],[59.63157895 17.36842105] ; [43.36842105 12.63157895],0
b3,1,0.075434,3.160642,[21 19] ; [12 25],[17.14285714 22.85714286] ; [15.85714286 21.14285714],0
b2,1,0.075434,3.160642,[21 19] ; [12 25],[17.14285714 22.85714286] ; [15.85714286 21.14285714],0
s2,1,0.090729,2.86139,[42 36] ; [21 33],[37.22727273 40.77272727] ; [25.77272727 28.22727273],0
p2,1,0.111774,2.528965,[62 16] ; [37 18],[58.06015038 19.93984962] ; [40.93984962 14.06015038],0
d3,1,0.117915,2.444801,[37 41] ; [19 37],[32.59701493 45.40298507] ; [23.40298507 32.59701493],0
s8,1,0.120476,2.411118,[36 42] ; [18 37],[31.66917293 46.33082707] ; [22.33082707 32.66917293],0
a8,1,0.165328,1.924802,[12 63] ; [ 4 48],[ 9.4488189 65.5511811] ; [ 6.5511811 45.4488189],0
r1,1,0.184587,1.760303,[58 20] ; [47  9],[61.11940299 16.88059701] ; [43.88059701 12.11940299],0
u2,1,0.191405,1.706769,[15  9] ; [10 13],[12.76595745 11.23404255] ; [12.23404255 10.76595745],0
d2,1,0.19411,1.686141,[ 9 69] ; [11 45],[11.64179104 66.35820896] ; [ 8.35820896 47.64179104],0
s1,1,0.216238,1.529163,[ 2 73] ; [ 4 51],[ 3.46153846 71.53846154] ; [ 2.53846154 52.46153846],0
n1,1,0.237552,1.395061,[ 8 13] ; [5 3],[ 9.4137931 11.5862069] ; [3.5862069 4.4137931],0
s7,1,0.257194,1.2838,[41 33] ; [23 28],[37.888 36.112] ; [26.112 24.888],0
