Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.30901,[49 34] ; [ 9 53],[33.2 49.8] ; [24.8 37.2],1
a6,1,0.0,26.838602,[62 21] ; [20 43],[46.61643836 36.38356164] ; [35.38356164 27.61643836],1
a3,1,1.7e-05,18.495037,[65 18] ; [27 35],[52.66206897 30.33793103] ; [39.33793103 22.66206897],1
d2,1,0.0004,12.532247,[49 33] ; [19 44],[38.45517241 43.54482759] ; [29.54482759 33.45517241],1
d1,1,0.000415,12.463954,[50 34] ; [19 44],[39.42857143 44.57142857] ; [29.57142857 33.42857143],1
d5,1,0.000849,11.132017,[63 20] ; [31 32],[53.43835616 29.56164384] ; [40.56164384 22.43835616],1
s7,1,0.018139,5.582649,[29 49] ; [11 48],[22.77372263 55.22627737] ; [17.22627737 41.77372263],0
a7,1,0.041398,4.159647,[56 27] ; [32 31],[50.02739726 32.97260274] ; [37.97260274 25.02739726],0
p6,1,0.047105,3.941637,[ 6 77] ; [11 50],[ 9.79861111 73.20138889] ; [ 7.20138889 53.79861111],0
p7,1,0.047757,3.918532,[19 62] ; [23 36],[24.3 56.7] ; [17.7 41.3],0
s8,1,0.050399,3.828125,[25 59] ; [10 53],[20. 64.] ; [15. 48.],0
b3,1,0.066928,3.356806,[26 32] ; [10 28],[21.75 36.25] ; [14.25 23.75],0
b2,1,0.066928,3.356806,[26 32] ; [10 28],[21.75 36.25] ; [14.25 23.75],0
d3,1,0.07298,3.214683,[48 35] ; [27 36],[42.6369863 40.3630137] ; [32.3630137 30.6369863],0
n5,1,0.073207,3.209616,[60 23] ; [36 26],[54.95172414 28.04827586] ; [41.04827586 20.95172414],0
p3,1,0.094022,2.804122,[26 57] ; [12 51],[21.60273973 61.39726027] ; [16.39726027 46.60273973],0
d4,1,0.097285,2.749493,[62 21] ; [39 24],[57.41780822 25.58219178] ; [43.58219178 19.41780822],0
b5,1,0.122877,2.380266,[44 40] ; [41 22],[48.57142857 35.42857143] ; [36.42857143 26.57142857],0
n4,1,0.161648,1.958743,[58 25] ; [37 26],[54.00684932 28.99315068] ; [40.99315068 22.00684932],0
