Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000341,12.828336,[25 87] ; [24 23],[34.51572327 77.48427673] ; [14.48427673 32.51572327],1
n1,1,0.032455,4.574315,[ 9 31] ; [7 6],[12.0754717 27.9245283] ; [3.9245283 9.0754717],0
s8,1,0.037041,4.348507,[31 81] ; [21 26],[36.62893082 75.37106918] ; [15.37106918 31.62893082],0
p9,1,0.062849,3.460551,[97 15] ; [35 12],[92.98113208 19.01886792] ; [39.01886792  7.98113208],0
r2,1,0.073231,3.20907,[101  10] ; [38  9],[97.65189873 13.34810127] ; [41.34810127  5.65189873],0
p2,1,0.103448,2.651567,[92 18] ; [34 13],[88.28025478 21.71974522] ; [37.71974522  9.28025478],0
n5,1,0.120456,2.411378,[49 63] ; [14 32],[44.65822785 67.34177215] ; [18.34177215 27.65822785],0
u2,1,0.12322,2.375904,[22 21] ; [15  6],[24.859375 18.140625] ; [12.140625  8.859375],0
p10,1,0.132611,2.26167,[90 21] ; [33 14],[86.41139241 24.58860759] ; [36.58860759 10.41139241],0
r3,1,0.143388,2.141222,[107   5] ; [42  5],[104.95597484   7.04402516] ; [44.04402516  2.95597484],0
s3,1,0.147416,2.09879,[47 63] ; [26 21],[51.14649682 58.85350318] ; [21.85350318 25.14649682],0
a7,1,0.149053,2.081912,[82 30] ; [29 18],[78.18867925 33.81132075] ; [32.81132075 14.18867925],0
b4,1,0.180735,1.791567,[70 42] ; [24 23],[66.21383648 45.78616352] ; [27.78616352 19.21383648],0
v4,1,0.182482,1.777294,[103   7] ; [41  6],[100.89171975   9.10828025] ; [43.10828025  3.89171975],0
s5,1,0.190614,1.712864,[37 72] ; [11 36],[33.53846154 75.46153846] ; [14.46153846 32.53846154],0
u3,1,0.229301,1.445193,[24 19] ; [15  6],[26.203125 16.796875] ; [12.796875  8.203125],0
a2,1,0.254699,1.297346,[14 98] ; [ 3 44],[ 11.97484277 100.02515723] ; [ 5.02515723 41.97484277],0
v3,1,0.257216,1.283678,[30 76] ; [ 9 37],[27.19736842 78.80263158] ; [11.80263158 34.19736842],0
r4,1,0.274574,1.193753,[94 18] ; [36 11],[91.57232704 20.42767296] ; [38.42767296  8.57232704],0
r1,1,0.300588,1.071584,[80 32] ; [29 17],[77.26582278 34.73417722] ; [31.73417722 14.26582278],0
n3,1,0.31977,0.989888,[25 14] ; [11  3],[26.49056604 12.50943396] ; [9.50943396 4.49056604],0
s2,1,0.346025,0.887982,[43 68] ; [22 25],[45.66455696 65.33544304] ; [19.33544304 27.66455696],0
p12,1,0.365057,0.820422,[  6 106] ; [ 1 46],[  4.93081761 107.06918239] ; [ 2.06918239 44.93081761],0
a4,1,0.374486,0.788726,[34 78] ; [11 36],[31.69811321 80.30188679] ; [13.30188679 33.69811321],0
n2,1,0.383828,0.758406,[29 10] ; [12  2],[30.16981132  8.83018868] ; [10.83018868  3.16981132],0
d3,1,0.389652,0.740027,[77 35] ; [29 18],[74.66666667 37.33333333] ; [31.33333333 15.66666667],0
p1,1,0.445072,0.583172,[  4 106] ; [ 3 44],[  4.9044586 105.0955414] ; [ 2.0955414 44.9044586],0
s4,1,0.452067,0.565464,[25 87] ; [ 8 39],[23.24528302 88.75471698] ; [ 9.75471698 37.24528302],0
a3,1,0.460659,0.544294,[69 43] ; [26 21],[66.91823899 45.08176101] ; [28.08176101 18.91823899],0
d4,1,0.471392,0.51871,[87 25] ; [34 13],[85.2327044 26.7672956] ; [35.7672956 11.2327044],0
d5,1,0.473633,0.513488,[78 34] ; [30 17],[76.0754717 35.9245283] ; [31.9245283 15.0754717],0
d2,1,0.50526,0.443872,[37 75] ; [13 34],[35.22012579 76.77987421] ; [14.77987421 32.22012579],0
s1,1,0.523791,0.406423,[  1 111] ; [ 1 46],[  1.40880503 110.59119497] ; [ 0.59119497 46.40880503],0
p6,1,0.554171,0.349897,[27 84] ; [13 32],[28.46153846 82.53846154] ; [11.53846154 33.46153846],0
p4,1,0.567862,0.326272,[48 64] ; [22 24],[49.62025316 62.37974684] ; [20.37974684 25.62025316],0
u1,1,0.592953,0.285756,[ 10 102] ; [ 3 44],[  9.1572327 102.8427673] ; [ 3.8427673 43.1572327],0
a1,1,0.603172,0.270238,[  3 109] ; [ 2 45],[  3.52201258 108.47798742] ; [ 1.47798742 45.52201258],0
b5,1,0.624412,0.239715,[62 50] ; [28 19],[63.39622642 48.60377358] ; [26.60377358 20.39622642],0
a6,1,0.676595,0.173984,[73 39] ; [29 18],[71.8490566 40.1509434] ; [30.1509434 16.8490566],0
b3,1,0.731439,0.117794,[16 36] ; [10 19],[16.69135802 35.30864198] ; [ 9.30864198 19.69135802],0
b2,1,0.731439,0.117794,[16 36] ; [10 19],[16.69135802 35.30864198] ; [ 9.30864198 19.69135802],0
p5,1,0.74936,0.10207,[  8 103] ; [ 4 42],[  8.48407643 102.51592357] ; [ 3.51592357 42.48407643],0
p3,1,0.757459,0.09537,[40 72] ; [18 29],[40.85534591 71.14465409] ; [17.14465409 29.85534591],0
s7,1,0.75859,0.094453,[35 76] ; [15 29],[35.80645161 75.19354839] ; [14.19354839 29.80645161],0
s6,1,0.786087,0.073655,[64 47] ; [26 21],[63.2278481 47.7721519] ; [26.7721519 20.2278481],0
d1,1,0.808619,0.058665,[50 62] ; [20 27],[49.3081761 62.6918239] ; [20.6918239 26.3081761],0
v2,1,0.816791,0.053673,[55 53] ; [21 22],[54.35761589 53.64238411] ; [21.64238411 21.35761589],0
a5,1,0.862628,0.029939,[66 46] ; [27 20],[65.50943396 46.49056604] ; [27.49056604 19.50943396],0
p8,1,0.918774,0.010399,[57 55] ; [23 23],[56.70886076 55.29113924] ; [23.29113924 22.70886076],0
v1,1,0.931145,0.007466,[47 63] ; [20 26],[47.24358974 62.75641026] ; [19.75641026 26.24358974],0
p7,1,0.941468,0.005391,[66 42] ; [26 17],[65.8013245 42.1986755] ; [26.1986755 16.8013245],0
a8,1,0.996118,2.4e-05,[ 7 96] ; [ 3 41],[ 7.00680272 95.99319728] ; [ 2.99319728 41.00680272],0
