Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4.1e-05,16.84701,[45 25] ; [34 70],[31.7816092 38.2183908] ; [47.2183908 56.7816092],1
a5,1,0.003682,8.434436,[52 20] ; [54 53],[42.63687151 29.36312849] ; [63.36312849 43.63687151],0
v3,1,0.006672,7.359119,[27 41] ; [21 81],[19.2 48.8] ; [28.8 73.2],0
a2,1,0.021296,5.30243,[21 51] ; [16 91],[14.88268156 57.11731844] ; [22.11731844 84.88268156],0
n4,1,0.024821,5.036337,[51 20] ; [59 48],[43.87640449 27.12359551] ; [66.12359551 40.87640449],0
a8,1,0.030682,4.670683,[13 49] ; [ 9 91],[ 8.41975309 53.58024691] ; [13.58024691 86.41975309],0
d3,1,0.040876,4.181164,[51 21] ; [59 47],[44.49438202 27.50561798] ; [65.50561798 40.49438202],0
a3,1,0.048418,3.895431,[49 23] ; [57 50],[42.63687151 29.36312849] ; [63.36312849 43.63687151],0
r1,1,0.04889,3.87913,[59 12] ; [75 32],[53.4494382 17.5505618] ; [80.5505618 26.4494382],0
s8,1,0.059559,3.549615,[24 46] ; [23 84],[18.58757062 51.41242938] ; [28.41242938 78.58757062],0
s7,1,0.107526,2.590217,[28 41] ; [29 72],[23.13529412 45.86470588] ; [33.86470588 67.13529412],0
s6,1,0.108038,2.582695,[42 28] ; [51 56],[36.77966102 33.22033898] ; [56.22033898 50.77966102],0
b5,1,0.131434,2.275487,[51 21] ; [64 43],[46.25698324 25.74301676] ; [68.74301676 38.25698324],0
v4,1,0.13502,2.233813,[68  4] ; [93 13],[65.12359551  6.87640449] ; [95.87640449 10.12359551],0
s2,1,0.145593,2.117828,[30 40] ; [34 72],[25.45454545 44.54545455] ; [38.54545455 67.45454545],0
a6,1,0.159739,1.976695,[47 25] ; [58 48],[42.47191011 29.52808989] ; [62.52808989 43.47191011],0
s5,1,0.163509,1.941472,[17 51] ; [17 87],[13.44186047 54.55813953] ; [20.55813953 83.44186047],0
u4,1,0.17906,1.805411,[ 4 68] ; [  2 105],[ 2.41340782 69.58659218] ; [  3.58659218 103.41340782],0
u1,1,0.181153,1.788142,[14 58] ; [13 94],[10.8603352 61.1396648] ; [16.1396648 90.8603352],0
d4,1,0.231393,1.43228,[59 13] ; [78 27],[55.72881356 16.27118644] ; [81.27118644 23.72881356],0
s3,1,0.279014,1.171886,[37 34] ; [46 59],[33.48295455 37.51704545] ; [49.51704545 55.48295455],0
