Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000857,11.114315,[17 13] ; [90 16],[23.60294118  6.39705882] ; [83.39705882 22.60294118],1
v4,1,0.001088,10.670879,[25  6] ; [103   3],[28.96350365  2.03649635] ; [99.03649635  6.96350365],0
r3,1,0.001443,10.15048,[26  5] ; [105   2],[29.42753623  1.57246377] ; [101.57246377   5.42753623],0
r2,1,0.00197,9.577187,[24  7] ; [101   5],[28.28467153  2.71532847] ; [96.71532847  9.28467153],0
r4,1,0.002683,9.011396,[22  9] ; [98  9],[26.95652174  4.04347826] ; [93.04347826 13.95652174],0
a6,1,0.003919,8.320772,[14 17] ; [78 29],[20.66666667 10.33333333] ; [71.33333333 35.66666667],0
d3,1,0.003919,8.320772,[14 17] ; [78 29],[20.66666667 10.33333333] ; [71.33333333 35.66666667],0
r1,1,0.005203,7.807339,[16 15] ; [82 24],[22.17518248  8.82481752] ; [75.82481752 30.17518248],0
p10,1,0.005627,7.666053,[19 11] ; [91 15],[24.26470588  5.73529412] ; [85.73529412 20.26470588],0
p9,1,0.009661,6.696429,[19 11] ; [89 16],[24.  6.] ; [84. 21.],0
b5,1,0.019154,5.487406,[14 17] ; [73 34],[19.54347826 11.45652174] ; [67.45652174 39.54347826],0
d5,1,0.020048,5.407717,[19 12] ; [87 20],[23.8115942  7.1884058] ; [82.1884058 24.8115942],0
s3,1,0.026535,4.920831,[20 11] ; [88 18],[24.4379562  6.5620438] ; [83.5620438 22.4379562],0
d4,1,0.027165,4.880311,[23  8] ; [96 11],[26.73188406  4.26811594] ; [92.26811594 14.73188406],0
a2,1,0.055498,3.667045,[ 2 29] ; [23 84],[ 5.61594203 25.38405797] ; [19.38405797 87.61594203],0
n5,1,0.065702,3.38726,[15 15] ; [73 34],[19.27007299 10.72992701] ; [68.72992701 38.27007299],0
n4,1,0.069084,3.304641,[15 16] ; [71 36],[19.31884058 11.68115942] ; [66.68115942 40.31884058],0
u2,1,0.075001,3.170035,[4 9] ; [27 19],[6.83050847 6.16949153] ; [24.16949153 21.83050847],0
p11,1,0.080982,3.045084,[21 10] ; [88 19],[24.48550725  6.51449275] ; [84.51449275 22.48550725],0
p6,1,0.082725,3.01054,[ 5 24] ; [36 70],[ 8.80740741 20.19259259] ; [32.19259259 73.80740741],0
n6,1,0.091614,2.845774,[20 10] ; [86 20],[23.38235294  6.61764706] ; [82.61764706 23.38235294],0
d1,1,0.094932,2.788695,[13 18] ; [63 44],[17.07246377 13.92753623] ; [58.92753623 48.07246377],0
v2,1,0.095068,2.786395,[19 11] ; [45 53],[15. 15.] ; [49. 49.],0
a1,1,0.098435,2.730726,[ 3 28] ; [  3 104],[ 1.34782609 29.65217391] ; [  4.65217391 102.34782609],0
v1,1,0.10785,2.58545,[20 11] ; [49 53],[16.08270677 14.91729323] ; [52.91729323 49.08270677],0
p4,1,0.130016,2.292309,[13 17] ; [63 44],[16.64233577 13.35766423] ; [59.35766423 47.64233577],0
