Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000857,11.114315,[17 13] ; [90 16],[23.60294118  6.39705882] ; [83.39705882 22.60294118],1
p8,1,0.137679,2.203712,[10 20] ; [52 55],[13.57664234 16.42335766] ; [48.42335766 58.57664234],0
s4,1,0.143252,2.142679,[ 3 28] ; [22 81],[ 5.78358209 25.21641791] ; [19.21641791 83.78358209],0
p12,1,0.192983,1.694695,[ 1 29] ; [12 95],[ 2.84671533 27.15328467] ; [10.15328467 96.84671533],0
b2,1,0.228785,1.448397,[ 4 16] ; [17 32],[ 6.08695652 13.91304348] ; [14.91304348 34.08695652],0
b3,1,0.228785,1.448397,[ 4 16] ; [17 32],[ 6.08695652 13.91304348] ; [14.91304348 34.08695652],0
s6,1,0.232488,1.425577,[20 10] ; [82 24],[22.5  7.5] ; [79.5 26.5],0
a4,1,0.233391,1.420078,[ 8 23] ; [40 67],[10.7826087 20.2173913] ; [37.2173913 69.7826087],0
a5,1,0.24857,1.331323,[18 13] ; [74 33],[20.66666667 10.33333333] ; [71.33333333 35.66666667],0
n3,1,0.250592,1.32,[4 4] ; [18  7],[5.33333333 2.66666667] ; [16.66666667  8.33333333],0
d2,1,0.353833,0.859663,[10 21] ; [44 62],[12.2189781 18.7810219] ; [41.7810219 64.2189781],0
s8,1,0.365112,0.820233,[11 20] ; [29 78],[ 8.98550725 22.01449275] ; [31.01449275 75.98550725],0
p5,1,0.412406,0.671854,[ 1 29] ; [ 8 98],[ 1.98529412 28.01470588] ; [ 7.01470588 98.98529412],0
v3,1,0.43804,0.60141,[ 8 21] ; [36 66],[ 9.74045802 19.25954198] ; [34.25954198 67.74045802],0
u3,1,0.457902,0.551019,[6 7] ; [26 19],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
n1,1,0.458902,0.548571,[1 6] ; [ 7 18],[1.75 5.25] ; [ 6.25 18.75],0
p3,1,0.477017,0.505676,[11 19] ; [47 60],[12.70072993 17.29927007] ; [45.29927007 61.70072993],0
a8,1,0.493609,0.46865,[ 2 26] ; [12 91],[ 2.99236641 25.00763359] ; [11.00763359 91.99236641],0
n2,1,0.627766,0.235102,[5 2] ; [20  5],[5.46875 1.53125] ; [19.53125  5.46875],0
s5,1,0.628563,0.234014,[12 19] ; [35 68],[10.87313433 20.12686567] ; [36.12686567 66.87313433],0
p7,1,0.737034,0.112751,[16 13] ; [61 43],[16.78947368 12.21052632] ; [60.21052632 43.78947368],0
b1,1,0.737506,0.11233,[10 21] ; [38 69],[10.7826087 20.2173913] ; [37.2173913 69.7826087],0
b4,1,0.758291,0.094695,[17 14] ; [62 45],[17.74637681 13.25362319] ; [61.25362319 45.74637681],0
a3,1,0.843997,0.038724,[18 13] ; [60 47],[17.52173913 13.47826087] ; [60.47826087 46.52173913],0
