Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.352739,[18 47] ; [165 120],[33.98571429 31.01428571] ; [149.01428571 135.98571429],1
p8,1,1.6e-05,18.602659,[13 57] ; [135 153],[28.93854749 41.06145251] ; [119.06145251 168.93854749],1
a7,1,0.000239,13.497461,[36 34] ; [218  77],[48.71232877 21.28767123] ; [205.28767123  89.71232877],1
v4,1,0.000696,11.500725,[59 11] ; [278  13],[65.34626039  4.65373961] ; [271.65373961  19.34626039],1
d5,1,0.000871,11.083937,[42 28] ; [234  62],[52.78688525 17.21311475] ; [223.21311475  72.78688525],1
p4,1,0.001672,9.878841,[15 54] ; [124 170],[26.4214876 42.5785124] ; [112.5785124 181.4214876],0
u4,1,0.002831,8.913301,[ 4 66] ; [  2 294],[ 1.14754098 68.85245902] ; [  4.85245902 291.14754098],0
p10,1,0.003712,8.419816,[46 24] ; [239  54],[54.95867769 15.04132231] ; [230.04132231  62.95867769],0
p9,1,0.006761,7.335457,[49 20] ; [247  44],[56.73333333 12.26666667] ; [239.26666667  51.73333333],0
b1,1,0.00781,7.076546,[30 40] ; [ 79 217],[20.84699454 49.15300546] ; [ 88.15300546 207.84699454],0
a5,1,0.009132,6.796746,[37 33] ; [205  91],[46.28415301 23.71584699] ; [195.71584699 100.28415301],0
r1,1,0.015452,5.864196,[46 24] ; [234  61],[53.69863014 16.30136986] ; [226.30136986  68.69863014],0
n1,1,0.054263,3.7046,[12 10] ; [24 51],[ 8.16494845 13.83505155] ; [27.83505155 47.16494845],0
d3,1,0.067418,3.344803,[41 29] ; [207  89],[47.43169399 22.56830601] ; [200.56830601  95.43169399],0
p6,1,0.08886,2.894914,[12 57] ; [ 80 213],[17.5359116 51.4640884] ; [ 74.4640884 218.5359116],0
p12,1,0.092711,2.826666,[ 7 63] ; [ 14 279],[ 4.04958678 65.95041322] ; [ 16.95041322 276.04958678],0
n4,1,0.094297,2.79944,[45 25] ; [219  76],[50.63013699 19.36986301] ; [213.36986301  81.63013699],0
a8,1,0.098357,2.731977,[ 6 63] ; [ 45 225],[10.38053097 58.61946903] ; [ 40.61946903 229.38053097],0
b4,1,0.174921,1.840253,[48 22] ; [177 119],[43.03278689 26.96721311] ; [181.96721311 114.03278689],0
r2,1,0.177401,1.819265,[60  9] ; [268  23],[62.86666667  6.13333333] ; [265.13333333  25.86666667],0
n6,1,0.201548,1.63112,[54 16] ; [245  48],[57.6584022 12.3415978] ; [241.3415978  51.6584022],0
a6,1,0.207861,1.586264,[41 29] ; [197  99],[45.51912568 24.48087432] ; [192.48087432 103.51912568],0
r3,1,0.214649,1.539789,[65  5] ; [282  11],[66.91460055  3.08539945] ; [280.08539945  12.91460055],0
a3,1,0.228968,1.447259,[42 28] ; [200  96],[46.28415301 23.71584699] ; [195.71584699 100.28415301],0
n3,1,0.235522,1.4072,[14  8] ; [58 18],[16.16326531  5.83673469] ; [55.83673469 20.16326531],0
s1,1,0.271265,1.210337,[ 3 65] ; [  6 282],[ 1.71910112 66.28089888] ; [  7.28089888 280.71910112],0
v1,1,0.301429,1.067862,[29 40] ; [140 146],[32.84788732 36.15211268] ; [136.15211268 149.84788732],0
r4,1,0.304952,1.052413,[58 12] ; [259  37],[60.6284153  9.3715847] ; [256.3715847  39.6284153],0
p5,1,0.30982,1.031442,[ 5 63] ; [ 13 283],[ 3.36263736 64.63736264] ; [ 14.63736264 281.36263736],0
u2,1,0.311933,1.022474,[18  9] ; [53 42],[15.71311475 11.28688525] ; [55.28688525 39.71311475],0
p1,1,0.345314,0.890602,[ 5 65] ; [ 13 281],[ 3.46153846 66.53846154] ; [ 14.53846154 279.46153846],0
s6,1,0.366492,0.815525,[39 30] ; [181 109],[42.28412256 26.71587744] ; [177.71587744 112.28412256],0
n5,1,0.387703,0.746135,[46 23] ; [210  82],[48.93074792 20.06925208] ; [207.06925208  84.93074792],0
d4,1,0.423377,0.640923,[54 16] ; [240  55],[56.38356164 13.61643836] ; [237.61643836  57.38356164],0
s3,1,0.425362,0.635452,[32 36] ; [151 137],[34.95505618 33.04494382] ; [148.04494382 139.95505618],0
a4,1,0.445473,0.582143,[25 45] ; [120 175],[27.80821918 42.19178082] ; [117.19178082 177.80821918],0
s8,1,0.457524,0.551944,[28 42] ; [104 191],[25.31506849 44.68493151] ; [106.68493151 188.31506849],0
s4,1,0.536087,0.382841,[12 57] ; [ 42 249],[10.35 58.65] ; [ 43.65 247.35],0
d1,1,0.54095,0.373783,[35 35] ; [160 136],[37.29508197 32.70491803] ; [157.70491803 138.29508197],0
