Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.0367,4.364263,[30 12] ; [19 20],[25.40740741 16.59259259] ; [23.59259259 15.40740741],0
s4,1,0.058363,3.583307,[ 2 39] ; [ 7 31],[ 4.67088608 36.32911392] ; [ 4.32911392 33.67088608],0
u3,1,0.068733,3.31303,[8 2] ; [7 9],[5.76923077 4.23076923] ; [9.23076923 6.76923077],0
r4,1,0.074592,3.178964,[36  6] ; [27 12],[32.66666667  9.33333333] ; [30.33333333  8.66666667],0
p3,1,0.082879,3.007519,[12 30] ; [18 20],[15.75 26.25] ; [14.25 23.75],0
r3,1,0.100624,2.695628,[40  2] ; [32  6],[37.8  4.2] ; [34.2  3.8],0
a3,1,0.131185,2.278423,[32 10] ; [23 15],[28.875 13.125] ; [26.125 11.875],0
p1,1,0.141135,2.165544,[ 1 41] ; [ 4 35],[ 2.59259259 39.40740741] ; [ 2.40740741 36.59259259],0
d3,1,0.143733,2.137535,[26 16] ; [30  9],[29.03703704 12.96296296] ; [26.96296296 12.03703704],0
s8,1,0.189111,1.724526,[16 26] ; [ 9 28],[13.29113924 28.70886076] ; [11.70886076 25.29113924],0
p9,1,0.196218,1.670302,[18 24] ; [11 27],[15.225 26.775] ; [13.775 24.225],0
v4,1,0.221616,1.493876,[39  3] ; [32  6],[37.275  4.725] ; [33.725  4.275],0
p2,1,0.238955,1.386748,[30 12] ; [23 16],[27.48148148 14.51851852] ; [25.51851852 13.48148148],0
a7,1,0.261302,1.261844,[26 16] ; [28 10],[28.35 13.65] ; [25.65 12.35],0
r1,1,0.26351,1.250222,[35  7] ; [27 10],[32.96202532  9.03797468] ; [29.03797468  7.96202532],0
r2,1,0.293791,1.102168,[37  5] ; [36  2],[38.325  3.675] ; [34.675  3.325],0
a2,1,0.342214,0.90212,[10 32] ; [13 26],[11.92592593 30.07407407] ; [11.07407407 27.92592593],0
u2,1,0.407626,0.685714,[6 4] ; [6 8],[5. 5.] ; [7. 7.],0
v3,1,0.418188,0.655401,[19 22] ; [13 22],[17.26315789 23.73684211] ; [14.73684211 20.26315789],0
n1,1,0.431401,0.619048,[5 7] ; [8 6],[6. 6.] ; [7. 7.],0
n2,1,0.472607,0.515873,[10  2] ; [10  4],[9.23076923 2.76923077] ; [10.76923077  3.23076923],0
u1,1,0.484123,0.48956,[ 9 33] ; [ 6 33],[ 7.77777778 34.22222222] ; [ 7.22222222 31.77777778],0
n3,1,0.495088,0.465449,[8 4] ; [11  3],[8.76923077 3.23076923] ; [10.23076923  3.76923077],0
s6,1,0.505729,0.442894,[23 19] ; [23 14],[24.4556962 17.5443038] ; [21.5443038 15.4556962],0
n4,1,0.54226,0.371367,[31 11] ; [25 12],[29.7721519 12.2278481] ; [26.2278481 10.7721519],0
n5,1,0.548137,0.360665,[21 21] ; [21 16],[22.32911392 19.67088608] ; [19.67088608 17.32911392],0
v2,1,0.548511,0.359991,[26 15] ; [21 16],[24.70512821 16.29487179] ; [22.29487179 14.70512821],0
d2,1,0.586472,0.295888,[23 19] ; [19 20],[21.77777778 20.22222222] ; [20.22222222 18.77777778],0
d1,1,0.586472,0.295888,[19 23] ; [20 19],[20.22222222 21.77777778] ; [18.77777778 20.22222222],0
p6,1,0.592629,0.286258,[11 30] ; [ 8 29],[ 9.98717949 31.01282051] ; [ 9.01282051 27.98717949],0
a1,1,0.600741,0.27388,[ 2 40] ; [ 1 38],[ 1.55555556 40.44444444] ; [ 1.44444444 37.55555556],0
a8,1,0.602888,0.270663,[ 8 30] ; [ 5 26],[ 7.15942029 30.84057971] ; [ 5.84057971 25.15942029],0
a6,1,0.630501,0.231381,[28 14] ; [24 15],[26.96296296 15.03703704] ; [25.03703704 13.96296296],0
a5,1,0.647934,0.208515,[31 11] ; [27 12],[30.07407407 11.92592593] ; [27.92592593 11.07407407],0
n6,1,0.676196,0.174439,[28 14] ; [23 14],[27.11392405 14.88607595] ; [23.88607595 13.11392405],0
p4,1,0.68747,0.161838,[18 24] ; [15 24],[17.11111111 24.88888889] ; [15.88888889 23.11111111],0
s2,1,0.690049,0.159033,[18 23] ; [15 23],[17.12658228 23.87341772] ; [15.87341772 22.12658228],0
b1,1,0.741801,0.10855,[20 22] ; [20 19],[20.74074074 21.25925926] ; [19.25925926 19.74074074],0
s7,1,0.818216,0.052827,[17 24] ; [14 22],[16.50649351 24.49350649] ; [14.49350649 21.50649351],0
d5,1,0.838599,0.041488,[31 11] ; [28 11],[30.59259259 11.40740741] ; [28.40740741 10.59259259],0
a4,1,0.84865,0.03642,[19 23] ; [18 20],[19.425 22.575] ; [17.575 20.425],0
d4,1,0.85849,0.03179,[33  9] ; [30  9],[32.66666667  9.33333333] ; [30.33333333  8.66666667],0
p7,1,0.871943,0.025983,[18 23] ; [16 22],[17.64556962 23.35443038] ; [16.35443038 21.64556962],0
s3,1,0.913739,0.011734,[20 21] ; [19 19],[20.24050633 20.75949367] ; [18.75949367 19.24050633],0
s1,1,0.91818,0.010553,[ 2 40] ; [ 2 36],[ 2.1 39.9] ; [ 1.9 36.1],0
s5,1,0.926027,0.00862,[ 9 31] ; [ 8 29],[ 8.83116883 31.16883117] ; [ 8.16883117 28.83116883],0
p5,1,0.939399,0.00578,[ 2 40] ; [ 2 37],[ 2.07407407 39.92592593] ; [ 1.92592593 37.07407407],0
u4,1,0.939399,0.00578,[ 2 40] ; [ 2 37],[ 2.07407407 39.92592593] ; [ 1.92592593 37.07407407],0
b3,1,0.982563,0.000478,[12 22] ; [ 7 13],[11.96296296 22.03703704] ; [ 7.03703704 12.96296296],0
b2,1,0.982563,0.000478,[12 22] ; [ 7 13],[11.96296296 22.03703704] ; [ 7.03703704 12.96296296],0
b5,1,0.985775,0.000318,[29 13] ; [27 12],[29.03703704 12.96296296] ; [26.96296296 12.03703704],0
p8,1,1.0,0.0,[14 28] ; [13 26],[14. 28.] ; [13. 26.],0
