Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.005397,7.741389,[22  2] ; [2 3],[19.86206897  4.13793103] ; [4.13793103 0.86206897],0
s6,1,0.018581,5.540526,[18  6] ; [1 4],[15.72413793  8.27586207] ; [3.27586207 1.72413793],0
p9,1,0.03308,4.541625,[17  7] ; [1 4],[14.89655172  9.10344828] ; [3.10344828 1.89655172],0
u3,1,0.041038,4.174444,[9 1] ; [1 2],[7.69230769 2.30769231] ; [2.30769231 0.69230769],0
p10,1,0.053925,3.715033,[16  8] ; [1 4],[14.06896552  9.93103448] ; [2.93103448 2.06896552],0
d5,1,0.064838,3.409091,[20  5] ; [2 3],[18.33333333  6.66666667] ; [3.66666667 1.33333333],0
s3,1,0.064838,3.409091,[20  5] ; [2 3],[18.33333333  6.66666667] ; [3.66666667 1.33333333],0
r1,1,0.101707,2.678571,[15 10] ; [1 4],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
p6,1,0.101707,2.678571,[15 10] ; [1 4],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
r2,1,0.119088,2.429275,[21  4] ; [2 2],[19.82758621  5.17241379] ; [3.17241379 0.82758621],0
s7,1,0.130816,2.282794,[15  8] ; [1 3],[13.62962963  9.37037037] ; [2.37037037 1.62962963],0
p3,1,0.141645,2.16,[14 11] ; [1 4],[12.5 12.5] ; [2.5 2.5],0
b4,1,0.141645,2.16,[14 11] ; [1 4],[12.5 12.5] ; [2.5 2.5],0
a7,1,0.141645,2.16,[14 11] ; [1 4],[12.5 12.5] ; [2.5 2.5],0
p7,1,0.191254,1.707933,[15 10] ; [1 3],[13.79310345 11.20689655] ; [2.20689655 1.79310345],0
n3,1,0.20686,1.593266,[8 3] ; [1 2],[7.07142857 3.92857143] ; [1.92857143 1.07142857],0
d4,1,0.220671,1.5,[21  4] ; [3 2],[20.  5.] ; [4. 1.],0
s5,1,0.222994,1.485,[11 11] ; [1 4],[ 9.77777778 12.22222222] ; [2.22222222 2.77777778],0
s2,1,0.235605,1.406699,[17  8] ; [2 3],[15.83333333  9.16666667] ; [3.16666667 1.83333333],0
s8,1,0.248749,1.330317,[12 13] ; [1 4],[10.83333333 14.16666667] ; [2.16666667 2.83333333],0
p2,1,0.334428,0.931677,[20  5] ; [3 2],[19.16666667  5.83333333] ; [3.83333333 1.16666667],0
d2,1,0.410023,0.678733,[10 15] ; [3 2],[10.83333333 14.16666667] ; [2.16666667 2.83333333],0
a3,1,0.410023,0.678733,[15 10] ; [2 3],[14.16666667 10.83333333] ; [2.83333333 2.16666667],0
p8,1,0.453889,0.560921,[ 9 15] ; [1 4],[ 8.27586207 15.72413793] ; [1.72413793 3.27586207],0
v1,1,0.488422,0.48,[ 9 16] ; [1 4],[ 8.33333333 16.66666667] ; [1.66666667 3.33333333],0
n4,1,0.512691,0.428571,[11 14] ; [3 2],[11.66666667 13.33333333] ; [2.33333333 2.66666667],0
b5,1,0.512691,0.428571,[14 11] ; [2 3],[13.33333333 11.66666667] ; [2.66666667 2.33333333],0
d3,1,0.59298,0.285714,[18  7] ; [3 2],[17.5  7.5] ; [3.5 1.5],0
b1,1,0.624206,0.24,[13 12] ; [2 3],[12.5 12.5] ; [2.5 2.5],0
p11,1,0.624206,0.24,[13 12] ; [2 3],[12.5 12.5] ; [2.5 2.5],0
u2,1,0.630701,0.231111,[8 2] ; [2 1],[7.69230769 2.30769231] ; [2.30769231 0.69230769],0
n1,1,0.706879,0.141414,[5 6] ; [1 2],[4.71428571 6.28571429] ; [1.28571429 1.71428571],0
n5,1,0.729034,0.12,[ 8 17] ; [2 3],[ 8.33333333 16.66666667] ; [1.66666667 3.33333333],0
d1,1,0.743421,0.107143,[12 13] ; [2 3],[11.66666667 13.33333333] ; [2.33333333 2.66666667],0
a4,1,0.865455,0.028708,[ 9 16] ; [2 3],[ 9.16666667 15.83333333] ; [1.83333333 3.16666667],0
b2,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
b3,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
v3,1,0.96662,0.001751,[ 5 19] ; [1 4],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
a5,1,1.0,0.0,[10 15] ; [2 3],[10. 15.] ; [2. 3.],0
