Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.261887,[32 15] ; [ 7 37],[20.14285714 26.85714286] ; [18.85714286 25.14285714],1
s5,1,0.000176,14.073619,[19 27] ; [ 3 40],[11.37078652 34.62921348] ; [10.62921348 32.37078652],1
r4,1,0.000825,11.184293,[39  8] ; [22 22],[31.50549451 15.49450549] ; [29.49450549 14.50549451],1
s3,1,0.001062,10.71701,[30 17] ; [13 31],[22.20879121 24.79120879] ; [20.79120879 23.20879121],0
d5,1,0.001823,9.720211,[41  6] ; [25 18],[34.46666667 12.53333333] ; [31.53333333 11.46666667],0
r1,1,0.002278,9.311219,[36 11] ; [20 24],[28.92307692 18.07692308] ; [27.07692308 16.92307692],0
s7,1,0.002327,9.271991,[19 25] ; [ 5 34],[12.72289157 31.27710843] ; [11.27710843 27.72289157],0
r2,1,0.002356,9.248813,[45  2] ; [32 12],[39.76923077  7.23076923] ; [37.23076923  6.76923077],0
v1,1,0.007783,7.082675,[22 24] ; [ 9 34],[16.02247191 29.97752809] ; [14.97752809 28.02247191],0
s8,1,0.010287,6.584446,[16 31] ; [ 5 39],[10.84615385 36.15384615] ; [10.15384615 33.84615385],0
r3,1,0.011535,6.380947,[42  4] ; [31 13],[37.31111111  8.68888889] ; [35.68888889  8.31111111],0
p3,1,0.013871,6.054449,[19 28] ; [ 7 35],[13.73033708 33.26966292] ; [12.26966292 29.73033708],0
s4,1,0.016801,5.717009,[18 29] ; [ 7 37],[12.91208791 34.08791209] ; [12.08791209 31.91208791],0
s1,1,0.022091,5.23863,[ 1 45] ; [ 7 37],[ 4.08888889 41.91111111] ; [ 3.91111111 40.08888889],0
a5,1,0.027859,4.83679,[29 18] ; [17 27],[23.75824176 23.24175824] ; [22.24175824 21.75824176],0
n6,1,0.03497,4.44664,[28 18] ; [17 27],[23. 23.] ; [22. 22.],0
v2,1,0.036653,4.366462,[21 21] ; [12 31],[16.30588235 25.69411765] ; [16.69411765 26.30588235],0
p2,1,0.037873,4.310737,[31 16] ; [19 24],[26.11111111 20.88888889] ; [23.88888889 19.11111111],0
p4,1,0.044831,4.024971,[24 23] ; [13 30],[19.32222222 27.67777778] ; [17.67777778 25.32222222],0
d4,1,0.047803,3.916916,[40  7] ; [29 14],[36.03333333 10.96666667] ; [32.96666667 10.03333333],0
d3,1,0.130003,2.292474,[32 15] ; [22 20],[28.51685393 18.48314607] ; [25.48314607 16.51685393],0
n2,1,0.134176,2.243516,[15  8] ; [ 8 11],[12.5952381 10.4047619] ; [10.4047619  8.5952381],0
n3,1,0.144652,2.127759,[16  7] ; [ 9 10],[13.69047619  9.30952381] ; [11.30952381  7.69047619],0
p1,1,0.156748,2.005326,[ 6 40] ; [ 2 42],[ 4.08888889 41.91111111] ; [ 3.91111111 40.08888889],0
d1,1,0.163971,1.937218,[25 22] ; [17 27],[21.69230769 25.30769231] ; [20.30769231 23.69230769],0
