Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.261887,[32 15] ; [ 7 37],[20.14285714 26.85714286] ; [18.85714286 25.14285714],1
p9,1,0.164884,1.92885,[27 17] ; [19 22],[23.81176471 20.18823529] ; [22.18823529 18.81176471],0
a7,1,0.230066,1.440452,[36 11] ; [28 15],[33.42222222 13.57777778] ; [30.57777778 12.42222222],0
p7,1,0.300967,1.069903,[21 25] ; [15 28],[18.60674157 27.39325843] ; [17.39325843 25.60674157],0
a2,1,0.338679,0.915427,[10 37] ; [ 6 38],[ 8.26373626 38.73626374] ; [ 7.73626374 36.26373626],0
v3,1,0.366783,0.814535,[12 32] ; [ 8 34],[10.23255814 33.76744186] ; [ 9.76744186 32.23255814],0
n5,1,0.396029,0.72035,[10 36] ; [13 31],[11.75555556 34.24444444] ; [11.24444444 32.75555556],0
n1,1,0.418226,0.655294,[ 6 17] ; [ 3 16],[ 4.92857143 18.07142857] ; [ 4.07142857 14.92857143],0
v4,1,0.431674,0.618315,[42  5] ; [36  7],[40.73333333  6.26666667] ; [37.26666667  5.73333333],0
p10,1,0.440888,0.593971,[23 22] ; [18 24],[21.20689655 23.79310345] ; [19.79310345 22.20689655],0
a4,1,0.501711,0.451316,[17 30] ; [13 31],[15.49450549 31.50549451] ; [14.50549451 29.49450549],0
b1,1,0.602366,0.271442,[22 25] ; [23 21],[23.24175824 23.75824176] ; [21.75824176 22.24175824],0
u2,1,0.618481,0.248008,[ 9 10] ; [10  8],[9.75675676 9.24324324] ; [9.24324324 8.75675676],0
a3,1,0.621506,0.243756,[26 21] ; [26 17],[27.15555556 19.84444444] ; [24.84444444 18.15555556],0
a6,1,0.62807,0.234687,[28 19] ; [24 20],[26.85714286 20.14285714] ; [25.14285714 18.85714286],0
u3,1,0.637809,0.22162,[12  7] ; [10  8],[11.2972973  7.7027027] ; [10.7027027  7.2972973],0
p8,1,0.659233,0.194457,[14 32] ; [11 31],[13.06818182 32.93181818] ; [11.93181818 30.06818182],0
b4,1,0.780502,0.077654,[27 20] ; [24 20],[26.34065934 20.65934066] ; [24.65934066 19.34065934],0
u1,1,0.804833,0.061057,[ 5 42] ; [ 4 40],[ 4.64835165 42.35164835] ; [ 4.35164835 39.64835165],0
b5,1,0.835547,0.043095,[30 17] ; [29 15],[30.47252747 16.52747253] ; [28.52747253 15.47252747],0
d2,1,0.873727,0.025257,[20 27] ; [18 26],[19.62637363 27.37362637] ; [18.37362637 25.62637363],0
b2,1,0.92177,0.009644,[ 5 14] ; [ 6 18],[ 4.86046512 14.13953488] ; [ 6.13953488 17.86046512],0
b3,1,0.92177,0.009644,[ 5 14] ; [ 6 18],[ 4.86046512 14.13953488] ; [ 6.13953488 17.86046512],0
p6,1,0.928054,0.008153,[ 8 38] ; [ 7 35],[ 7.84090909 38.15909091] ; [ 7.15909091 34.84090909],0
a1,1,0.946208,0.004552,[ 2 45] ; [ 2 42],[ 2.06593407 44.93406593] ; [ 1.93406593 42.06593407],0
