Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,45.51162,[40 48] ; [370  94],[65.36231884 22.63768116] ; [344.63768116 119.36231884],1
n4,1,0.0,36.808786,[47 42] ; [382  83],[68.91877256 20.08122744] ; [360.08122744 104.91877256],1
p11,1,0.0,26.936497,[50 39] ; [379  87],[68.79459459 20.20540541] ; [360.20540541 105.79459459],1
p10,1,0.0,26.862553,[53 33] ; [393  68],[70.12065814 15.87934186] ; [375.87934186  85.12065814],1
p9,1,1.6e-05,18.645085,[59 27] ; [399  59],[72.40441176 13.59558824] ; [385.59558824  72.40441176],1
p4,1,6.1e-05,16.08224,[38 50] ; [304 158],[54.72 33.28] ; [287.28 174.72],1
r4,1,0.000124,14.724475,[79 10] ; [454  12],[85.47207207  3.52792793] ; [447.52792793  18.47207207],1
s6,1,0.000369,12.684837,[47 42] ; [328 128],[61.23853211 27.76146789] ; [313.76146789 142.23853211],1
v4,1,0.000417,12.453397,[81  8] ; [455   9],[86.26401447  2.73598553] ; [449.73598553  14.26401447],1
p6,1,0.000527,12.018407,[17 69] ; [181 279],[31.18681319 54.81318681] ; [166.81318681 293.18681319],1
s7,1,0.000627,11.694006,[26 56] ; [231 211],[40.21755725 41.78244275] ; [216.78244275 225.21755725],1
s5,1,0.000739,11.388495,[14 71] ; [158 292],[27.3271028 57.6728972] ; [144.6728972 305.3271028],1
d2,1,0.002753,8.964604,[32 56] ; [250 215],[44.87522604 43.12477396] ; [237.12477396 227.87522604],0
u1,1,0.002895,8.872727,[11 78] ; [127 339],[22.12972973 66.87027027] ; [115.87027027 350.12972973],0
p2,1,0.006492,7.408319,[66 22] ; [401  63],[74.44927536 13.55072464] ; [392.55072464  71.44927536],0
v1,1,0.007268,7.205608,[36 51] ; [260 196],[47.42541436 39.57458564] ; [248.57458564 207.42541436],0
p12,1,0.008635,6.896793,[ 1 85] ; [ 45 419],[ 7.19272727 78.80727273] ; [ 38.80727273 425.19272727],0
s8,1,0.009796,6.67168,[28 61] ; [213 247],[39.06921676 49.93078324] ; [201.93078324 258.06921676],0
r2,1,0.010636,6.525128,[83  6] ; [455   9],[86.58589512  2.41410488] ; [451.41410488  12.58589512],0
s2,1,0.014931,5.924545,[35 53] ; [247 211],[45.45054945 42.54945055] ; [236.54945055 221.45054945],0
p3,1,0.015956,5.807692,[33 55] ; [239 225],[43.36231884 44.63768116] ; [228.63768116 235.36231884],0
d1,1,0.016423,5.756978,[48 41] ; [313 153],[57.89009009 31.10990991] ; [303.10990991 162.89009009],0
p7,1,0.030255,4.694741,[45 39] ; [298 154],[53.75373134 30.24626866] ; [289.24626866 162.75373134],0
b1,1,0.031463,4.627496,[41 48] ; [159 307],[32.07207207 56.92792793] ; [167.92792793 298.07207207],0
p8,1,0.036068,4.393908,[38 48] ; [258 199],[46.88029466 39.11970534] ; [249.11970534 207.88029466],0
r3,1,0.040433,4.199641,[82  6] ; [452  12],[85.13043478  2.86956522] ; [448.86956522  15.13043478],0
v3,1,0.044801,4.026105,[25 57] ; [190 259],[33.20150659 48.79849341] ; [181.79849341 267.20150659],0
v2,1,0.059278,3.557471,[42 39] ; [282 166],[49.61058601 31.38941399] ; [274.38941399 173.61058601],0
s3,1,0.062819,3.46135,[41 46] ; [263 191],[48.88724584 38.11275416] ; [255.11275416 198.88724584],0
p5,1,0.075703,3.154815,[ 5 82] ; [ 57 406],[ 9.80727273 77.19272727] ; [ 52.19272727 410.80727273],0
p1,1,0.096253,2.766559,[ 4 84] ; [ 47 416],[ 8.14519056 79.85480944] ; [ 42.85480944 420.14519056],0
b3,1,0.097439,2.746976,[11 37] ; [ 98 181],[16. 32.] ; [ 93. 186.],0
b2,1,0.097439,2.746976,[11 37] ; [ 98 181],[16. 32.] ; [ 93. 186.],0
