Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000857,11.114315,[90 16] ; [17 13],[83.39705882 22.60294118] ; [23.60294118  6.39705882],1
v4,1,0.001088,10.670879,[103   3] ; [25  6],[99.03649635  6.96350365] ; [28.96350365  2.03649635],0
r3,1,0.001443,10.15048,[105   2] ; [26  5],[101.57246377   5.42753623] ; [29.42753623  1.57246377],0
r2,1,0.00197,9.577187,[101   5] ; [24  7],[96.71532847  9.28467153] ; [28.28467153  2.71532847],0
r4,1,0.002683,9.011396,[98  9] ; [22  9],[93.04347826 13.95652174] ; [26.95652174  4.04347826],0
a6,1,0.003919,8.320772,[78 29] ; [14 17],[71.33333333 35.66666667] ; [20.66666667 10.33333333],0
d3,1,0.003919,8.320772,[78 29] ; [14 17],[71.33333333 35.66666667] ; [20.66666667 10.33333333],0
r1,1,0.005203,7.807339,[82 24] ; [16 15],[75.82481752 30.17518248] ; [22.17518248  8.82481752],0
p10,1,0.005627,7.666053,[91 15] ; [19 11],[85.73529412 20.26470588] ; [24.26470588  5.73529412],0
p9,1,0.009661,6.696429,[89 16] ; [19 11],[84. 21.] ; [24.  6.],0
b5,1,0.019154,5.487406,[73 34] ; [14 17],[67.45652174 39.54347826] ; [19.54347826 11.45652174],0
d5,1,0.020048,5.407717,[87 20] ; [19 12],[82.1884058 24.8115942] ; [23.8115942  7.1884058],0
s3,1,0.026535,4.920831,[88 18] ; [20 11],[83.5620438 22.4379562] ; [24.4379562  6.5620438],0
d4,1,0.027165,4.880311,[96 11] ; [23  8],[92.26811594 14.73188406] ; [26.73188406  4.26811594],0
a2,1,0.055498,3.667045,[23 84] ; [ 2 29],[19.38405797 87.61594203] ; [ 5.61594203 25.38405797],0
n5,1,0.065702,3.38726,[73 34] ; [15 15],[68.72992701 38.27007299] ; [19.27007299 10.72992701],0
n4,1,0.069084,3.304641,[71 36] ; [15 16],[66.68115942 40.31884058] ; [19.31884058 11.68115942],0
u2,1,0.075001,3.170035,[27 19] ; [4 9],[24.16949153 21.83050847] ; [6.83050847 6.16949153],0
p11,1,0.080982,3.045084,[88 19] ; [21 10],[84.51449275 22.48550725] ; [24.48550725  6.51449275],0
p6,1,0.082725,3.01054,[36 70] ; [ 5 24],[32.19259259 73.80740741] ; [ 8.80740741 20.19259259],0
n6,1,0.091614,2.845774,[86 20] ; [20 10],[82.61764706 23.38235294] ; [23.38235294  6.61764706],0
d1,1,0.094932,2.788695,[63 44] ; [13 18],[58.92753623 48.07246377] ; [17.07246377 13.92753623],0
v2,1,0.095068,2.786395,[45 53] ; [19 11],[49. 49.] ; [15. 15.],0
a1,1,0.098435,2.730726,[  3 104] ; [ 3 28],[  4.65217391 102.34782609] ; [ 1.34782609 29.65217391],0
v1,1,0.10785,2.58545,[49 53] ; [20 11],[52.91729323 49.08270677] ; [16.08270677 14.91729323],0
p4,1,0.130016,2.292309,[63 44] ; [13 17],[59.35766423 47.64233577] ; [16.64233577 13.35766423],0
p8,1,0.137679,2.203712,[52 55] ; [10 20],[48.42335766 58.57664234] ; [13.57664234 16.42335766],0
s4,1,0.143252,2.142679,[22 81] ; [ 3 28],[19.21641791 83.78358209] ; [ 5.78358209 25.21641791],0
p12,1,0.192983,1.694695,[12 95] ; [ 1 29],[10.15328467 96.84671533] ; [ 2.84671533 27.15328467],0
b2,1,0.228785,1.448397,[17 32] ; [ 4 16],[14.91304348 34.08695652] ; [ 6.08695652 13.91304348],0
b3,1,0.228785,1.448397,[17 32] ; [ 4 16],[14.91304348 34.08695652] ; [ 6.08695652 13.91304348],0
s6,1,0.232488,1.425577,[82 24] ; [20 10],[79.5 26.5] ; [22.5  7.5],0
a4,1,0.233391,1.420078,[40 67] ; [ 8 23],[37.2173913 69.7826087] ; [10.7826087 20.2173913],0
a5,1,0.24857,1.331323,[74 33] ; [18 13],[71.33333333 35.66666667] ; [20.66666667 10.33333333],0
n3,1,0.250592,1.32,[18  7] ; [4 4],[16.66666667  8.33333333] ; [5.33333333 2.66666667],0
d2,1,0.353833,0.859663,[44 62] ; [10 21],[41.7810219 64.2189781] ; [12.2189781 18.7810219],0
s8,1,0.365112,0.820233,[29 78] ; [11 20],[31.01449275 75.98550725] ; [ 8.98550725 22.01449275],0
p5,1,0.412406,0.671854,[ 8 98] ; [ 1 29],[ 7.01470588 98.98529412] ; [ 1.98529412 28.01470588],0
v3,1,0.43804,0.60141,[36 66] ; [ 8 21],[34.25954198 67.74045802] ; [ 9.74045802 19.25954198],0
u3,1,0.457902,0.551019,[26 19] ; [6 7],[24.82758621 20.17241379] ; [7.17241379 5.82758621],0
n1,1,0.458902,0.548571,[ 7 18] ; [1 6],[ 6.25 18.75] ; [1.75 5.25],0
p3,1,0.477017,0.505676,[47 60] ; [11 19],[45.29927007 61.70072993] ; [12.70072993 17.29927007],0
a8,1,0.493609,0.46865,[12 91] ; [ 2 26],[11.00763359 91.99236641] ; [ 2.99236641 25.00763359],0
n2,1,0.627766,0.235102,[20  5] ; [5 2],[19.53125  5.46875] ; [5.46875 1.53125],0
s5,1,0.628563,0.234014,[35 68] ; [12 19],[36.12686567 66.87313433] ; [10.87313433 20.12686567],0
p7,1,0.737034,0.112751,[61 43] ; [16 13],[60.21052632 43.78947368] ; [16.78947368 12.21052632],0
b1,1,0.737506,0.11233,[38 69] ; [10 21],[37.2173913 69.7826087] ; [10.7826087 20.2173913],0
b4,1,0.758291,0.094695,[62 45] ; [17 14],[61.25362319 45.74637681] ; [17.74637681 13.25362319],0
a3,1,0.843997,0.038724,[60 47] ; [18 13],[60.47826087 46.52173913] ; [17.52173913 13.47826087],0
