Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.895142,[71 24] ; [12 29],[57.97794118 37.02205882] ; [25.02205882 15.97794118],1
p8,1,0.354129,0.858608,[70 25] ; [27 14],[67.75735294 27.24264706] ; [29.24264706 11.75735294],0
n1,1,0.368714,0.807994,[ 8 13] ; [7 6],[ 9.26470588 11.73529412] ; [5.73529412 7.26470588],0
n2,1,0.378369,0.775993,[15  6] ; [11  2],[16.05882353  4.94117647] ; [9.94117647 3.05882353],0
v4,1,0.379803,0.771339,[93  2] ; [39  2],[92.20588235  2.79411765] ; [39.79411765  1.20588235],0
s2,1,0.404016,0.696341,[56 39] ; [21 20],[53.78676471 41.21323529] ; [23.21323529 17.78676471],0
s1,1,0.448673,0.574001,[ 5 88] ; [ 1 40],[ 4.1641791 88.8358209] ; [ 1.8358209 39.1641791],0
r3,1,0.476857,0.506043,[90  5] ; [39  1],[90.77777778  4.22222222] ; [38.22222222  1.77777778],0
b1,1,0.525754,0.402591,[45 50] ; [17 24],[43.30882353 51.69117647] ; [18.69117647 22.30882353],0
s4,1,0.53979,0.375929,[26 66] ; [ 9 30],[24.58015267 67.41984733] ; [10.41984733 28.58015267],0
p1,1,0.587044,0.294985,[15 80] ; [ 5 36],[13.97058824 81.02941176] ; [ 6.02941176 34.97058824],0
v3,1,0.593417,0.285039,[20 75] ; [ 7 34],[18.86029412 76.13970588] ; [ 8.13970588 32.86029412],0
b2,1,0.601943,0.272075,[30 32] ; [11 15],[28.88636364 33.11363636] ; [12.11363636 13.88636364],0
b3,1,0.601943,0.272075,[30 32] ; [11 15],[28.88636364 33.11363636] ; [12.11363636 13.88636364],0
u3,1,0.801712,0.063067,[14  9] ; [12  9],[13.59090909  9.40909091] ; [12.40909091  8.59090909],0
p7,1,0.845281,0.038081,[78 15] ; [33  7],[77.61654135 15.38345865] ; [33.38345865  6.61654135],0
a7,1,0.882904,0.021694,[63 32] ; [26 14],[62.62962963 32.37037037] ; [26.37037037 13.62962963],0
