Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,141.635616,[119  25] ; [ 63 219],[61.52112676 82.47887324] ; [120.47887324 161.52112676],1
s6,1,0.0,55.155298,[112  30] ; [114 166],[76.04739336 65.95260664] ; [149.95260664 130.04739336],1
s7,1,0.0,45.793239,[70 74] ; [ 46 222],[ 40.54368932 103.45631068] ; [ 75.45631068 192.54368932],1
s5,1,0.0,34.63474,[62 80] ; [ 48 233],[ 36.92671395 105.07328605] ; [ 73.07328605 207.92671395],1
s4,1,2e-05,18.153409,[ 37 105] ; [ 29 255],[ 22. 120.] ; [ 44. 240.],1
a7,1,0.005027,7.869721,[119  26] ; [198  87],[106.89534884  38.10465116] ; [210.10465116  74.89534884],0
d4,1,0.006589,7.381774,[126  20] ; [213  71],[115.10232558  30.89767442] ; [223.89767442  60.10232558],0
p10,1,0.017691,5.626526,[123  22] ; [211  71],[113.41920375  31.58079625] ; [220.58079625  61.41920375],0
p12,1,0.022437,5.211573,[ 12 134] ; [  9 273],[  7.1635514 138.8364486] ; [ 13.8364486 268.1635514],0
s1,1,0.032447,4.574703,[  5 138] ; [  2 281],[  2.34976526 140.65023474] ; [  4.65023474 278.34976526],0
a1,1,0.060458,3.524763,[  8 138] ; [  6 280],[  4.73148148 141.26851852] ; [  9.26851852 276.73148148],0
u1,1,0.065867,3.383114,[ 25 121] ; [ 31 255],[ 18.92592593 127.07407407] ; [ 37.07407407 248.92592593],0
a8,1,0.097087,2.75275,[ 20 114] ; [ 24 233],[ 15.07928389 118.92071611] ; [ 28.92071611 228.07928389],0
d1,1,0.103646,2.64853,[81 65] ; [135 151],[73. 73.] ; [143. 143.],0
n1,1,0.11117,2.537507,[ 6 26] ; [23 44],[ 9.37373737 22.62626263] ; [19.62626263 47.37373737],0
p9,1,0.120544,2.410236,[123  19] ; [228  55],[117.27529412  24.72470588] ; [233.72470588  49.27529412],0
p4,1,0.123751,2.369193,[90 56] ; [153 131],[82.50697674 63.49302326] ; [160.49302326 123.50697674],0
p6,1,0.127694,2.32032,[51 93] ; [ 79 201],[44.1509434 99.8490566] ; [ 85.8490566 194.1509434],0
n5,1,0.131832,2.270794,[108  36] ; [193  91],[101.27102804  42.72897196] ; [199.72897196  84.27102804],0
u2,1,0.165526,1.922999,[30 20] ; [50 54],[25.97402597 24.02597403] ; [54.02597403 49.97402597],0
d2,1,0.165747,1.920992,[65 80] ; [108 177],[58.3372093 86.6627907] ; [114.6627907 170.3372093],0
u3,1,0.168596,1.895385,[29 21] ; [48 56],[25. 25.] ; [52. 52.],0
a2,1,0.177287,1.82022,[ 34 112] ; [ 51 235],[ 28.72685185 117.27314815] ; [ 56.27314815 229.72685185],0
p8,1,0.181752,1.783242,[65 78] ; [147 134],[71.5 71.5] ; [140.5 140.5],0
n4,1,0.197318,1.662116,[112  34] ; [202  83],[106.36658933  39.63341067] ; [207.63341067  77.36658933],0
r3,1,0.219617,1.50687,[138   5] ; [266  18],[135.29742389   7.70257611] ; [268.70257611  15.29742389],0
n3,1,0.22326,1.483292,[23 10] ; [54 13],[25.41  7.59] ; [51.59 15.41],0
r2,1,0.223437,1.482158,[137   8] ; [258  25],[133.82009346  11.17990654] ; [261.17990654  21.82009346],0
r4,1,0.24322,1.361831,[130  16] ; [243  43],[126.06018519  19.93981481] ; [246.93981481  39.06018519],0
n6,1,0.252205,1.311049,[121  22] ; [229  57],[116.66666667  26.33333333] ; [233.33333333  52.66666667],0
d3,1,0.284568,1.145143,[105  40] ; [192  93],[100.15116279  44.84883721] ; [196.84883721  88.15116279],0
a6,1,0.300046,1.073988,[96 50] ; [202  84],[100.71296296  45.28703704] ; [197.28703704  88.71296296],0
n2,1,0.3034,1.059188,[26  6] ; [48 19],[23.91919192  8.08080808] ; [50.08080808 16.91919192],0
v1,1,0.320908,0.985244,[64 78] ; [141 140],[68.8179669 73.1820331] ; [136.1820331 144.8179669],0
r1,1,0.332304,0.939898,[114  31] ; [212  73],[109.93023256  35.06976744] ; [216.06976744  68.93023256],0
a4,1,0.364398,0.82268,[64 82] ; [112 173],[59.61948956 86.38051044] ; [116.38051044 168.61948956],0
p5,1,0.424415,0.638058,[ 14 132] ; [ 21 264],[ 11.85614849 134.14385151] ; [ 23.14385151 261.85614849],0
v3,1,0.449029,0.573103,[47 95] ; [ 82 196],[43.61428571 98.38571429] ; [ 85.38571429 192.61428571],0
a5,1,0.471839,0.517665,[101  45] ; [188  98],[97.6712963 48.3287037] ; [191.3287037  94.6712963],0
b5,1,0.501391,0.451991,[86 60] ; [178 108],[89.22222222 56.77777778] ; [174.77777778 111.22222222],0
b4,1,0.515504,0.422879,[91 55] ; [169 117],[87.87037037 58.12962963] ; [172.12962963 113.87037037],0
p7,1,0.517576,0.418721,[92 50] ; [173 108],[88.95981087 53.04018913] ; [176.04018913 104.95981087],0
u4,1,0.627265,0.235788,[  1 145] ; [  1 285],[  0.67592593 145.32407407] ; [  1.32407407 284.67592593],0
b1,1,0.629559,0.23266,[55 91] ; [101 185],[52.72222222 93.27777778] ; [103.27777778 182.72222222],0
v2,1,0.675067,0.175732,[70 70] ; [144 132],[72.01923077 67.98076923] ; [141.98076923 134.01923077],0
p11,1,0.691695,0.157256,[114  32] ; [228  58],[115.58333333  30.41666667] ; [226.41666667  59.58333333],0
p3,1,0.797481,0.065848,[62 83] ; [126 160],[63.24825986 81.75174014] ; [124.75174014 161.24825986],0
d5,1,0.812905,0.056017,[115  30] ; [224  62],[114.0487239  30.9512761] ; [224.9512761  61.0487239],0
p1,1,0.858053,0.031988,[ 10 135] ; [ 21 264],[ 10.45348837 134.54651163] ; [ 20.54651163 264.45348837],0
a3,1,0.894053,0.017736,[94 52] ; [181 103],[93.37209302 52.62790698] ; [181.62790698 102.37209302],0
v4,1,0.924969,0.008869,[137   8] ; [268  15],[137.20794393   7.79205607] ; [267.79205607  15.20794393],0
b3,1,0.941861,0.005319,[22 55] ; [ 45 110],[22.23706897 54.76293103] ; [ 44.76293103 110.23706897],0
b2,1,0.941861,0.005319,[22 55] ; [ 45 110],[22.23706897 54.76293103] ; [ 44.76293103 110.23706897],0
