Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,25.472226,[10 23] ; [41  7],[20.77777778 12.22222222] ; [30.22222222 17.77777778],1
v4,1,2e-06,22.438435,[12 21] ; [41  6],[21.8625 11.1375] ; [31.1375 15.8625],1
p2,1,0.001289,10.357642,[10 23] ; [32 16],[17.11111111 15.88888889] ; [24.88888889 23.11111111],0
u3,1,0.001432,10.164706,[ 3 12] ; [13  4],[7.5 7.5] ; [8.5 8.5],0
n2,1,0.006552,7.391917,[ 6 13] ; [15  5],[10.23076923  8.76923077] ; [10.76923077  9.23076923],0
b4,1,0.008777,6.867677,[13 20] ; [33 15],[18.74074074 14.25925926] ; [27.25925926 20.74074074],0
n3,1,0.009752,6.679716,[ 8 11] ; [15  3],[11.81081081  7.18918919] ; [11.18918919  6.81081081],0
p3,1,0.014154,6.018809,[ 4 28] ; [18 30],[ 8.8 23.2] ; [13.2 34.8],0
p11,1,0.023143,5.157719,[ 7 26] ; [22 26],[11.81481481 21.18518519] ; [17.18518519 30.81481481],0
d4,1,0.025405,4.996047,[18 15] ; [36 10],[22.55696203 10.44303797] ; [31.44303797 14.55696203],0
s2,1,0.029606,4.732042,[ 4 29] ; [16 32],[ 8.14814815 24.85185185] ; [11.85185185 36.14814815],0
p4,1,0.061363,3.50015,[ 6 27] ; [18 30],[ 9.77777778 23.22222222] ; [14.22222222 33.77777778],0
s6,1,0.071959,3.237766,[ 8 25] ; [21 27],[11.81481481 21.18518519] ; [17.18518519 30.81481481],0
b5,1,0.074711,3.17636,[14 19] ; [30 18],[17.92592593 15.07407407] ; [26.07407407 21.92592593],0
s7,1,0.119642,2.422007,[ 3 26] ; [11 33],[ 5.56164384 23.43835616] ; [ 8.43835616 35.56164384],0
s3,1,0.167546,1.904762,[11 21] ; [24 24],[14. 18.] ; [21. 27.],0
v2,1,0.243093,1.362567,[ 9 24] ; [18 27],[11.42307692 21.57692308] ; [15.57692308 29.42307692],0
v1,1,0.252343,1.310283,[ 9 24] ; [19 29],[11.40740741 21.59259259] ; [16.59259259 31.40740741],0
d3,1,0.256142,1.289491,[14 19] ; [26 21],[16.5 16.5] ; [23.5 23.5],0
p9,1,0.284741,1.144322,[ 8 25] ; [17 31],[10.18518519 22.81481481] ; [14.81481481 33.18518519],0
a8,1,0.300225,1.073195,[ 2 30] ; [ 6 38],[ 3.36842105 28.63157895] ; [ 4.63157895 39.36842105],0
b1,1,0.30238,1.063668,[21 12] ; [25 23],[18.74074074 14.25925926] ; [27.25925926 20.74074074],0
b3,1,0.305848,1.04852,[ 8 11] ; [ 9 23],[ 6.33333333 12.66666667] ; [10.66666667 21.33333333],0
b2,1,0.305848,1.04852,[ 8 11] ; [ 9 23],[ 6.33333333 12.66666667] ; [10.66666667 21.33333333],0
a2,1,0.308238,1.03821,[ 4 29] ; [10 38],[ 5.7037037 27.2962963] ; [ 8.2962963 39.7037037],0
p8,1,0.315286,1.008403,[ 5 27] ; [12 36],[ 6.8 25.2] ; [10.2 37.8],0
p6,1,0.315926,1.00574,[ 4 28] ; [10 37],[ 5.67088608 26.32911392] ; [ 8.32911392 38.67088608],0
n5,1,0.363875,0.824476,[15 18] ; [17 31],[13.03703704 19.96296296] ; [18.96296296 29.03703704],0
s1,1,0.371233,0.799535,[ 4 29] ; [ 3 44],[ 2.8875 30.1125] ; [ 4.1125 42.8875],0
d1,1,0.391989,0.732762,[10 23] ; [19 29],[11.81481481 21.18518519] ; [17.18518519 30.81481481],0
a3,1,0.453547,0.561773,[18 14] ; [31 17],[19.6 12.4] ; [29.4 18.6],0
a5,1,0.474047,0.512526,[18 15] ; [30 18],[19.55555556 13.44444444] ; [28.44444444 19.55555556],0
d5,1,0.489927,0.476686,[20 13] ; [32 15],[21.45 11.55] ; [30.55 16.45],0
v3,1,0.554821,0.348751,[ 6 27] ; [10 32],[ 7.04 25.96] ; [ 8.96 33.04],0
p7,1,0.567091,0.327574,[11 22] ; [19 29],[12.22222222 20.77777778] ; [17.77777778 30.22222222],0
u2,1,0.593634,0.284705,[7 8] ; [9 7],[7.74193548 7.25806452] ; [8.25806452 7.74193548],0
s5,1,0.666798,0.185371,[ 4 29] ; [ 7 38],[ 4.65384615 28.34615385] ; [ 6.34615385 38.65384615],0
a7,1,0.735254,0.114342,[18 15] ; [28 20],[18.74074074 14.25925926] ; [27.25925926 20.74074074],0
p12,1,0.799056,0.064805,[ 1 32] ; [ 1 46],[ 0.825 32.175] ; [ 1.175 45.825],0
n4,1,0.814242,0.055205,[17 16] ; [26 22],[17.51851852 15.48148148] ; [25.48148148 22.51851852],0
a4,1,0.837927,0.041839,[13 20] ; [20 28],[13.44444444 19.55555556] ; [19.55555556 28.44444444],0
a6,1,0.921089,0.009813,[20 13] ; [29 18],[20.2125 12.7875] ; [28.7875 18.2125],0
p1,1,0.927952,0.008176,[ 3 30] ; [ 4 43],[ 2.8875 30.1125] ; [ 4.1125 42.8875],0
s4,1,0.943614,0.005002,[ 5 28] ; [ 7 41],[ 4.88888889 28.11111111] ; [ 7.11111111 40.88888889],0
d2,1,0.945406,0.004689,[15 18] ; [21 26],[14.85 18.15] ; [21.15 25.85],0
n1,1,1.0,0.0,[ 8 11] ; [ 8 11],[ 8. 11.] ; [ 8. 11.],0
