Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004715,7.985561,[6 8] ; [76 21],[10.34234234  3.65765766] ; [71.65765766 25.34234234],0
a6,1,0.01922,5.481401,[ 4 10] ; [61 38],[8.05309735 5.94690265] ; [56.94690265 42.05309735],0
r1,1,0.025451,4.99295,[6 8] ; [71 27],[9.625 4.375] ; [67.375 30.625],0
r4,1,0.04576,3.990393,[5 9] ; [63 36],[8.42477876 5.57522124] ; [59.57522124 39.42477876],0
d4,1,0.061378,3.499757,[7 7] ; [72 25],[9.96396396 4.03603604] ; [69.03603604 27.96396396],0
p7,1,0.069786,3.288049,[ 2 12] ; [38 59],[5.04504505 8.95495495] ; [34.95495495 62.04504505],0
a7,1,0.121655,2.395884,[5 9] ; [56 41],[7.69369369 6.30630631] ; [53.30630631 43.69369369],0
s6,1,0.126156,2.339181,[7 7] ; [29 69],[4.5 9.5] ; [31.5 66.5],0
n2,1,0.189335,1.722784,[3 6] ; [23 17],[4.7755102 4.2244898] ; [21.2244898 18.7755102],0
r2,1,0.202986,1.620757,[9 4] ; [82 16],[10.65765766  2.34234234] ; [80.34234234 17.65765766],0
b5,1,0.207059,1.591872,[10  4] ; [53 46],[7.80530973 6.19469027] ; [55.19469027 43.80530973],0
v2,1,0.230173,1.439794,[ 3 11] ; [36 59],[5.00917431 8.99082569] ; [33.99082569 61.00917431],0
p11,1,0.232821,1.423544,[ 4 10] ; [45 54],[6.07079646 7.92920354] ; [42.92920354 56.07079646],0
u3,1,0.24191,1.369431,[5 2] ; [18 20],[3.57777778 3.42222222] ; [19.42222222 18.57777778],0
v4,1,0.251597,1.314412,[8 5] ; [74 23],[9.69090909 3.30909091] ; [72.30909091 24.69090909],0
p8,1,0.268878,1.222462,[ 1 13] ; [19 80],[ 2.47787611 11.52212389] ; [17.52212389 81.47787611],0
n1,1,0.293579,1.103134,[2 7] ; [16 23],[3.375 5.625] ; [14.625 24.375],0
a2,1,0.337163,0.921189,[ 1 13] ; [17 82],[ 2.2300885 11.7699115] ; [15.7699115 83.2300885],0
s1,1,0.36501,0.820584,[ 2 12] ; [ 7 90],[ 1.13513514 12.86486486] ; [ 7.86486486 89.13513514],0
b1,1,0.37224,0.796173,[6 8] ; [55 44],[7.55752212 6.44247788] ; [53.44247788 45.55752212],0
a3,1,0.380201,0.770053,[7 7] ; [61 37],[8.5 5.5] ; [59.5 38.5],0
d2,1,0.408886,0.682037,[8 6] ; [44 53],[6.55855856 7.44144144] ; [45.44144144 51.55855856],0
a5,1,0.45405,0.560522,[6 8] ; [53 46],[7.30973451 6.69026549] ; [51.69026549 47.30973451],0
s7,1,0.495614,0.464315,[4 9] ; [20 70],[3.02912621 9.97087379] ; [20.97087379 69.02912621],0
p10,1,0.496761,0.461848,[ 2 12] ; [22 77],[ 2.97345133 11.02654867] ; [21.02654867 77.97345133],0
s3,1,0.499868,0.455216,[6 8] ; [33 65],[4.875 9.125] ; [34.125 63.875],0
d5,1,0.584685,0.298721,[8 6] ; [64 35],[8.92035398 5.07964602] ; [63.07964602 35.92035398],0
p2,1,0.59239,0.286627,[7 7] ; [42 57],[6.07079646 7.92920354] ; [42.92920354 56.07079646],0
b4,1,0.637931,0.221459,[8 6] ; [63 36],[8.79646018 5.20353982] ; [62.20353982 36.79646018],0
p3,1,0.647305,0.209314,[ 2 12] ; [19 79],[ 2.625 11.375] ; [18.375 79.625],0
n5,1,0.66643,0.185806,[7 7] ; [55 43],[7.75 6.25] ; [54.25 43.75],0
v3,1,0.680637,0.169409,[ 3 11] ; [25 69],[ 3.62962963 10.37037037] ; [24.37037037 69.62962963],0
d1,1,0.684507,0.165096,[5 9] ; [41 58],[5.69911504 8.30088496] ; [40.30088496 58.69911504],0
v1,1,0.722304,0.126295,[ 4 10] ; [33 66],[4.5840708 9.4159292] ; [32.4159292 66.5840708],0
p1,1,0.751076,0.100629,[ 1 13] ; [ 5 93],[ 0.75 13.25] ; [ 5.25 92.75],0
b3,1,0.776814,0.080357,[2 5] ; [19 37],[2.33333333 4.66666667] ; [18.66666667 37.33333333],0
b2,1,0.776814,0.080357,[2 5] ; [19 37],[2.33333333 4.66666667] ; [18.66666667 37.33333333],0
s2,1,0.806772,0.059826,[ 4 10] ; [25 73],[ 3.625 10.375] ; [25.375 72.625],0
n3,1,0.820853,0.051279,[5 4] ; [19 18],[4.69565217 4.30434783] ; [19.30434783 17.69565217],0
a4,1,0.825634,0.048534,[5 9] ; [38 60],[5.375 8.625] ; [37.625 60.375],0
d3,1,0.859467,0.031348,[7 7] ; [47 52],[6.69026549 7.30973451] ; [47.30973451 51.69026549],0
u1,1,0.903431,0.014721,[ 1 13] ; [ 8 91],[ 1.11504425 12.88495575] ; [ 7.88495575 91.11504425],0
n4,1,0.940242,0.00562,[9 5] ; [64 34],[9.125 4.875] ; [63.875 34.125],0
u2,1,0.984912,0.000358,[4 3] ; [21 16],[3.97727273 3.02272727] ; [21.02272727 15.97727273],0
s5,1,0.988298,0.000215,[ 2 12] ; [14 83],[ 2.01801802 11.98198198] ; [13.98198198 83.01801802],0
a1,1,0.992139,9.7e-05,[ 1 13] ; [ 7 92],[ 0.99115044 13.00884956] ; [ 7.00884956 91.99115044],0
n6,1,1.0,0.0,[8 6] ; [56 42],[8. 6.] ; [56. 42.],0
