Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.003415,8.571118,[ 59 105] ; [23 14],[66.90547264 97.09452736] ; [15.09452736 21.90547264],0
b5,1,0.00391,8.325156,[88 84] ; [10 29],[79.88625592 92.11374408] ; [18.11374408 20.88625592],0
s6,1,0.007767,7.086318,[97 69] ; [31  7],[104.15686275  61.84313725] ; [23.84313725 14.15686275],0
p3,1,0.009371,6.750624,[78 91] ; [27 12],[85.3125 83.6875] ; [19.6875 19.3125],0
s7,1,0.012384,6.254994,[80 86] ; [25 10],[86.71641791 79.28358209] ; [18.28358209 16.71641791],0
n4,1,0.017277,5.668016,[136  35] ; [24 15],[130.28571429  40.71428571] ; [29.71428571  9.28571429],0
d3,1,0.023034,5.165919,[80 92] ; [26 13],[86.40758294 85.59241706] ; [19.59241706 19.40758294],0
s3,1,0.027392,4.865919,[89 81] ; [28 11],[95.16746411 74.83253589] ; [21.83253589 17.16746411],0
u3,1,0.027839,4.838017,[16 23] ; [8 2],[19.10204082 19.89795918] ; [4.89795918 5.10204082],0
s2,1,0.050942,3.810166,[80 91] ; [25 14],[85.5 85.5] ; [19.5 19.5],0
b3,1,0.05261,3.756272,[59 57] ; [ 7 17],[54.68571429 61.31428571] ; [11.31428571 12.68571429],0
b2,1,0.05261,3.756272,[59 57] ; [ 7 17],[54.68571429 61.31428571] ; [11.31428571 12.68571429],0
p6,1,0.056692,3.631609,[ 51 113] ; [18 20],[ 56.01980198 107.98019802] ; [12.98019802 25.01980198],0
n5,1,0.059008,3.565062,[129  40] ; [24 15],[124.3125  44.6875] ; [28.6875 10.3125],0
d5,1,0.098104,2.736093,[140  32] ; [36  3],[143.46919431  28.53080569] ; [32.53080569  6.46919431],0
v2,1,0.120709,2.408098,[91 75] ; [16 23],[86.64390244 79.35609756] ; [20.35609756 18.64390244],0
a8,1,0.125419,2.348307,[ 17 148] ; [ 1 38],[ 14.55882353 150.44117647] ; [ 3.44117647 35.55882353],0
p7,1,0.13863,2.193096,[101  65] ; [28 10],[104.97058824  61.02941176] ; [24.02941176 13.97058824],0
b4,1,0.147402,2.098936,[97 75] ; [17 22],[92.92890995 79.07109005] ; [21.07109005 17.92890995],0
b1,1,0.159786,1.976246,[80 92] ; [23 16],[83.96208531 88.03791469] ; [19.03791469 19.96208531],0
s1,1,0.160397,1.970477,[  5 166] ; [ 3 36],[  6.51428571 164.48571429] ; [ 1.48571429 37.51428571],0
p1,1,0.174833,1.84101,[ 11 160] ; [ 5 34],[ 13.02857143 157.97142857] ; [ 2.97142857 36.02857143],0
d1,1,0.225099,1.471565,[101  71] ; [27 12],[104.34123223  67.65876777] ; [23.65876777 15.34123223],0
r4,1,0.247823,1.335532,[136  36] ; [34  5],[138.57819905  33.42180095] ; [31.42180095  7.57819905],0
u2,1,0.258733,1.275524,[19 19] ; [7 3],[20.58333333 17.41666667] ; [5.41666667 4.58333333],0
p8,1,0.277048,1.181516,[76 91] ; [21 17],[79.0195122 87.9804878] ; [17.9804878 20.0195122],0
p4,1,0.286826,1.134462,[87 80] ; [24 15],[89.98543689 77.01456311] ; [21.01456311 17.98543689],0
n6,1,0.30177,1.066355,[138  31] ; [29 10],[135.6875  33.3125] ; [31.3125  7.6875],0
s8,1,0.319278,0.991903,[77 94] ; [21 18],[79.8 91.2] ; [18.2 20.8],0
n1,1,0.319855,0.989538,[17 27] ; [8 7],[18.6440678 25.3559322] ; [6.3559322 8.6440678],0
d2,1,0.330816,0.945701,[90 80] ; [24 15],[92.72727273 77.27272727] ; [21.27272727 17.72727273],0
v1,1,0.355557,0.853526,[95 72] ; [19 20],[92.41747573 74.58252427] ; [21.58252427 17.41747573],0
p2,1,0.377562,0.778624,[127  40] ; [27 12],[124.84466019  42.15533981] ; [29.15533981  9.84466019],0
p5,1,0.398197,0.713765,[ 21 147] ; [ 3 36],[ 19.47826087 148.52173913] ; [ 4.52173913 34.47826087],0
p11,1,0.4119,0.67331,[130  42] ; [27 12],[127.98104265  44.01895735] ; [29.01895735  9.98104265],0
a2,1,0.456707,0.553953,[ 15 157] ; [ 2 37],[ 13.85781991 158.14218009] ; [ 3.14218009 35.85781991],0
p10,1,0.570298,0.322184,[126  43] ; [30  8],[127.36231884  41.63768116] ; [28.63768116  9.36231884],0
v4,1,0.59896,0.276567,[149  23] ; [35  4],[149.99052133  22.00947867] ; [34.00947867  4.99052133],0
v3,1,0.640162,0.21853,[68 98] ; [14 24],[66.7254902 99.2745098] ; [15.2745098 22.7254902],0
a3,1,0.646368,0.21051,[133  38] ; [29 10],[131.91428571  39.08571429] ; [30.08571429  8.91428571],0
n3,1,0.669949,0.181662,[26 17] ; [10  5],[26.68965517 16.31034483] ; [9.31034483 5.68965517],0
a5,1,0.690099,0.158978,[127  45] ; [30  9],[127.98104265  44.01895735] ; [29.01895735  9.98104265],0
p9,1,0.699546,0.148945,[138  31] ; [30  8],[137.15942029  31.84057971] ; [30.84057971  7.15942029],0
a4,1,0.757072,0.095684,[83 88] ; [20 19],[83.87142857 87.12857143] ; [19.12857143 19.87142857],0
r1,1,0.794248,0.068016,[127  45] ; [28 11],[126.3507109  45.6492891] ; [28.6492891 10.3507109],0
n2,1,0.831641,0.045198,[31 13] ; [11  4],[31.3220339 12.6779661] ; [10.6779661  4.3220339],0
r3,1,0.854287,0.033728,[156  16] ; [35  4],[155.69668246  16.30331754] ; [35.30331754  3.69668246],0
a6,1,0.878214,0.023481,[ 64 108] ; [14 25],[ 63.58293839 108.41706161] ; [14.41706161 24.58293839],0
r2,1,0.898979,0.016116,[150  19] ; [34  4],[150.22222222  18.77777778] ; [33.77777778  4.22222222],0
u1,1,0.899266,0.016025,[  8 164] ; [ 2 37],[  8.15165877 163.84834123] ; [ 1.84834123 37.15165877],0
p12,1,0.975169,0.000969,[  9 158] ; [ 2 36],[  8.96097561 158.03902439] ; [ 2.03902439 35.96097561],0
a1,1,0.977202,0.000817,[ 13 159] ; [ 3 36],[ 13.04265403 158.95734597] ; [ 2.95734597 36.04265403],0
