Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.410129,[24  7] ; [32 72],[12.85925926 18.14074074] ; [43.14074074 60.85925926],1
p5,1,1.2e-05,19.104665,[11 24] ; [  5 103],[ 3.91608392 31.08391608] ; [12.08391608 95.91608392],1
s2,1,9.3e-05,15.278087,[24 12] ; [32 75],[14.0979021 21.9020979] ; [41.9020979 65.0979021],1
s6,1,0.000192,13.903491,[29  5] ; [53 55],[19.63380282 14.36619718] ; [62.36619718 45.63380282],1
s8,1,0.008135,7.003547,[19 16] ; [32 76],[12.48251748 22.51748252] ; [38.51748252 69.48251748],0
p8,1,0.012611,6.22293,[22 13] ; [41 65],[15.63829787 19.36170213] ; [47.36170213 58.63829787],0
b5,1,0.019172,5.485714,[15 21] ; [69 39],[21. 15.] ; [63. 45.],0
p6,1,0.03231,4.581983,[16 20] ; [27 79],[10.90140845 25.09859155] ; [32.09859155 73.90140845],0
v3,1,0.039949,4.220052,[16 19] ; [29 78],[11.0915493 23.9084507] ; [33.9084507 73.0915493],0
r1,1,0.04674,3.954719,[28  7] ; [66 41],[23.16901408 11.83098592] ; [70.83098592 36.16901408],0
u1,1,0.065825,3.384173,[ 3 33] ; [  2 106],[ 1.25 34.75] ; [  3.75 104.25],0
p7,1,0.066384,3.370249,[25 10] ; [57 49],[20.35460993 14.64539007] ; [61.64539007 44.35460993],0
u3,1,0.066544,3.366268,[10  6] ; [21 36],[6.79452055 9.20547945] ; [24.20547945 32.79452055],0
b2,1,0.086377,2.940624,[ 7 10] ; [15 56],[ 4.25 12.75] ; [17.75 53.25],0
b3,1,0.086377,2.940624,[ 7 10] ; [15 56],[ 4.25 12.75] ; [17.75 53.25],0
p1,1,0.087965,2.911232,[ 7 28] ; [10 98],[ 4.16083916 30.83916084] ; [12.83916084 95.16083916],0
s1,1,0.089631,2.88098,[ 4 31] ; [  4 102],[ 1.9858156 33.0141844] ; [ 6.0141844 99.9858156],0
p10,1,0.091439,2.848853,[29  5] ; [75 31],[25.25714286  8.74285714] ; [78.74285714 27.25714286],0
s4,1,0.114839,2.486331,[10 26] ; [17 90],[ 6.7972028 29.2027972] ; [20.2027972 86.7972028],0
s3,1,0.11827,2.440087,[22 13] ; [50 55],[18. 17.] ; [54. 51.],0
r4,1,0.148562,2.086957,[33  3] ; [88 20],[30.25  5.75] ; [90.75 17.25],0
p9,1,0.170724,1.876571,[30  5] ; [79 27],[27.05673759  7.94326241] ; [81.94326241 24.05673759],0
v2,1,0.178405,1.810858,[18 17] ; [40 64],[14.60431655 20.39568345] ; [43.39568345 60.60431655],0
n5,1,0.197873,1.658007,[31  5] ; [82 26],[28.25  7.75] ; [84.75 23.25],0
a5,1,0.210565,1.567536,[22 14] ; [53 55],[18.75 17.25] ; [56.25 51.75],0
p12,1,0.25613,1.289552,[ 4 32] ; [  6 102],[ 2.5 33.5] ; [  7.5 100.5],0
a7,1,0.259663,1.270554,[25 11] ; [63 44],[22.15384615 13.84615385] ; [65.84615385 41.15384615],0
v4,1,0.269596,1.218802,[34  1] ; [99  9],[32.55244755  2.44755245] ; [100.44755245   7.55244755],0
v1,1,0.270853,1.212423,[13 23] ; [49 56],[15.82978723 20.17021277] ; [46.17021277 58.82978723],0
d3,1,0.32258,0.978457,[ 8 28] ; [33 74],[10.32167832 25.67832168] ; [30.67832168 76.32167832],0
a8,1,0.337172,0.921153,[ 5 28] ; [ 9 89],[ 3.52671756 29.47328244] ; [10.47328244 87.52671756],0
n2,1,0.402355,0.701277,[8 1] ; [22  7],[7.10526316 1.89473684] ; [22.89473684  6.10526316],0
a1,1,0.410948,0.676056,[ 1 35] ; [  1 107],[ 0.5 35.5] ; [  1.5 106.5],0
a3,1,0.412658,0.671129,[20 16] ; [51 56],[17.87412587 18.12587413] ; [53.12587413 53.87412587],0
b4,1,0.440712,0.594427,[21 15] ; [55 53],[19. 17.] ; [57. 51.],0
n3,1,0.491776,0.472638,[8 1] ; [22  6],[7.2972973 1.7027027] ; [22.7027027  5.2972973],0
p4,1,0.50054,0.453791,[20 16] ; [53 55],[18.25 17.75] ; [54.75 53.25],0
a4,1,0.509944,0.434181,[ 9 27] ; [21 85],[ 7.6056338 28.3943662] ; [22.3943662 83.6056338],0
r3,1,0.529795,0.394785,[33  3] ; [94 13],[31.97202797  4.02797203] ; [95.02797203 11.97202797],0
d5,1,0.532406,0.389798,[15 21] ; [51 56],[16.61538462 19.38461538] ; [49.38461538 57.61538462],0
b1,1,0.550985,0.355556,[15 21] ; [39 69],[13.5 22.5] ; [40.5 67.5],0
d1,1,0.63013,0.231884,[ 2 34] ; [  4 104],[ 1.5 34.5] ; [  4.5 103.5],0
n4,1,0.639091,0.219933,[27  8] ; [79 29],[25.94405594  9.05594406] ; [80.05594406 27.94405594],0
a2,1,0.705038,0.143284,[ 2 34] ; [  8 100],[ 2.5 33.5] ; [  7.5 100.5],0
n1,1,0.726917,0.121961,[4 5] ; [11 18],[3.55263158 5.44736842] ; [11.44736842 17.55263158],0
p3,1,0.730747,0.118427,[17 19] ; [47 60],[16.11188811 19.88811189] ; [47.88811189 59.11188811],0
p11,1,0.912322,0.012124,[27  9] ; [80 28],[26.75  9.25] ; [80.25 27.75],0
a6,1,0.922978,0.009348,[20 16] ; [59 49],[19.75 16.25] ; [59.25 48.75],0
u2,1,0.936473,0.006353,[ 6 10] ; [22 35],[6.1369863 9.8630137] ; [21.8630137 35.1369863],0
p2,1,0.93757,0.006135,[27  8] ; [84 24],[27.16783217  7.83216783] ; [83.83216783 24.16783217],0
d2,1,1.0,0.0,[ 8 28] ; [24 84],[ 8. 28.] ; [24. 84.],0
