Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,28.431184,[24 84] ; [20  6],[35.46268657 72.53731343] ; [ 8.53731343 17.46268657],1
s6,1,1.6e-05,18.645661,[35 72] ; [20  5],[44.58333333 62.41666667] ; [10.41666667 14.58333333],1
s4,1,0.000122,14.761905,[14 94] ; [12 14],[20.95522388 87.04477612] ; [ 5.04477612 20.95522388],1
s7,1,0.000142,14.479638,[18 84] ; [14 12],[25.5 76.5] ; [ 6.5 19.5],1
s3,1,0.000266,13.297224,[29 77] ; [17  9],[36.93939394 69.06060606] ; [ 9.06060606 16.93939394],1
b4,1,0.000494,12.136858,[55 53] ; [23  3],[62.86567164 45.13432836] ; [15.13432836 10.86567164],1
s8,1,0.003883,8.337568,[15 93] ; [10 16],[20.14925373 87.85074627] ; [ 4.85074627 21.14925373],0
r4,1,0.014636,5.959816,[46 62] ; [18  8],[51.58208955 56.41791045] ; [12.41791045 13.58208955],0
p10,1,0.03764,4.3212,[61 45] ; [20  5],[65.54198473 40.45801527] ; [15.45801527  9.54198473],0
v4,1,0.05098,3.808915,[79 28] ; [23  2],[82.68181818 24.31818182] ; [19.31818182  5.68181818],0
p9,1,0.079749,3.070012,[68 35] ; [21  4],[71.6171875 31.3828125] ; [17.3828125  7.6171875],0
p1,1,0.094129,2.802305,[  4 104] ; [ 3 22],[  5.68421053 102.31578947] ; [ 1.31578947 23.68421053],0
s1,1,0.116166,2.468266,[  2 106] ; [ 2 24],[  3.2238806 104.7761194] ; [ 0.7761194 25.2238806],0
n6,1,0.117699,2.447676,[70 38] ; [21  5],[73.34328358 34.65671642] ; [17.65671642  8.34328358],0
p2,1,0.168626,1.895117,[61 46] ; [18  7],[64.03787879 42.96212121] ; [14.96212121 10.03787879],0
b1,1,0.176397,1.827721,[49 59] ; [ 8 18],[45.94029851 62.05970149] ; [11.05970149 14.94029851],0
r2,1,0.19052,1.713589,[74 30] ; [21  4],[76.58914729 27.41085271] ; [18.41085271  6.58914729],0
b5,1,0.191996,1.702236,[69 39] ; [13 13],[66.08955224 41.91044776] ; [15.91044776 10.08955224],0
d4,1,0.19266,1.69716,[64 44] ; [19  7],[66.89552239 41.10447761] ; [16.10447761  9.89552239],0
v1,1,0.215567,1.533641,[26 78] ; [ 9 15],[28.4375 75.5625] ; [ 6.5625 17.4375],0
u4,1,0.270259,1.215434,[  1 107] ; [ 1 25],[  1.6119403 106.3880597] ; [ 0.3880597 25.6119403],0
a7,1,0.310537,1.028389,[54 53] ; [16 10],[56.31578947 50.68421053] ; [13.68421053 12.31578947],0
p7,1,0.316497,1.003369,[37 69] ; [11 13],[39.13846154 66.86153846] ; [ 8.86153846 15.13846154],0
p6,1,0.32135,0.983442,[20 85] ; [ 7 18],[21.80769231 83.19230769] ; [ 5.19230769 19.80769231],0
n2,1,0.342988,0.899233,[29 16] ; [8 2],[30.27272727 14.72727273] ; [6.72727273 3.27272727],0
d2,1,0.3613,0.83337,[39 68] ; [12 14],[41.03007519 65.96992481] ; [ 9.96992481 16.03007519],0
u2,1,0.432882,0.615077,[20 28] ; [7 6],[21.24590164 26.75409836] ; [5.75409836 7.24590164],0
a6,1,0.436937,0.604314,[59 49] ; [12 14],[57.2238806 50.7761194] ; [13.7761194 12.2238806],0
p11,1,0.442169,0.590647,[66 42] ; [18  8],[67.70149254 40.29850746] ; [16.29850746  9.70149254],0
a4,1,0.446913,0.578469,[29 78] ; [ 9 17],[30.57142857 76.42857143] ; [ 7.42857143 18.57142857],0
u1,1,0.528637,0.397011,[  5 103] ; [ 2 24],[  5.64179104 102.35820896] ; [ 1.35820896 24.64179104],0
d5,1,0.543337,0.369391,[63 44] ; [17  9],[64.36090226 42.63909774] ; [15.63909774 10.36090226],0
b3,1,0.580015,0.306211,[22 38] ; [ 5 12],[21.03896104 38.96103896] ; [ 5.96103896 11.03896104],0
b2,1,0.580015,0.306211,[22 38] ; [ 5 12],[21.03896104 38.96103896] ; [ 5.96103896 11.03896104],0
d3,1,0.600296,0.27455,[51 55] ; [14 12],[52.1969697 53.8030303] ; [12.8030303 13.1969697],0
v3,1,0.688783,0.160406,[24 84] ; [ 6 17],[24.73282443 83.26717557] ; [ 5.26717557 17.73282443],0
n1,1,0.703663,0.144689,[16 28] ; [3 7],[15.48148148 28.51851852] ; [3.51851852 6.48148148],0
u3,1,0.729937,0.11917,[16 32] ; [5 8],[16.52459016 31.47540984] ; [4.47540984 8.52459016],0
p5,1,0.746759,0.104275,[  6 101] ; [ 1 24],[  5.67424242 101.32575758] ; [ 1.32575758 23.67424242],0
a3,1,0.747496,0.103647,[60 48] ; [13 12],[59.27819549 48.72180451] ; [13.72180451 11.27819549],0
n5,1,0.75443,0.097846,[70 38] ; [16 10],[69.31343284 38.68656716] ; [16.68656716  9.31343284],0
p4,1,0.764384,0.089838,[32 75] ; [ 7 19],[31.37593985 75.62406015] ; [ 7.62406015 18.37593985],0
n3,1,0.791568,0.069841,[29 16] ; [6 4],[28.63636364 16.36363636] ; [6.36363636 3.63636364],0
a2,1,0.801652,0.063106,[10 98] ; [ 2 24],[ 9.67164179 98.32835821] ; [ 2.32835821 23.67164179],0
v2,1,0.810534,0.057474,[35 71] ; [ 7 16],[34.51162791 71.48837209] ; [ 7.48837209 15.51162791],0
d1,1,0.82959,0.046323,[35 73] ; [ 9 17],[35.46268657 72.53731343] ; [ 8.53731343 17.46268657],0
a8,1,0.835657,0.043036,[10 93] ; [ 2 22],[ 9.73228346 93.26771654] ; [ 2.26771654 21.73228346],0
p8,1,0.85058,0.035487,[33 73] ; [ 7 17],[32.61538462 73.38461538] ; [ 7.38461538 16.61538462],0
r3,1,0.859408,0.031374,[80 27] ; [19  7],[79.64661654 27.35338346] ; [19.35338346  6.64661654],0
a5,1,0.874958,0.024763,[48 60] ; [12 14],[48.35820896 59.64179104] ; [11.64179104 14.35820896],0
a1,1,0.914868,0.011428,[ 9 99] ; [ 2 24],[ 8.86567164 99.13432836] ; [ 2.13432836 23.86567164],0
n4,1,0.952557,0.00354,[63 45] ; [15 11],[62.86567164 45.13432836] ; [15.13432836 10.86567164],0
p12,1,0.979314,0.000672,[  4 103] ; [ 1 25],[  4.02255639 102.97744361] ; [ 0.97744361 25.02255639],0
