Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,22.089006,[58 48] ; [192  50],[76.14942529 29.85057471] ; [173.85057471  68.14942529],1
b1,1,4e-06,21.446489,[61 48] ; [ 73 170],[41.49431818 67.50568182] ; [ 92.50568182 150.49431818],1
r3,1,1.1e-05,19.244981,[95 14] ; [237   4],[103.39428571   5.60571429] ; [228.60571429  12.39428571],1
p9,1,1.3e-05,18.957746,[63 44] ; [196  46],[79.40687679 27.59312321] ; [179.59312321  62.40687679],1
r4,1,0.000131,14.623007,[90 19] ; [231  12],[99.40056818  9.59943182] ; [221.59943182  21.40056818],1
n6,1,0.000911,10.999579,[73 34] ; [203  39],[84.61891117 22.38108883] ; [191.38108883  50.61891117],1
p2,1,0.001312,10.325065,[64 44] ; [185  58],[76.61538462 31.38461538] ; [172.38461538  70.61538462],0
v4,1,0.001608,9.95074,[95 13] ; [232   8],[101.48275862   6.51724138] ; [225.51724138  14.48275862],0
s1,1,0.001994,9.554602,[12 96] ; [  7 231],[  5.93063584 102.06936416] ; [ 13.06936416 224.93063584],0
p12,1,0.007579,7.130351,[  1 107] ; [ 20 222],[  6.48 101.52] ; [ 14.52 227.48],0
n4,1,0.017544,5.641071,[71 37] ; [189  54],[80. 28.] ; [180.  63.],0
r2,1,0.057826,3.598656,[101   8] ; [234   7],[104.32857143   4.67142857] ; [230.67142857  10.32857143],0
n5,1,0.063486,3.443881,[65 42] ; [170  70],[72.46397695 34.53602305] ; [162.53602305  77.46397695],0
p1,1,0.074508,3.180803,[  9 100] ; [  9 233],[  5.58974359 103.41025641] ; [ 12.41025641 229.58974359],0
a6,1,0.089853,2.877,[68 40] ; [175  68],[74.76923077 33.23076923] ; [168.23076923  74.76923077],0
b2,1,0.113071,2.510771,[16 41] ; [63 95],[20.94418605 36.05581395] ; [58.05581395 99.94418605],0
b3,1,0.113071,2.510771,[16 41] ; [63 95],[20.94418605 36.05581395] ; [58.05581395 99.94418605],0
p7,1,0.113408,2.506075,[39 68] ; [108 129],[45.72383721 61.27616279] ; [101.27616279 135.72383721],0
p4,1,0.141599,2.160494,[40 68] ; [110 132],[46.28571429 61.71428571] ; [103.71428571 138.28571429],0
u2,1,0.164945,1.928293,[15 15] ; [46 25],[18.11881188 11.88118812] ; [42.88118812 28.11881188],0
s6,1,0.165211,1.925872,[75 32] ; [151  91],[69.28939828 37.71060172] ; [156.71060172  85.28939828],0
v2,1,0.178432,1.810632,[51 53] ; [131  99],[56.67065868 47.32934132] ; [125.32934132 104.67065868],0
v1,1,0.189443,1.721942,[46 62] ; [118 117],[51.63848397 56.36151603] ; [112.36151603 122.63848397],0
s4,1,0.19533,1.676948,[22 87] ; [ 35 204],[17.85344828 91.14655172] ; [ 39.14655172 199.85344828],0
a5,1,0.228565,1.449771,[73 36] ; [178  65],[77.72443182 31.27556818] ; [173.27556818  69.72443182],0
n2,1,0.249523,1.325973,[31 20] ; [42 17],[33.84545455 17.15454545] ; [39.15454545 19.84545455],0
a1,1,0.257622,1.281491,[  7 102] ; [  9 234],[  4.95454545 104.04545455] ; [ 11.04545455 231.95454545],0
s5,1,0.317611,0.99876,[33 69] ; [ 64 173],[29.18584071 72.81415929] ; [ 67.81415929 169.18584071],0
p3,1,0.326441,0.962963,[32 76] ; [ 85 158],[36. 72.] ; [ 81. 162.],0
s3,1,0.337203,0.921035,[57 52] ; [137 100],[61.11560694 47.88439306] ; [132.88439306 104.11560694],0
d5,1,0.347135,0.883904,[90 18] ; [192  51],[86.76923077 21.23076923] ; [195.23076923  47.76923077],0
v3,1,0.352249,0.865338,[33 69] ; [ 87 144],[36.75675676 65.24324324] ; [ 83.24324324 147.75675676],0
u1,1,0.363995,0.824063,[20 89] ; [ 55 188],[23.22443182 85.77556818] ; [ 51.77556818 191.22443182],0
d3,1,0.37999,0.770734,[70 38] ; [169  74],[73.53846154 34.46153846] ; [165.46153846  77.53846154],0
d2,1,0.382101,0.763932,[57 51] ; [115 126],[53.22636103 54.77363897] ; [118.77363897 122.22636103],0
a2,1,0.396921,0.717635,[33 76] ; [ 63 180],[29.72727273 79.27272727] ; [ 66.27272727 176.72727273],0
s2,1,0.3976,0.715573,[58 51] ; [115 123],[54.34293948 54.65706052] ; [118.65706052 119.34293948],0
b4,1,0.397737,0.715159,[63 46] ; [152  91],[66.57670455 42.42329545] ; [148.42329545  94.57670455],0
b5,1,0.436768,0.60476,[72 37] ; [150  93],[68.74431818 40.25568182] ; [153.25568182  89.74431818],0
d1,1,0.441437,0.592545,[58 51] ; [140 103],[61.3125 47.6875] ; [136.6875 106.3125],0
a7,1,0.449412,0.572136,[80 29] ; [168  74],[77.01424501 31.98575499] ; [170.98575499  71.01424501],0
n1,1,0.486708,0.483796,[19 31] ; [19 41],[17.27272727 32.72727273] ; [20.72727273 39.27272727],0
n3,1,0.491839,0.4725,[34 14] ; [46 14],[35.55555556 12.44444444] ; [44.44444444 15.55555556],0
p6,1,0.52642,0.401297,[26 83] ; [ 50 190],[23.73638968 85.26361032] ; [ 52.26361032 187.73638968],0
s8,1,0.661626,0.191555,[44 64] ; [ 93 150],[42.15384615 65.84615385] ; [ 94.84615385 148.15384615],0
s7,1,0.73526,0.114337,[46 52] ; [106 130],[44.5988024 53.4011976] ; [107.4011976 128.5988024],0
u3,1,0.741934,0.108434,[21 10] ; [47 26],[20.26923077 10.73076923] ; [47.73076923 25.26923077],0
p5,1,0.752841,0.099159,[  5 103] ; [ 13 226],[  5.60230548 102.39769452] ; [ 12.39769452 226.60230548],0
a4,1,0.780378,0.077744,[54 55] ; [116 126],[52.79202279 56.20797721] ; [117.20797721 124.79202279],0
