Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000337,12.854698,[39 39] ; [25 78],[27.5801105 50.4198895] ; [36.4198895 66.5801105],1
v2,1,0.000355,12.753796,[56 25] ; [44 59],[44.02173913 36.97826087] ; [55.97826087 47.02173913],1
s6,1,0.002913,8.861412,[60 23] ; [54 52],[50.06349206 32.93650794] ; [63.93650794 42.06349206],0
s2,1,0.004383,8.117919,[51 32] ; [43 63],[41.28042328 41.71957672] ; [52.71957672 53.28042328],0
p4,1,0.004706,7.989019,[50 35] ; [41 66],[40.28645833 44.71354167] ; [50.71354167 56.28645833],0
p2,1,0.014617,5.962021,[65 20] ; [64 43],[57.109375 27.890625] ; [71.890625 35.109375],0
p12,1,0.02057,5.362899,[12 72] ; [  5 102],[ 7.47643979 76.52356021] ; [ 9.52356021 97.47643979],0
p3,1,0.026572,4.918399,[35 49] ; [28 78],[27.85263158 56.14736842] ; [35.14736842 70.85263158],0
v4,1,0.045468,4.001207,[80  5] ; [91 16],[75.703125  9.296875] ; [95.296875 11.703125],0
r3,1,0.045653,3.994363,[81  4] ; [92 14],[76.9895288  8.0104712] ; [96.0104712  9.9895288],0
n2,1,0.053987,3.713111,[20  6] ; [26 22],[16.16216216  9.83783784] ; [29.83783784 18.16216216],0
p5,1,0.054348,3.701978,[ 9 74] ; [  4 103],[ 5.67894737 77.32105263] ; [ 7.32105263 99.67894737],0
p8,1,0.058398,3.582306,[27 58] ; [21 85],[21.36125654 63.63874346] ; [26.63874346 79.36125654],0
u2,1,0.063645,3.439763,[14  5] ; [13 15],[10.91489362  8.08510638] ; [16.08510638 11.91489362],0
p9,1,0.082775,3.009548,[65 17] ; [72 34],[59.75531915 22.24468085] ; [77.24468085 28.75531915],0
b2,1,0.099399,2.715158,[23 28] ; [21 48],[18.7 32.3] ; [25.3 43.7],0
b3,1,0.099399,2.715158,[23 28] ; [21 48],[18.7 32.3] ; [25.3 43.7],0
a1,1,0.103712,2.647518,[ 1 84] ; [  6 101],[ 3.09895833 81.90104167] ; [  3.90104167 103.09895833],0
a5,1,0.106411,2.606725,[71 14] ; [79 28],[66.40625 18.59375] ; [83.59375 23.40625],0
r4,1,0.123444,2.373069,[72 13] ; [81 26],[67.734375 17.265625] ; [85.265625 21.734375],0
n3,1,0.135131,2.232547,[19  7] ; [26 21],[16.02739726  9.97260274] ; [28.97260274 18.02739726],0
p6,1,0.149483,2.077523,[19 63] ; [16 91],[15.18518519 66.81481481] ; [19.81481481 87.18518519],0
s5,1,0.161515,1.959989,[26 53] ; [24 78],[21.82320442 57.17679558] ; [28.17679558 73.82320442],0
r1,1,0.167177,1.908077,[69 16] ; [77 29],[64.97382199 20.02617801] ; [81.02617801 24.97382199],0
d5,1,0.21115,1.563524,[82  3] ; [106   1],[83.22916667  1.77083333] ; [104.77083333   2.22916667],0
b5,1,0.244845,1.352479,[57 28] ; [63 44],[53.125 31.875] ; [66.875 40.125],0
s3,1,0.255541,1.292752,[48 35] ; [53 54],[44.12105263 38.87894737] ; [56.87894737 50.12105263],0
s1,1,0.256809,1.285879,[ 2 83] ; [  6 100],[ 3.56020942 81.43979058] ; [  4.43979058 101.56020942],0
p11,1,0.34566,0.889325,[58 27] ; [66 41],[54.89583333 30.10416667] ; [69.10416667 37.89583333],0
s7,1,0.38033,0.769637,[36 41] ; [41 61],[33.12290503 43.87709497] ; [43.87709497 58.12290503],0
s4,1,0.402386,0.701184,[11 71] ; [19 87],[13.08510638 68.91489362] ; [16.91489362 89.08510638],0
b4,1,0.422075,0.64453,[50 35] ; [69 38],[52.68229167 32.31770833] ; [66.31770833 40.68229167],0
a2,1,0.427773,0.628862,[30 55] ; [32 75],[27.44791667 57.55208333] ; [34.55208333 72.44791667],0
