Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,53.331615,[10 49] ; [76 23],[32.11392405 26.88607595] ; [53.88607595 45.11392405],1
p11,1,2e-06,22.997067,[26 33] ; [81 19],[39.70440252 19.29559748] ; [67.29559748 32.70440252],1
p2,1,6.1e-05,16.086422,[33 26] ; [84 15],[43.68987342 15.31012658] ; [73.31012658 25.68987342],1
b1,1,0.003023,8.793733,[33 26] ; [32 68],[24.11949686 34.88050314] ; [40.88050314 59.11949686],0
s8,1,0.003166,8.709182,[ 4 54] ; [26 74],[11.01265823 46.98734177] ; [18.98734177 81.01265823],0
p7,1,0.003832,8.36159,[22 37] ; [61 39],[30.79874214 28.20125786] ; [52.20125786 47.79874214],0
p8,1,0.008137,7.003114,[16 43] ; [48 51],[23.89873418 35.10126582] ; [40.10126582 58.89873418],0
s6,1,0.015565,5.851335,[13 45] ; [41 58],[19.94904459 38.05095541] ; [34.05095541 64.94904459],0
d3,1,0.018974,5.503924,[33 26] ; [74 26],[39.70440252 19.29559748] ; [67.29559748 32.70440252],0
n6,1,0.030105,4.703259,[28 31] ; [65 35],[34.50943396 24.49056604] ; [58.49056604 41.50943396],0
p3,1,0.031982,4.59946,[14 44] ; [41 59],[20.18987342 37.81012658] ; [34.81012658 65.18987342],0
r4,1,0.040604,4.192486,[40 19] ; [82 18],[45.27044025 13.72955975] ; [76.72955975 23.27044025],0
r2,1,0.041864,4.140692,[46 12] ; [89  9],[50.19230769  7.80769231] ; [84.80769231 13.19230769],0
a8,1,0.055001,3.682064,[ 1 56] ; [ 9 82],[ 3.85135135 53.14864865] ; [ 6.14864865 84.85135135],0
a7,1,0.07424,3.186698,[37 22] ; [76 24],[41.93081761 17.06918239] ; [71.06918239 28.93081761],0
v4,1,0.115276,2.480355,[47 11] ; [89 10],[50.24203822  7.75796178] ; [85.75796178 13.24203822],0
v1,1,0.124789,2.356162,[16 43] ; [38 59],[20.42307692 38.57692308] ; [33.57692308 63.42307692],0
d2,1,0.126727,2.332146,[26 33] ; [32 68],[21.52201258 37.47798742] ; [36.47798742 63.52201258],0
b3,1,0.135529,2.228006,[ 9 26] ; [23 33],[12.30769231 22.69230769] ; [19.69230769 36.30769231],0
b2,1,0.135529,2.228006,[ 9 26] ; [23 33],[12.30769231 22.69230769] ; [19.69230769 36.30769231],0
a5,1,0.145353,2.120352,[29 30] ; [61 39],[33.39622642 25.60377358] ; [56.60377358 43.39622642],0
a6,1,0.168872,1.892929,[30 29] ; [62 38],[34.13836478 24.86163522] ; [57.86163522 42.13836478],0
v2,1,0.197663,1.659558,[24 34] ; [50 46],[27.87012987 30.12987013] ; [46.12987013 49.87012987],0
d4,1,0.200605,1.637963,[44 15] ; [83 17],[47.12578616 11.87421384] ; [79.87421384 20.12578616],0
a3,1,0.20323,1.619011,[34 25] ; [67 32],[37.71518987 21.28481013] ; [63.28481013 35.71518987],0
n1,1,0.216871,1.524958,[ 8 20] ; [ 4 23],[ 6.10909091 21.89090909] ; [ 5.89090909 21.10909091],0
v3,1,0.262828,1.253799,[12 44] ; [28 66],[14.93333333 41.06666667] ; [25.06666667 68.93333333],0
b5,1,0.276393,1.184739,[32 27] ; [63 37],[35.25157233 23.74842767] ; [59.74842767 40.25157233],0
d1,1,0.292768,1.106851,[25 34] ; [51 49],[28.20125786 30.79874214] ; [47.79874214 52.20125786],0
p4,1,0.364392,0.822698,[19 40] ; [39 60],[21.65822785 37.34177215] ; [36.34177215 62.65822785],0
r3,1,0.368767,0.807816,[51  8] ; [91  9],[52.6918239  6.3081761] ; [89.3081761 10.6918239],0
a2,1,0.368767,0.807816,[ 8 51] ; [ 9 91],[ 6.3081761 52.6918239] ; [10.6918239 89.3081761],0
b4,1,0.373665,0.791439,[39 20] ; [59 41],[36.36477987 22.63522013] ; [61.63522013 38.36477987],0
u3,1,0.426357,0.632727,[14 11] ; [15 18],[12.5 12.5] ; [16.5 16.5],0
r1,1,0.449993,0.57067,[41 18] ; [75 25],[43.04402516 15.95597484] ; [72.95597484 27.04402516],0
n4,1,0.479099,0.500915,[22 37] ; [43 57],[24.11949686 34.88050314] ; [40.88050314 59.11949686],0
p1,1,0.490781,0.474814,[ 3 55] ; [ 8 91],[ 4.06369427 53.93630573] ; [ 6.93630573 92.06369427],0
s5,1,0.505579,0.443207,[ 8 50] ; [17 78],[ 9.47712418 48.52287582] ; [15.52287582 79.47712418],0
u2,1,0.512199,0.429573,[13 12] ; [20 13],[14.22413793 10.77586207] ; [18.77586207 14.22413793],0
s4,1,0.561912,0.336405,[ 7 52] ; [ 9 91],[ 5.93710692 53.06289308] ; [10.06289308 89.93710692],0
s7,1,0.6608,0.192553,[11 43] ; [23 75],[12.07894737 41.92105263] ; [21.92105263 76.07894737],0
s3,1,0.745413,0.105426,[14 44] ; [21 75],[13.18181818 44.81818182] ; [21.81818182 74.18181818],0
s1,1,0.747382,0.103744,[ 3 56] ; [ 4 96],[ 2.59748428 56.40251572] ; [ 4.40251572 95.59748428],0
u1,1,0.747382,0.103744,[ 3 56] ; [ 4 96],[ 2.59748428 56.40251572] ; [ 4.40251572 95.59748428],0
n2,1,0.783161,0.075736,[15 12] ; [16 11],[15.5 11.5] ; [15.5 11.5],0
d5,1,0.804959,0.060976,[42 17] ; [73 27],[42.67295597 16.32704403] ; [72.32704403 27.67295597],0
p6,1,0.878876,0.023224,[12 45] ; [21 74],[12.375 44.625] ; [20.625 74.375],0
n3,1,0.928014,0.008162,[18  8] ; [19  8],[18.1509434  7.8490566] ; [18.8490566  8.1509434],0
a4,1,0.958791,0.00267,[21 38] ; [36 64],[21.1509434 37.8490566] ; [35.8490566 64.1509434],0
