Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6.2e-05,16.054104,[30 87] ; [29 21],[41.33532934 75.66467066] ; [17.66467066 32.33532934],1
p2,1,0.00111,10.635026,[55 63] ; [37 13],[64.61904762 53.38095238] ; [27.38095238 22.61904762],0
p6,1,0.001796,9.747605,[ 17 100] ; [18 32],[24.52095808 92.47904192] ; [10.47904192 39.52095808],0
p7,1,0.002469,9.163196,[34 82] ; [27 23],[42.62650602 73.37349398] ; [18.37349398 31.62650602],0
n3,1,0.005079,7.851133,[29 25] ; [14  1],[33.65217391 20.34782609] ; [9.34782609 5.65217391],0
v1,1,0.006765,7.33437,[36 81] ; [26 23],[43.69879518 73.30120482] ; [18.30120482 30.69879518],0
n2,1,0.016787,5.71855,[30 27] ; [13  2],[34.04166667 22.95833333] ; [8.95833333 6.04166667],0
s2,1,0.017728,5.622804,[45 73] ; [29 21],[51.97619048 66.02380952] ; [22.02380952 27.97619048],0
s6,1,0.024726,5.042952,[56 60] ; [33 16],[62.56969697 53.43030303] ; [26.43030303 22.56969697],0
v2,1,0.026762,4.906075,[40 73] ; [26 22],[46.32298137 66.67701863] ; [19.67701863 28.32298137],0
p1,1,0.048006,3.909792,[  6 112] ; [ 7 43],[  9.13095238 108.86904762] ; [ 3.86904762 46.13095238],0
r3,1,0.061812,3.488093,[85 32] ; [43  7],[89.67664671 27.32335329] ; [38.32335329 11.67664671],0
b1,1,0.079644,3.072145,[63 55] ; [34 16],[68.13095238 49.86904762] ; [28.86904762 21.13095238],0
n4,1,0.080044,3.063999,[66 50] ; [35 14],[71.00606061 44.99393939] ; [29.99393939 19.00606061],0
v3,1,0.126783,2.331463,[26 87] ; [16 30],[29.8490566 83.1509434] ; [12.1509434 33.8490566],0
r4,1,0.157692,1.996218,[74 44] ; [37 13],[77.96428571 40.03571429] ; [33.03571429 16.96428571],0
s5,1,0.164322,1.933994,[29 83] ; [17 29],[32.60759494 79.39240506] ; [13.39240506 32.60759494],0
s7,1,0.182976,1.773283,[38 71] ; [20 23],[41.59210526 67.40789474] ; [16.40789474 26.59210526],0
a1,1,0.18589,1.749892,[ 12 106] ; [ 2 48],[  9.83333333 108.16666667] ; [ 4.16666667 45.83333333],0
s8,1,0.210591,1.56736,[33 84] ; [19 31],[36.43113772 80.56886228] ; [15.56886228 34.43113772],0
s3,1,0.216843,1.525143,[51 66] ; [27 23],[54.64670659 62.35329341] ; [23.35329341 26.64670659],0
u1,1,0.247228,1.338902,[20 98] ; [ 5 45],[ 17.55952381 100.44047619] ; [ 7.44047619 42.55952381],0
p9,1,0.253583,1.303454,[60 52] ; [31 18],[63.30434783 48.69565217] ; [27.69565217 21.30434783],0
d1,1,0.296383,1.090397,[51 67] ; [26 24],[54.08333333 63.91666667] ; [22.91666667 27.08333333],0
d5,1,0.30232,1.063933,[84 32] ; [40 10],[86.65060241 29.34939759] ; [37.34939759 12.65060241],0
r2,1,0.325639,0.966162,[96 18] ; [45  5],[98.01219512 15.98780488] ; [42.98780488  7.01219512],0
v4,1,0.347519,0.882497,[90 26] ; [42  8],[92.24096386 23.75903614] ; [39.75903614 10.24096386],0
n1,1,0.363111,0.827105,[19 37] ; [7 8],[20.50704225 35.49295775] ; [5.49295775 9.50704225],0
n5,1,0.381168,0.766932,[72 45] ; [26 22],[69.49090909 47.50909091] ; [28.50909091 19.49090909],0
d4,1,0.387816,0.74578,[83 33] ; [39 11],[85.25301205 30.74698795] ; [36.74698795 13.25301205],0
b4,1,0.395745,0.721216,[60 58] ; [29 21],[62.51190476 55.48809524] ; [26.48809524 23.51190476],0
u2,1,0.411979,0.673084,[20 24] ; [ 5 10],[18.6440678 25.3559322] ; [6.3559322 8.6440678],0
u3,1,0.437022,0.60409,[21 23] ; [10  7],[22.36065574 21.63934426] ; [8.63934426 8.36065574],0
b2,1,0.450431,0.569567,[25 41] ; [ 8 19],[23.41935484 42.58064516] ; [ 9.58064516 17.41935484],0
b3,1,0.450431,0.569567,[25 41] ; [ 8 19],[23.41935484 42.58064516] ; [ 9.58064516 17.41935484],0
a6,1,0.503631,0.447276,[72 45] ; [28 22],[70.05988024 46.94011976] ; [29.94011976 20.05988024],0
p12,1,0.533181,0.388326,[  1 116] ; [ 1 49],[  1.4011976 115.5988024] ; [ 0.5988024 49.4011976],0
d3,1,0.580448,0.305511,[66 49] ; [31 19],[67.60606061 47.39393939] ; [29.39393939 20.60606061],0
s1,1,0.58626,0.296224,[ 10 106] ; [ 3 46],[  9.13939394 106.86060606] ; [ 3.86060606 45.13939394],0
d2,1,0.587586,0.29413,[55 61] ; [26 24],[56.60240964 59.39759036] ; [24.39759036 25.60240964],0
b5,1,0.61153,0.257952,[73 45] ; [33 17],[74.45238095 43.54761905] ; [31.54761905 18.45238095],0
n6,1,0.61935,0.246782,[71 45] ; [32 17],[72.41212121 43.58787879] ; [30.58787879 18.41212121],0
a3,1,0.705728,0.142581,[73 43] ; [33 17],[74.07228916 41.92771084] ; [31.92771084 18.07228916],0
a5,1,0.745857,0.105045,[70 48] ; [31 19],[70.94047619 47.05952381] ; [30.05952381 19.94047619],0
a8,1,0.802121,0.062802,[12 96] ; [ 6 42],[12.46153846 95.53846154] ; [ 5.53846154 42.46153846],0
a7,1,0.838722,0.041424,[77 39] ; [34 16],[77.56626506 38.43373494] ; [33.43373494 16.56626506],0
p5,1,0.845511,0.037966,[  4 114] ; [ 2 48],[  4.21428571 113.78571429] ; [ 1.78571429 48.21428571],0
r1,1,0.850796,0.035383,[76 40] ; [32 18],[75.46987952 40.53012048] ; [32.53012048 17.46987952],0
s4,1,0.906465,0.013806,[25 93] ; [11 39],[25.28571429 92.71428571] ; [10.71428571 39.28571429],0
a2,1,0.936628,0.006322,[29 89] ; [12 38],[28.79761905 89.20238095] ; [12.20238095 37.79761905],0
a4,1,0.960958,0.002396,[51 66] ; [22 28],[51.14371257 65.85628743] ; [21.85628743 28.14371257],0
p10,1,0.996624,1.8e-05,[53 60] ; [23 26],[53.01234568 59.98765432] ; [22.98765432 26.01234568],0
