Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.603904,[113   8] ; [3 7],[107.14503817  13.85496183] ; [8.85496183 1.14503817],1
n6,1,0.000313,12.993233,[108  12] ; [5 5],[104.30769231  15.69230769] ; [8.69230769 1.30769231],1
p2,1,0.002635,9.044368,[103  16] ; [5 5],[99.62790698 19.37209302] ; [8.37209302 1.62790698],0
p7,1,0.003616,8.467441,[77 39] ; [2 8],[72.73015873 43.26984127] ; [6.26984127 3.73015873],0
r3,1,0.006158,7.503426,[112   7] ; [7 3],[109.7751938   9.2248062] ; [9.2248062 0.7751938],0
p9,1,0.007174,7.229002,[97 18] ; [5 5],[93.84 21.16] ; [8.16 1.84],0
b1,1,0.011189,6.435033,[37 84] ; [7 3],[40.64122137 80.35877863] ; [3.35877863 6.64122137],0
p8,1,0.016564,5.742011,[62 56] ; [1 8],[58.53543307 59.46456693] ; [4.46456693 4.53543307],0
p10,1,0.019618,5.445607,[96 22] ; [5 5],[93.109375 24.890625] ; [7.890625 2.109375],0
p11,1,0.027231,4.87611,[97 24] ; [5 5],[94.21374046 26.78625954] ; [7.78625954 2.21374046],0
n2,1,0.031854,4.606333,[21  2] ; [2 2],[19.59259259  3.40740741] ; [3.40740741 0.59259259],0
d2,1,0.045386,4.004253,[56 63] ; [8 2],[59.03875969 59.96124031] ; [4.96124031 5.03875969],0
r2,1,0.056256,3.644463,[115   6] ; [8 2],[113.61068702   7.38931298] ; [9.38931298 0.61068702],0
b5,1,0.057517,3.60757,[62 59] ; [2 8],[59.11450382 61.88549618] ; [4.88549618 5.11450382],0
v1,1,0.080112,3.062631,[58 61] ; [2 8],[55.34883721 63.65116279] ; [4.65116279 5.34883721],0
s2,1,0.088361,2.903988,[70 51] ; [3 7],[67.42748092 53.57251908] ; [5.57251908 4.42748092],0
n4,1,0.096958,2.754887,[90 31] ; [5 5],[87.7480916 33.2519084] ; [7.2519084 2.7480916],0
p1,1,0.098511,2.729481,[ 14 106] ; [3 7],[ 15.69230769 104.30769231] ; [1.30769231 8.69230769],0
n1,1,0.102483,2.666477,[ 7 15] ; [3 1],[ 8.46153846 13.53846154] ; [1.53846154 2.46153846],0
s6,1,0.148734,2.085191,[94 24] ; [6 4],[92.1875 25.8125] ; [7.8125 2.1875],0
r1,1,0.186156,1.747778,[94 26] ; [6 4],[92.30769231 27.69230769] ; [7.69230769 2.30769231],0
n3,1,0.214728,1.539263,[16  7] ; [1 2],[15.03846154  7.96153846] ; [1.96153846 1.03846154],0
p3,1,0.319561,0.99074,[67 52] ; [4 6],[65.49612403 53.50387597] ; [5.50387597 4.49612403],0
d1,1,0.344351,0.894166,[66 55] ; [7 3],[67.42748092 53.57251908] ; [5.57251908 4.42748092],0
a3,1,0.386362,0.750361,[80 40] ; [8 2],[81.23076923 38.76923077] ; [6.76923077 3.23076923],0
p4,1,0.395108,0.723164,[75 43] ; [5 5],[73.75 44.25] ; [6.25 3.75],0
b4,1,0.395149,0.723037,[81 40] ; [8 2],[82.20610687 38.79389313] ; [6.79389313 3.20610687],0
p5,1,0.434624,0.610436,[24 95] ; [1 9],[23.0620155 95.9379845] ; [1.9379845 8.0620155],0
n5,1,0.472607,0.515873,[85 35] ; [6 4],[84. 36.] ; [7. 3.],0
v2,1,0.595226,0.282256,[61 58] ; [6 4],[61.80620155 57.19379845] ; [5.19379845 4.80620155],0
a4,1,0.629138,0.233232,[58 63] ; [4 6],[57.26717557 63.73282443] ; [4.73282443 5.26717557],0
p6,1,0.632511,0.22867,[44 73] ; [3 7],[43.2992126 73.7007874] ; [3.7007874 6.2992126],0
a1,1,0.683918,0.165749,[  8 113] ; [1 9],[  8.3129771 112.6870229] ; [0.6870229 9.3129771],0
s7,1,0.698732,0.149794,[44 72] ; [4 5],[44.544 71.456] ; [3.456 5.544],0
s4,1,0.703718,0.144633,[29 89] ; [3 7],[29.5 88.5] ; [2.5 7.5],0
d4,1,0.713972,0.134342,[103  17] ; [9 1],[103.38461538  16.61538462] ; [8.61538462 1.38461538],0
s3,1,0.725223,0.123543,[64 54] ; [6 4],[64.53125 53.46875] ; [5.46875 4.53125],0
a7,1,0.750714,0.100932,[78 42] ; [6 4],[77.53846154 42.46153846] ; [6.46153846 3.53846154],0
d3,1,0.802625,0.062475,[80 41] ; [7 3],[80.35877863 40.64122137] ; [6.64122137 3.35877863],0
a6,1,0.815723,0.054312,[68 53] ; [6 4],[68.35114504 52.64885496] ; [5.64885496 4.35114504],0
b2,1,0.907774,0.01342,[24 44] ; [3 6],[23.84415584 44.15584416] ; [3.15584416 5.84415584],0
b3,1,0.907774,0.01342,[24 44] ; [3 6],[23.84415584 44.15584416] ; [3.15584416 5.84415584],0
d5,1,0.912183,0.012163,[95 26] ; [8 2],[95.13740458 25.86259542] ; [7.86259542 2.13740458],0
a5,1,0.926632,0.008479,[83 38] ; [7 3],[83.12977099 37.87022901] ; [6.87022901 3.12977099],0
a8,1,0.992716,8.3e-05,[ 11 100] ; [1 9],[11.00826446 99.99173554] ; [0.99173554 9.00826446],0
