Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.022544,[1 8] ; [92 12],[7.40707965 1.59292035] ; [85.59292035 18.40707965],1
r3,1,0.0,29.787476,[5 4] ; [102   2],[8.52212389 0.47787611] ; [98.47787611  5.52212389],1
p9,1,0.001291,10.355047,[2 6] ; [78 23],[5.87155963 2.12844037] ; [74.12844037 26.87155963],0
p10,1,0.001497,10.082593,[2 7] ; [74 27],[6.21818182 2.78181818] ; [69.78181818 31.21818182],0
r1,1,0.001854,9.688804,[3 6] ; [82 21],[6.83035714 2.16964286] ; [78.16964286 24.83035714],0
s6,1,0.007504,7.148127,[2 7] ; [69 34],[5.70535714 3.29464286] ; [65.29464286 37.70535714],0
s3,1,0.010881,6.484616,[1 8] ; [57 46],[4.66071429 4.33928571] ; [53.33928571 49.66071429],0
s2,1,0.020185,5.395848,[1 8] ; [53 50],[4.33928571 4.66071429] ; [49.66071429 53.33928571],0
b1,1,0.028754,4.782294,[6 3] ; [32 72],[3.02654867 5.97345133] ; [34.97345133 69.02654867],0
p8,1,0.037351,4.334314,[1 8] ; [48 54],[3.97297297 5.02702703] ; [45.02702703 56.97297297],0
p2,1,0.044389,4.041697,[4 5] ; [77 25],[6.56756757 2.43243243] ; [74.43243243 27.56756757],0
v4,1,0.066998,3.355074,[7 2] ; [97  6],[8.35714286 0.64285714] ; [95.64285714  7.35714286],0
p7,1,0.098031,2.737282,[2 7] ; [51 49],[4.37614679 4.62385321] ; [48.62385321 51.37614679],0
s1,1,0.099988,2.705737,[1 8] ; [  2 102],[0.23893805 8.76106195] ; [  2.76106195 101.23893805],0
b5,1,0.128478,2.310805,[4 5] ; [72 32],[6.05309735 2.94690265] ; [69.94690265 34.05309735],0
p12,1,0.207451,1.589129,[1 8] ; [ 3 99],[0.32432432 8.67567568] ; [ 3.67567568 98.32432432],0
a6,1,0.213398,1.548226,[8 1] ; [72 32],[6.37168142 2.62831858] ; [73.62831858 30.37168142],0
b4,1,0.234109,1.415723,[4 5] ; [67 37],[5.65486726 3.34513274] ; [65.34513274 38.65486726],0
p11,1,0.259617,1.270797,[4 5] ; [66 38],[5.57522124 3.42477876] ; [64.42477876 39.57522124],0
p5,1,0.318819,0.993785,[1 8] ; [ 4 98],[0.40540541 8.59459459] ; [ 4.59459459 97.40540541],0
u3,1,0.362989,0.827524,[1 1] ; [25  7],[1.52941176 0.47058824] ; [24.47058824  7.52941176],0
p3,1,0.407629,0.685706,[2 6] ; [41 62],[3.0990991 4.9009009] ; [39.9009009 63.0990991],0
p4,1,0.411407,0.674732,[3 6] ; [49 54],[4.17857143 4.82142857] ; [47.82142857 55.17857143],0
v2,1,0.436337,0.605896,[4 5] ; [55 40],[5.10576923 3.89423077] ; [53.89423077 41.10576923],0
p6,1,0.441342,0.592792,[1 7] ; [25 77],[1.89090909 6.10909091] ; [24.10909091 77.89090909],0
a2,1,0.488802,0.479163,[3 6] ; [24 80],[2.15044248 6.84955752] ; [24.84955752 79.15044248],0
a7,1,0.509211,0.435689,[8 1] ; [83 21],[7.24778761 1.75221239] ; [83.75221239 20.24778761],0
p1,1,0.536174,0.382676,[1 8] ; [ 6 96],[0.56756757 8.43243243] ; [ 6.43243243 95.56756757],0
u2,1,0.582399,0.302372,[1 1] ; [22 10],[1.35294118 0.64705882] ; [21.64705882 10.35294118],0
a3,1,0.591725,0.287658,[7 2] ; [72 32],[6.2920354 2.7079646] ; [72.7079646 31.2920354],0
n6,1,0.610787,0.25903,[5 4] ; [66 37],[5.70535714 3.29464286] ; [65.29464286 37.70535714],0
n3,1,0.642718,0.215205,[3 3] ; [24 16],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
a5,1,0.672199,0.17904,[7 2] ; [74 30],[6.45132743 2.54867257] ; [74.54867257 29.45132743],0
u1,1,0.680546,0.169511,[1 8] ; [17 87],[1.43362832 7.56637168] ; [16.56637168 87.43362832],0
v3,1,0.704906,0.143418,[2 7] ; [27 69],[2.48571429 6.51428571] ; [26.51428571 69.48571429],0
n2,1,0.729661,0.119423,[3 3] ; [23 17],[3.39130435 2.60869565] ; [22.60869565 17.39130435],0
s7,1,0.754299,0.097954,[2 5] ; [33 63],[2.37864078 4.62135922] ; [32.62135922 63.37864078],0
n5,1,0.759319,0.093866,[2 7] ; [28 76],[2.38938053 6.61061947] ; [27.61061947 76.38938053],0
d2,1,0.812012,0.056564,[5 4] ; [62 42],[5.33628319 3.66371681] ; [61.66371681 42.33628319],0
b3,1,0.839752,0.040889,[3 4] ; [21 33],[2.75409836 4.24590164] ; [21.24590164 32.75409836],0
b2,1,0.839752,0.040889,[3 4] ; [21 33],[2.75409836 4.24590164] ; [21.24590164 32.75409836],0
a4,1,0.9655,0.001871,[4 5] ; [47 57],[4.0619469 4.9380531] ; [46.9380531 57.0619469],0
v1,1,0.979476,0.000662,[4 5] ; [44 56],[3.96330275 5.03669725] ; [44.03669725 55.96330275],0
