Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,183.001334,[535  67] ; [56 91],[475.00934579 126.99065421] ; [115.99065421  31.00934579],1
s7,1,0.0,26.231383,[318 256] ; [45 98],[290.60251046 283.39748954] ; [72.39748954 70.60251046],1
p4,1,1e-06,24.503647,[390 209] ; [63 84],[363.73592493 235.26407507] ; [89.26407507 57.73592493],1
a5,1,5e-06,21.000609,[465 138] ; [86 61],[443.004 159.996] ; [107.996  39.004],1
p3,1,1.1e-05,19.312257,[330 271] ; [51 96],[306.12433155 294.87566845] ; [74.87566845 72.12433155],1
p6,1,1.8e-05,18.361981,[248 345] ; [ 33 113],[225.48443843 367.51556157] ; [55.51556157 90.48443843],1
s8,1,2.5e-05,17.741055,[297 303] ; [ 44 102],[274.26273458 325.73726542] ; [66.73726542 79.26273458],1
v3,1,3.4e-05,17.176523,[264 324] ; [ 36 104],[242.30769231 345.69230769] ; [57.69230769 82.30769231],1
a4,1,4.8e-05,16.542075,[296 305] ; [ 45 102],[273.98529412 327.01470588] ; [67.01470588 79.98529412],1
r1,1,0.000113,14.913759,[499 103] ; [101  46],[482.24299065 119.75700935] ; [117.75700935  29.24299065],1
p10,1,0.000172,14.119737,[512  84] ; [105  39],[496.93513514  99.06486486] ; [120.06486486  23.93513514],1
d1,1,0.000223,13.626487,[380 224] ; [68 79],[360.30892144 243.69107856] ; [87.69107856 59.30892144],1
v1,1,0.000311,13.000677,[341 247] ; [59 84],[321.75102599 266.24897401] ; [78.24897401 64.75102599],1
a2,1,0.000314,12.984657,[164 440] ; [ 19 128],[147.17976032 456.82023968] ; [ 35.82023968 111.17976032],1
s4,1,0.000393,12.562823,[ 85 508] ; [ 39 108],[ 99.36756757 493.63243243] ; [ 24.63243243 122.36756757],1
d5,1,0.000406,12.505662,[506  97] ; [104  42],[491.09479306 111.90520694] ; [118.90520694  27.09479306],1
u1,1,0.000446,12.330155,[130 474] ; [ 13 134],[115.00932091 488.99067909] ; [ 27.99067909 119.00932091],1
d2,1,0.000469,12.234372,[318 284] ; [54 93],[298.99065421 303.00934579] ; [73.00934579 73.99065421],1
a3,1,0.001129,10.603782,[444 157] ; [88 58],[428.02141901 172.97858099] ; [103.97858099  42.02141901],0
a8,1,0.001131,10.599019,[ 91 453] ; [  8 130],[ 78.96774194 465.03225806] ; [ 20.03225806 117.96774194],0
p11,1,0.001397,10.210121,[508  96] ; [107  40],[494.62050599 109.37949401] ; [120.37949401  26.62050599],0
p8,1,0.001606,9.95277,[331 260] ; [61 86],[313.91869919 277.08130081] ; [78.08130081 68.91869919],0
r4,1,0.001951,9.594807,[570  34] ; [128  19],[561.37416778  42.62583222] ; [136.62583222  10.37416778],0
p5,1,0.00222,9.357763,[ 84 514] ; [  7 139],[ 73.14247312 524.85752688] ; [ 17.85752688 128.14247312],0
n1,1,0.002823,8.918318,[45 56] ; [11 43],[36.49032258 64.50967742] ; [19.50967742 34.49032258],0
s3,1,0.014371,5.991937,[346 249] ; [68 77],[332.87837838 262.12162162] ; [81.12162162 63.87837838],0
p2,1,0.014825,5.937102,[514  87] ; [112  33],[504.32439678  96.67560322] ; [121.67560322  23.32439678],0
p12,1,0.015915,5.812216,[ 57 541] ; [  5 142],[ 49.76644295 548.23355705] ; [ 12.23355705 134.76644295],0
d4,1,0.024463,5.061475,[506  96] ; [112  35],[496.71028037 105.28971963] ; [121.28971963  25.71028037],0
p7,1,0.025287,5.004106,[393 197] ; [81 62],[381.52796726 208.47203274] ; [92.47203274 50.52796726],0
b1,1,0.027832,4.838441,[227 377] ; [ 41 106],[215.54194407 388.45805593] ; [52.45805593 94.54194407],0
p9,1,0.028704,4.785273,[521  74] ; [116  28],[512.87550744  82.12449256] ; [124.12449256  19.87550744],0
v2,1,0.033251,4.53281,[347 236] ; [70 71],[335.78867403 247.21132597] ; [81.21132597 59.78867403],0
s2,1,0.039131,4.255191,[318 278] ; [64 82],[306.83557951 289.16442049] ; [75.16442049 70.83557951],0
p1,1,0.042094,4.13144,[ 56 544] ; [  6 139],[ 49.93288591 550.06711409] ; [ 12.06711409 132.93288591],0
s6,1,0.050789,3.815209,[415 174] ; [90 55],[405.23841962 183.76158038] ; [99.76158038 45.23841962],0
a6,1,0.056912,3.625164,[414 188] ; [89 58],[404.28037383 197.71962617] ; [98.71962617 48.28037383],0
n3,1,0.063685,3.438725,[82 21] ; [35 18],[77.25 25.75] ; [39.75 13.25],0
b2,1,0.119513,2.423691,[156 230] ; [20 46],[150.30088496 235.69911504] ; [25.69911504 40.30088496],0
