Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.017095,5.686631,[16 19] ; [37 15],[21.32183908 13.67816092] ; [31.67816092 20.32183908],0
a8,1,0.019979,5.413706,[ 7 26] ; [ 2 44],[ 3.75949367 29.24050633] ; [ 5.24050633 40.75949367],0
p10,1,0.023316,5.144774,[18 17] ; [39 13],[22.93103448 12.06896552] ; [34.06896552 17.93103448],0
p8,1,0.023763,5.111813,[14 21] ; [33 18],[19.12790698 15.87209302] ; [27.87209302 23.12790698],0
s8,1,0.041225,4.166749,[ 8 27] ; [23 29],[12.47126437 22.52873563] ; [18.52873563 33.47126437],0
u3,1,0.044353,4.043062,[5 7] ; [14  4],[7.6 4.4] ; [11.4  6.6],0
p11,1,0.050518,3.824176,[20 15] ; [40 12],[24.13793103 10.86206897] ; [35.86206897 16.13793103],0
p9,1,0.050518,3.824176,[20 15] ; [40 12],[24.13793103 10.86206897] ; [35.86206897 16.13793103],0
d1,1,0.072634,3.222478,[12 23] ; [28 24],[16.09195402 18.90804598] ; [23.90804598 28.09195402],0
d5,1,0.084224,2.981447,[21 13] ; [41 11],[24.51162791  9.48837209] ; [37.48837209 14.51162791],0
r3,1,0.087609,2.917773,[29  6] ; [49  3],[31.37931034  3.62068966] ; [46.62068966  5.37931034],0
p2,1,0.089442,2.88439,[25 10] ; [44  7],[28.08139535  6.91860465] ; [40.91860465 10.08139535],0
p6,1,0.110875,2.541699,[ 8 25] ; [21 30],[11.39285714 21.60714286] ; [17.60714286 33.39285714],0
p3,1,0.125899,2.342358,[13 22] ; [28 24],[16.49425287 18.50574713] ; [24.50574713 27.49425287],0
r4,1,0.155123,2.021139,[22 13] ; [40 12],[24.94252874 10.05747126] ; [37.05747126 14.94252874],0
a4,1,0.158043,1.992848,[ 9 26] ; [21 31],[12.06896552 22.93103448] ; [17.93103448 34.06896552],0
s5,1,0.18181,1.78277,[ 5 29] ; [14 38],[ 7.51162791 26.48837209] ; [11.48837209 40.51162791],0
s6,1,0.193008,1.694509,[18 17] ; [34 18],[20.91954023 14.08045977] ; [31.08045977 20.91954023],0
b5,1,0.259234,1.272844,[25 10] ; [31 21],[22.52873563 12.47126437] ; [33.47126437 18.52873563],0
s7,1,0.260897,1.263989,[10 22] ; [21 27],[12.4 19.6] ; [18.6 29.4],0
v3,1,0.318402,0.995499,[ 6 28] ; [13 35],[ 7.87804878 26.12195122] ; [11.12195122 36.87804878],0
r2,1,0.32934,0.951493,[25  9] ; [42  9],[26.8  7.2] ; [40.2 10.8],0
n3,1,0.352704,0.863705,[7 4] ; [12  3],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
d3,1,0.363653,0.825238,[19 14] ; [35 17],[20.96470588 12.03529412] ; [33.03529412 18.96470588],0
s2,1,0.409488,0.680287,[12 23] ; [22 29],[13.8372093 21.1627907] ; [20.1627907 30.8372093],0
a2,1,0.417447,0.657491,[ 5 30] ; [11 41],[ 6.43678161 28.56321839] ; [ 9.56321839 42.43678161],0
s3,1,0.432781,0.615347,[18 17] ; [30 20],[19.76470588 15.23529412] ; [28.23529412 21.76470588],0
a7,1,0.501791,0.451147,[24 11] ; [32 20],[22.52873563 12.47126437] ; [33.47126437 18.52873563],0
n5,1,0.510221,0.433613,[19 16] ; [24 27],[17.5 17.5] ; [25.5 25.5],0
d2,1,0.515426,0.423036,[12 22] ; [22 30],[13.44186047 20.55813953] ; [20.55813953 31.44186047],0
a1,1,0.524802,0.404447,[ 1 34] ; [ 3 49],[ 1.6091954 33.3908046] ; [ 2.3908046 49.6091954],0
u2,1,0.527225,0.399737,[9 3] ; [16  3],[9.67741935 2.32258065] ; [15.32258065  3.67741935],0
v2,1,0.557663,0.343767,[15 18] ; [25 23],[16.2962963 16.7037037] ; [23.7037037 24.2962963],0
v1,1,0.585641,0.297203,[12 21] ; [22 30],[13.2 19.8] ; [20.8 31.2],0
s1,1,0.630591,0.231261,[ 3 32] ; [ 3 48],[ 2.44186047 32.55813953] ; [ 3.55813953 47.44186047],0
u1,1,0.655883,0.198563,[ 3 32] ; [ 6 46],[ 3.62068966 31.37931034] ; [ 5.37931034 46.62068966],0
n4,1,0.694857,0.153878,[19 16] ; [26 26],[18.10344828 16.89655172] ; [26.89655172 25.10344828],0
b4,1,0.761741,0.091927,[20 15] ; [28 24],[19.31034483 15.68965517] ; [28.68965517 23.31034483],0
v4,1,0.773477,0.082846,[30  4] ; [46  5],[30.4  3.6] ; [45.6  5.4],0
s4,1,0.805295,0.060763,[ 6 29] ; [10 42],[ 6.43678161 28.56321839] ; [ 9.56321839 42.43678161],0
a3,1,0.829654,0.046288,[23 12] ; [33 19],[22.52873563 12.47126437] ; [33.47126437 18.52873563],0
d4,1,0.875204,0.024665,[24  9] ; [37 15],[23.68235294  9.31764706] ; [37.31764706 14.68235294],0
b1,1,0.877137,0.023901,[23 12] ; [35 17],[23.33333333 11.66666667] ; [34.66666667 17.33333333],0
n2,1,0.90748,0.013506,[9 2] ; [12  3],[8.88461538 2.11538462] ; [12.11538462  2.88461538],0
a6,1,0.973804,0.001078,[23 11] ; [35 17],[22.93023256 11.06976744] ; [35.06976744 16.93023256],0
r1,1,0.977848,0.000771,[25 10] ; [37 15],[24.94252874 10.05747126] ; [37.05747126 14.94252874],0
