Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000262,13.321112,[13 12] ; [70 11],[19.5754717  5.4245283] ; [63.4245283 17.5754717],1
p10,1,0.00114,10.584656,[13 12] ; [67 13],[19.04761905  5.95238095] ; [60.95238095 19.04761905],0
p2,1,0.001254,10.408559,[15 10] ; [70  9],[20.43269231  4.56730769] ; [64.56730769 14.43269231],0
n6,1,0.007929,7.049402,[10 14] ; [57 23],[15.46153846  8.53846154] ; [51.53846154 28.46153846],0
v4,1,0.019359,5.46875,[20  5] ; [76  4],[22.85714286  2.14285714] ; [73.14285714  6.85714286],0
s8,1,0.036363,4.379985,[ 5 20] ; [35 46],[ 9.43396226 15.56603774] ; [30.56603774 50.43396226],0
r3,1,0.038679,4.274897,[20  5] ; [76  5],[22.64150943  2.35849057] ; [73.35849057  7.64150943],0
p7,1,0.041708,4.147015,[15 10] ; [61 15],[18.81188119  6.18811881] ; [57.18811881 18.81188119],0
n5,1,0.046401,3.966993,[ 5 20] ; [34 47],[ 9.19811321 15.80188679] ; [29.80188679 51.19811321],0
s1,1,0.074566,3.179534,[ 2 23] ; [ 1 80],[ 0.70754717 24.29245283] ; [ 2.29245283 78.70754717],0
a3,1,0.165537,1.922906,[16  9] ; [39 42],[12.97169811 12.02830189] ; [42.02830189 38.97169811],0
s5,1,0.169387,1.888357,[ 5 20] ; [27 51],[ 7.76699029 17.23300971] ; [24.23300971 53.76699029],0
a2,1,0.198843,1.650852,[ 4 21] ; [ 6 75],[ 2.35849057 22.64150943] ; [ 7.64150943 73.35849057],0
a7,1,0.256882,1.285481,[17  8] ; [64 17],[19.10377358  5.89622642] ; [61.89622642 19.10377358],0
d3,1,0.291822,1.111198,[20  5] ; [56 25],[17.9245283  7.0754717] ; [58.0754717 22.9245283],0
u3,1,0.306934,1.043823,[3 5] ; [24 18],[4.32 3.68] ; [22.68 19.32],0
s6,1,0.351904,0.86658,[14 11] ; [53 27],[15.95238095  9.04761905] ; [51.04761905 28.95238095],0
s3,1,0.382193,0.763636,[10 15] ; [40 40],[11.9047619 13.0952381] ; [38.0952381 41.9047619],0
r4,1,0.453095,0.562899,[19  6] ; [67 14],[20.28301887  4.71698113] ; [65.71698113 15.28301887],0
b4,1,0.455225,0.55761,[16  9] ; [45 36],[14.38679245 10.61320755] ; [46.61320755 34.38679245],0
r2,1,0.457153,0.552855,[23  2] ; [70 11],[21.93396226  3.06603774] ; [71.06603774  9.93396226],0
n3,1,0.462832,0.539037,[4 4] ; [13  7],[4.85714286 3.14285714] ; [12.14285714  7.85714286],0
v1,1,0.473063,0.514812,[ 9 16] ; [34 43],[10.53921569 14.46078431] ; [32.46078431 44.53921569],0
r1,1,0.509547,0.434998,[19  6] ; [56 25],[17.68867925  7.31132075] ; [57.31132075 23.68867925],0
a6,1,0.532036,0.390501,[14 11] ; [51 30],[15.33018868  9.66981132] ; [49.66981132 31.33018868],0
p12,1,0.548716,0.359622,[ 1 24] ; [ 6 75],[ 1.6509434 23.3490566] ; [ 5.3490566 75.6509434],0
u1,1,0.548716,0.359622,[ 1 24] ; [ 6 75],[ 1.6509434 23.3490566] ; [ 5.3490566 75.6509434],0
v2,1,0.564069,0.332707,[11 13] ; [41 37],[12.23529412 11.76470588] ; [39.76470588 38.23529412],0
b5,1,0.569745,0.323109,[17  8] ; [50 31],[15.80188679  9.19811321] ; [51.19811321 29.80188679],0
p6,1,0.588719,0.29235,[ 8 17] ; [30 49],[ 9.13461538 15.86538462] ; [28.86538462 50.13461538],0
v3,1,0.591508,0.287995,[ 8 16] ; [21 55],[ 6.96 17.04] ; [22.04 53.96],0
b1,1,0.638663,0.220495,[ 8 17] ; [22 59],[ 7.0754717 17.9245283] ; [22.9245283 58.0754717],0
d5,1,0.638663,0.220495,[17  8] ; [59 22],[17.9245283  7.0754717] ; [58.0754717 22.9245283],0
a4,1,0.644421,0.213007,[ 7 18] ; [19 62],[ 6.13207547 18.86792453] ; [19.86792453 61.13207547],0
a5,1,0.646172,0.21076,[17  8] ; [51 30],[16.03773585  8.96226415] ; [51.96226415 29.03773585],0
a1,1,0.686595,0.162797,[ 1 24] ; [ 2 79],[ 0.70754717 24.29245283] ; [ 2.29245283 78.70754717],0
s2,1,0.695097,0.153623,[10 15] ; [36 45],[10.8490566 14.1509434] ; [35.1509434 45.8490566],0
n1,1,0.701063,0.147368,[3 5] ; [ 6 14],[2.57142857 5.42857143] ; [ 6.42857143 13.57142857],0
d2,1,0.729058,0.119979,[ 8 17] ; [23 58],[ 7.31132075 17.68867925] ; [23.68867925 57.31132075],0
p1,1,0.732604,0.116734,[ 2 22] ; [ 5 74],[ 1.63106796 22.36893204] ; [ 5.36893204 73.63106796],0
d4,1,0.749405,0.102032,[19  6] ; [64 17],[19.5754717  5.4245283] ; [63.4245283 17.5754717],0
d1,1,0.798398,0.06524,[11 14] ; [38 43],[11.55660377 13.44339623] ; [37.44339623 43.55660377],0
s4,1,0.813712,0.055526,[ 5 20] ; [18 63],[ 5.4245283 19.5754717] ; [17.5754717 63.4245283],0
u2,1,0.82625,0.048186,[5 4] ; [25 17],[5.29411765 3.70588235] ; [24.70588235 17.29411765],0
s7,1,0.84944,0.036036,[ 8 16] ; [28 51],[ 8.38834951 15.61165049] ; [27.61165049 51.38834951],0
p4,1,0.860908,0.030701,[15 10] ; [47 34],[14.62264151 10.37735849] ; [47.37735849 33.62264151],0
p3,1,0.98966,0.000168,[12 13] ; [39 42],[12.02830189 12.97169811] ; [38.97169811 42.02830189],0
n2,1,1.0,0.0,[6 2] ; [15  5],[6. 2.] ; [15.  5.],0
b3,1,1.0,0.0,[4 8] ; [13 26],[4. 8.] ; [13. 26.],0
b2,1,1.0,0.0,[4 8] ; [13 26],[4. 8.] ; [13. 26.],0
