Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8e-06,19.91497,[36  7] ; [58 72],[23.36416185 19.63583815] ; [70.63583815 59.36416185],1
p4,1,0.002442,9.183649,[28 15] ; [51 81],[19.41142857 23.58857143] ; [59.58857143 72.41142857],0
p3,1,0.011727,6.351615,[23 20] ; [42 89],[16.06321839 26.93678161] ; [48.93678161 82.06321839],0
s7,1,0.018196,5.577193,[20 20] ; [37 88],[13.81818182 26.18181818] ; [43.18181818 81.81818182],0
b3,1,0.028148,4.818983,[11 15] ; [16 62],[ 6.75 19.25] ; [20.25 57.75],0
b2,1,0.028148,4.818983,[11 15] ; [16 62],[ 6.75 19.25] ; [20.25 57.75],0
b1,1,0.030851,4.661261,[24 19] ; [49 83],[17.93714286 25.06285714] ; [55.06285714 76.93714286],0
v2,1,0.046039,3.980166,[22 20] ; [43 80],[16.54545455 25.45454545] ; [48.45454545 74.54545455],0
u2,1,0.0611,3.507274,[12  8] ; [26 45],[ 8.35164835 11.64835165] ; [29.64835165 41.35164835],0
a4,1,0.091553,2.846845,[14 28] ; [ 27 104],[ 9.95375723 32.04624277] ; [31.04624277 99.95375723],0
p8,1,0.111207,2.536982,[22 21] ; [49 82],[17.54597701 25.45402299] ; [53.45402299 77.54597701],0
s5,1,0.111648,2.53074,[10 31] ; [ 18 112],[ 6.71345029 34.28654971] ; [ 21.28654971 108.71345029],0
p2,1,0.114126,2.496134,[35  8] ; [91 41],[30.96 12.04] ; [95.04 36.96],0
s2,1,0.114916,2.485276,[19 24] ; [40 89],[14.75 28.25] ; [44.25 84.75],0
a8,1,0.115916,2.471646,[ 7 34] ; [ 10 110],[ 4.32919255 36.67080745] ; [ 12.67080745 107.32919255],0
p1,1,0.136313,2.219099,[ 7 36] ; [ 11 121],[ 4.42285714 38.57714286] ; [ 13.57714286 118.42285714],0
b5,1,0.137086,2.210369,[29 14] ; [72 60],[24.81714286 18.18285714] ; [76.18285714 55.81714286],0
p12,1,0.140946,2.167605,[ 3 40] ; [  3 129],[ 1.47428571 41.52571429] ; [  4.52571429 127.47428571],0
u1,1,0.140946,2.167605,[ 3 40] ; [  3 129],[ 1.47428571 41.52571429] ; [  4.52571429 127.47428571],0
s4,1,0.151907,2.052993,[ 5 37] ; [ 29 103],[ 8.20689655 33.79310345] ; [ 25.79310345 106.20689655],0
r3,1,0.157482,1.998242,[39  4] ; [106  24],[36.04046243  6.95953757] ; [108.95953757  21.04046243],0
a6,1,0.193046,1.694216,[28 15] ; [71 61],[24.32571429 18.67428571] ; [74.67428571 57.32571429],0
d1,1,0.251405,1.31548,[ 3 40] ; [  4 128],[ 1.72 41.28] ; [  5.28 126.72],0
b4,1,0.313681,1.015114,[24 19] ; [62 70],[21.13142857 21.86857143] ; [64.86857143 67.13142857],0
d2,1,0.32078,0.985763,[13 30] ; [ 30 102],[10.56571429 32.43428571] ; [32.43428571 99.56571429],0
n6,1,0.345341,0.890505,[34  9] ; [94 37],[31.63218391 11.36781609] ; [96.36781609 34.63218391],0
s8,1,0.347121,0.883955,[16 27] ; [39 93],[13.51428571 29.48571429] ; [41.48571429 90.51428571],0
n4,1,0.357824,0.845516,[32 11] ; [87 43],[29.57803468 13.42196532] ; [89.42196532 40.57803468],0
a5,1,0.403822,0.696916,[24 19] ; [64 68],[21.62285714 21.37714286] ; [66.37714286 65.62285714],0
s1,1,0.431369,0.619134,[ 1 40] ; [  7 122],[ 1.92941176 39.07058824] ; [  6.07058824 122.92941176],0
v3,1,0.449046,0.573059,[14 29] ; [34 94],[12.07017544 30.92982456] ; [35.92982456 92.07017544],0
a3,1,0.455242,0.557567,[23 20] ; [61 69],[20.87861272 22.12138728] ; [63.12138728 66.87861272],0
p10,1,0.506603,0.441076,[30 12] ; [85 44],[28.24561404 13.75438596] ; [86.75438596 42.24561404],0
n2,1,0.506886,0.44049,[8 4] ; [35 11],[8.89655172 3.10344828] ; [34.10344828 11.89655172],0
n5,1,0.51265,0.428653,[32 10] ; [93 38],[30.34682081 11.65317919] ; [94.65317919 36.34682081],0
d3,1,0.516599,0.420678,[13 28] ; [35 97],[11.37572254 29.62427746] ; [36.62427746 95.37572254],0
r1,1,0.527432,0.399337,[28 15] ; [77 52],[26.25 16.75] ; [78.75 50.25],0
p9,1,0.560777,0.338361,[32 11] ; [90 39],[30.5 12.5] ; [91.5 37.5],0
s3,1,0.567872,0.326256,[18 25] ; [60 68],[19.61403509 23.38596491] ; [58.38596491 69.61403509],0
a1,1,0.647186,0.209466,[ 1 42] ; [  5 127],[ 1.47428571 41.52571429] ; [  4.52571429 127.47428571],0
a7,1,0.665538,0.186866,[25 17] ; [73 58],[23.79190751 18.20809249] ; [74.20809249 56.79190751],0
d5,1,0.703674,0.144678,[18 24] ; [61 71],[19.06896552 22.93103448] ; [59.93103448 72.06896552],0
r4,1,0.742597,0.107857,[33 10] ; [98 34],[32.18857143 10.81142857] ; [98.81142857 33.18857143],0
p11,1,0.77482,0.08184,[30 13] ; [89 43],[29.24 13.76] ; [89.76 42.24],0
v4,1,0.792074,0.069495,[38  5] ; [112  17],[37.5  5.5] ; [112.5  16.5],0
r2,1,0.80473,0.061123,[38  5] ; [113  17],[37.53179191  5.46820809] ; [113.46820809  16.53179191],0
n1,1,0.805779,0.060455,[5 7] ; [17 28],[4.63157895 7.36842105] ; [17.36842105 27.63157895],0
a2,1,0.843725,0.038861,[ 4 39] ; [ 11 121],[ 3.68571429 39.31428571] ; [ 11.31428571 120.68571429],0
s6,1,0.930921,0.007514,[21 21] ; [66 64],[21.24418605 20.75581395] ; [65.75581395 64.24418605],0
v1,1,0.970023,0.001412,[18 25] ; [54 74],[18.10526316 24.89473684] ; [53.89473684 74.10526316],0
u3,1,0.995539,3.1e-05,[ 9 11] ; [32 39],[ 9.01098901 10.98901099] ; [31.98901099 39.01098901],0
n3,1,1.0,0.0,[9 3] ; [33 11],[9. 3.] ; [33. 11.],0
