Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.039642,4.23314,[12  1] ; [19 12],[9.15909091 3.84090909] ; [21.84090909  9.15909091],0
r4,1,0.058953,3.566584,[12  1] ; [20 11],[9.45454545 3.54545455] ; [22.54545455  8.45454545],0
v2,1,0.07822,3.101499,[9 4] ; [12 18],[6.34883721 6.65116279] ; [14.65116279 15.34883721],0
p4,1,0.085102,2.964672,[8 5] ; [10 20],[5.44186047 7.55813953] ; [12.55813953 17.44186047],0
a4,1,0.117895,2.445062,[6 7] ; [ 7 24],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
u3,1,0.118991,2.430556,[2 4] ; [6 2],[3.42857143 2.57142857] ; [4.57142857 3.42857143],0
u2,1,0.118991,2.430556,[2 4] ; [6 2],[3.42857143 2.57142857] ; [4.57142857 3.42857143],0
s1,1,0.144323,2.131251,[ 2 11] ; [ 1 30],[ 0.88636364 12.11363636] ; [ 2.11363636 28.88636364],0
a1,1,0.144323,2.131251,[ 2 11] ; [ 1 30],[ 0.88636364 12.11363636] ; [ 2.11363636 28.88636364],0
b2,1,0.147569,2.097198,[4 6] ; [ 3 16],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
b3,1,0.147569,2.097198,[4 6] ; [ 3 16],[2.4137931 7.5862069] ; [ 4.5862069 14.4137931],0
d4,1,0.174125,1.847068,[12  1] ; [23  8],[10.34090909  2.65909091] ; [24.65909091  6.34090909],0
a3,1,0.186136,1.747938,[7 6] ; [23  8],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
v1,1,0.280514,1.164599,[5 8] ; [ 7 24],[3.54545455 9.45454545] ; [ 8.45454545 22.54545455],0
a5,1,0.281735,1.158699,[9 4] ; [16 15],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
u1,1,0.347008,0.884367,[ 2 11] ; [ 2 29],[ 1.18181818 11.81818182] ; [ 2.81818182 28.18181818],0
v3,1,0.381996,0.764268,[6 7] ; [10 21],[4.72727273 8.27272727] ; [11.27272727 19.72727273],0
s6,1,0.425539,0.634969,[5 8] ; [16 15],[6.20454545 6.79545455] ; [14.79545455 16.20454545],0
r3,1,0.456864,0.553568,[12  1] ; [26  5],[11.22727273  1.77272727] ; [26.77272727  4.22727273],0
a8,1,0.485667,0.486111,[ 1 11] ; [ 5 25],[ 1.71428571 10.28571429] ; [ 4.28571429 25.71428571],0
b1,1,0.487662,0.481682,[9 4] ; [18 13],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
d3,1,0.487662,0.481682,[9 4] ; [18 13],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
s7,1,0.494525,0.466667,[7 5] ; [14 16],[6. 6.] ; [15. 15.],0
p6,1,0.50254,0.449568,[3 9] ; [ 5 26],[2.23255814 9.76744186] ; [ 5.76744186 25.23255814],0
p11,1,0.540089,0.375375,[8 5] ; [22  9],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
b4,1,0.540089,0.375375,[8 5] ; [22  9],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
p2,1,0.540089,0.375375,[8 5] ; [22  9],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
b5,1,0.546328,0.363937,[5 8] ; [15 16],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
r1,1,0.589263,0.291496,[11  2] ; [24  7],[10.34090909  2.65909091] ; [24.65909091  6.34090909],0
a6,1,0.617387,0.249557,[9 4] ; [19 12],[8.27272727 4.72727273] ; [19.72727273 11.27272727],0
s3,1,0.682286,0.167564,[8 5] ; [17 14],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
s5,1,0.735937,0.11373,[4 9] ; [ 8 23],[3.54545455 9.45454545] ; [ 8.45454545 22.54545455],0
n6,1,0.735937,0.11373,[9 4] ; [23  8],[9.45454545 3.54545455] ; [22.54545455  8.45454545],0
d5,1,0.755399,0.09705,[11  2] ; [25  6],[10.63636364  2.36363636] ; [25.36363636  5.63636364],0
n5,1,0.763406,0.090608,[9 4] ; [20 11],[8.56818182 4.43181818] ; [20.43181818 10.56818182],0
r2,1,0.810899,0.057249,[12  1] ; [27  3],[11.79069767  1.20930233] ; [27.20930233  2.79069767],0
v4,1,0.810899,0.057249,[12  1] ; [27  3],[11.79069767  1.20930233] ; [27.20930233  2.79069767],0
a2,1,0.826783,0.047886,[ 2 11] ; [ 4 27],[ 1.77272727 11.22727273] ; [ 4.22727273 26.77272727],0
s2,1,0.830676,0.045725,[5 8] ; [13 18],[5.31818182 7.68181818] ; [12.68181818 18.31818182],0
s4,1,0.858499,0.031786,[ 2 11] ; [ 4 26],[ 1.81395349 11.18604651] ; [ 4.18604651 25.81395349],0
d1,1,0.892364,0.01831,[7 6] ; [16 15],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
a7,1,0.922934,0.009358,[9 4] ; [21 10],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
p7,1,0.943702,0.004987,[8 4] ; [19 10],[7.90243902 4.09756098] ; [19.09756098  9.90243902],0
d2,1,0.951895,0.003639,[6 7] ; [14 17],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
p8,1,0.951895,0.003639,[6 7] ; [14 17],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
s8,1,0.987695,0.000238,[5 8] ; [12 19],[5.02272727 7.97727273] ; [11.97727273 19.02272727],0
n1,1,1.0,0.0,[1 1] ; [5 5],[1. 1.] ; [5. 5.],0
