Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.529278,[38 78] ; [23  5],[49.13888889 66.86111111] ; [11.86111111 16.13888889],1
p5,1,0.000116,14.849035,[  4 112] ; [ 7 21],[  8.86111111 107.13888889] ; [ 2.13888889 25.86111111],1
s2,1,0.003222,8.677403,[29 87] ; [15 13],[35.44444444 80.55555556] ; [ 8.55555556 19.44444444],0
p3,1,0.008691,6.885184,[29 88] ; [14 14],[34.69655172 82.30344828] ; [ 8.30344828 19.69655172],0
n6,1,0.010348,6.573904,[74 41] ; [25  3],[79.61538462 35.38461538] ; [19.38461538  8.61538462],0
s7,1,0.010719,6.511298,[17 94] ; [10 17],[21.7173913 89.2826087] ; [ 5.2826087 21.7173913],0
s4,1,0.019458,5.459844,[ 13 103] ; [ 8 20],[16.91666667 99.08333333] ; [ 4.08333333 23.91666667],0
p9,1,0.026219,4.941545,[68 46] ; [23  5],[73.05633803 40.94366197] ; [17.94366197 10.05633803],0
p11,1,0.032673,4.562856,[71 46] ; [23  5],[75.84827586 41.15172414] ; [18.15172414  9.84827586],0
r4,1,0.032955,4.548094,[76 41] ; [24  4],[80.68965517 36.31034483] ; [19.31034483  8.68965517],0
p8,1,0.043707,4.067848,[38 77] ; [15 13],[42.62237762 72.37762238] ; [10.37762238 17.62237762],0
p12,1,0.055057,3.680352,[  3 112] ; [ 3 25],[  4.82517483 110.17482517] ; [ 1.17482517 26.82517483],0
p10,1,0.06222,3.477202,[62 52] ; [20  7],[66.29787234 47.70212766] ; [15.70212766 11.29787234],0
b4,1,0.091167,2.853641,[63 54] ; [20  8],[66.97241379 50.02758621] ; [16.02758621 11.97241379],0
v4,1,0.091254,2.852105,[91 24] ; [26  2],[94.09090909 20.90909091] ; [22.90909091  5.09090909],0
p2,1,0.135805,2.224855,[70 47] ; [21  7],[73.42758621 43.57241379] ; [17.57241379 10.42758621],0
b1,1,0.154733,2.024963,[55 62] ; [ 9 19],[51.64137931 65.35862069] ; [12.35862069 15.64137931],0
