Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.77008,[66 46] ; [107  16],[82.45106383 29.54893617] ; [90.54893617 32.45106383],1
p4,1,2e-06,23.033051,[65 50] ; [105  19],[81.79916318 33.20083682] ; [88.20083682 35.79916318],1
p3,1,0.000195,13.877346,[57 59] ; [90 34],[71.05 44.95] ; [75.95 48.05],1
p8,1,0.000308,13.020372,[57 58] ; [89 34],[70.54621849 44.45378151] ; [75.45378151 47.54621849],1
s5,1,0.001951,9.595326,[44 69] ; [70 48],[55.76623377 57.23376623] ; [58.23376623 59.76623377],0
p5,1,0.005551,7.690617,[ 13 100] ; [32 93],[21.36554622 91.63445378] ; [ 23.63445378 101.36554622],0
n6,1,0.01523,5.889694,[93 20] ; [114   9],[99.11440678 13.88559322] ; [107.88559322  15.11440678],0
p9,1,0.016289,5.771439,[100  16] ; [118   6],[105.36666667  10.63333333] ; [112.63333333  11.36666667],0
p12,1,0.017104,5.68572,[  8 108] ; [ 21 103],[ 14.01666667 101.98333333] ; [ 14.98333333 109.01666667],0
n4,1,0.022967,5.170987,[90 24] ; [112  13],[96.35146444 17.64853556] ; [105.64853556  19.35146444],0
d1,1,0.029106,4.76134,[67 49] ; [89 36],[75.08713693 40.91286307] ; [80.91286307 44.08713693],0
d5,1,0.049224,3.867687,[92 24] ; [109  14],[97.55648536 18.44351464] ; [103.44351464  19.55648536],0
p10,1,0.050129,3.837125,[95 20] ; [113  11],[100.08368201  14.91631799] ; [107.91631799  16.08368201],0
s8,1,0.06018,3.532428,[80 34] ; [100  24],[86.21848739 27.78151261] ; [93.78151261 30.21848739],0
a7,1,0.073939,3.193337,[75 41] ; [94 31],[81.34439834 34.65560166] ; [87.65560166 37.34439834],0
a1,1,0.085751,2.952384,[  4 112] ; [ 11 114],[  7.21991701 108.78008299] ; [  7.78008299 117.21991701],0
n5,1,0.125596,2.346109,[92 22] ; [109  15],[96.27731092 17.72268908] ; [104.72268908  19.27731092],0
n1,1,0.172037,1.865107,[13 14] ; [13  6],[15.26086957 11.73913043] ; [10.73913043  8.26086957],0
u3,1,0.205724,1.601266,[14  8] ; [17  4],[15.86046512  6.13953488] ; [15.13953488  5.86046512],0
r4,1,0.2339,1.416988,[106  10] ; [119   6],[108.29875519   7.70124481] ; [116.70124481   8.29875519],0
p2,1,0.242554,1.365688,[97 19] ; [111  14],[100.11618257  15.88381743] ; [107.88381743  17.11618257],0
r3,1,0.256715,1.286384,[110   6] ; [122   3],[111.66804979   4.33195021] ; [120.33195021   4.66804979],0
s2,1,0.263108,1.25233,[83 32] ; [98 27],[86.72916667 28.27083333] ; [94.27083333 30.72916667],0
d2,1,0.268452,1.224641,[61 55] ; [74 50],[65.25 50.75] ; [69.75 54.25],0
b2,1,0.286093,1.137918,[36 53] ; [44 47],[39.55555556 49.44444444] ; [40.44444444 50.55555556],0
b3,1,0.286093,1.137918,[36 53] ; [44 47],[39.55555556 49.44444444] ; [40.44444444 50.55555556],0
d3,1,0.295003,1.096646,[85 31] ; [98 26],[88.45 27.55] ; [94.55 29.45],0
p1,1,0.308038,1.03907,[ 11 105] ; [ 17 107],[ 13.53333333 102.46666667] ; [ 14.46666667 109.53333333],0
s3,1,0.330917,0.945305,[87 27] ; [87 36],[83.69620253 30.30379747] ; [90.30379747 32.69620253],0
d4,1,0.354707,0.856546,[97 19] ; [108  15],[99.49790795 16.50209205] ; [105.50209205  17.49790795],0
a4,1,0.371409,0.798947,[55 60] ; [67 58],[58.45833333 56.54166667] ; [63.54166667 61.45833333],0
b4,1,0.376325,0.782672,[64 52] ; [76 49],[67.38589212 48.61410788] ; [72.61410788 52.38589212],0
b1,1,0.383759,0.758626,[41 75] ; [51 74],[44.28215768 71.71784232] ; [47.71784232 77.28215768],0
v2,1,0.411354,0.674883,[77 34] ; [92 32],[79.82553191 31.17446809] ; [89.17446809 34.82553191],0
u1,1,0.423637,0.640205,[29 87] ; [37 88],[31.76763485 84.23236515] ; [34.23236515 90.76763485],0
p11,1,0.439186,0.598408,[90 26] ; [102  23],[92.41493776 23.58506224] ; [99.58506224 25.41493776],0
a3,1,0.470847,0.519988,[94 22] ; [104  19],[96.10041841 19.89958159] ; [101.89958159  21.10041841],0
u2,1,0.512691,0.428571,[13  8] ; [15  6],[14.  7.] ; [14.  7.],0
b5,1,0.527987,0.398265,[76 40] ; [77 48],[73.64315353 42.35684647] ; [79.35684647 45.64315353],0
v4,1,0.620845,0.244682,[108   5] ; [121   4],[108.72689076   4.27310924] ; [120.27310924   4.72689076],0
s1,1,0.638565,0.220623,[  4 108] ; [  6 119],[  4.7257384 107.2742616] ; [  5.2742616 119.7257384],0
