Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,144.887982,[47 62] ; [487  49],[90.24186047 18.75813953] ; [443.75813953  92.24186047],1
v1,1,2e-06,22.289989,[38 67] ; [320 203],[59.8566879 45.1433121] ; [298.1433121 224.8566879],1
p4,1,7.8e-05,15.597588,[52 57] ; [361 173],[70.01088647 38.98911353] ; [342.98911353 191.01088647],1
s7,1,0.000199,13.837703,[40 69] ; [286 222],[57.59157212 51.40842788] ; [268.40842788 239.59157212],1
p3,1,0.000255,13.377956,[42 67] ; [308 226],[59.33125972 49.66874028] ; [290.66874028 243.33125972],1
v3,1,0.000348,12.791431,[28 77] ; [237 283],[44.52 60.48] ; [220.48 299.52],1
n2,1,0.005188,7.812666,[18 14] ; [77 18],[23.93700787  8.06299213] ; [71.06299213 23.93700787],0
p8,1,0.005323,7.766239,[49 60] ; [314 214],[62.11459969 46.88540031] ; [300.88540031 227.11459969],0
s8,1,0.009693,6.690496,[40 69] ; [268 265],[52.29283489 56.70716511] ; [255.70716511 277.29283489],0
a7,1,0.02028,5.387587,[89 19] ; [383 152],[79.27838258 28.72161742] ; [392.72161742 142.27838258],0
a2,1,0.027879,4.835527,[18 91] ; [142 394],[27.03875969 81.96124031] ; [132.96124031 403.03875969],0
p5,1,0.029608,4.731926,[  8 101] ; [ 81 450],[15.1578125 93.8421875] ; [ 73.8421875 457.1578125],0
u1,1,0.037302,4.336569,[13 96] ; [110 426],[20.78604651 88.21395349] ; [102.21395349 433.78604651],0
s4,1,0.039735,4.229172,[27 82] ; [ 87 441],[19.50706436 89.49293564] ; [ 94.49293564 433.50706436],0
b1,1,0.042925,4.098348,[29 80] ; [197 339],[38.19224806 70.80775194] ; [187.80775194 348.19224806],0
a3,1,0.046133,3.976736,[72 37] ; [402 132],[80.35147745 28.64852255] ; [393.64852255 140.35147745],0
a8,1,0.051917,3.778428,[ 8 94] ; [ 74 414],[14.17627119 87.82372881] ; [ 67.82372881 420.17627119],0
a5,1,0.057049,3.621148,[76 33] ; [419 117],[83.65116279 25.34883721] ; [411.34883721 124.65116279],0
n1,1,0.068004,3.330563,[ 8 24] ; [41 54],[12.34645669 19.65354331] ; [36.65354331 58.34645669],0
d2,1,0.083034,3.004486,[46 63] ; [274 260],[54.24572317 54.75427683] ; [265.75427683 268.24572317],0
p11,1,0.101354,2.684109,[88 21] ; [465  71],[93.45271318 15.54728682] ; [459.54728682  76.45271318],0
d1,1,0.102223,2.670508,[59 50] ; [335 201],[66.58294574 42.41705426] ; [327.41705426 208.58294574],0
b2,1,0.118309,2.439562,[18 40] ; [138 191],[23.37984496 34.62015504] ; [132.62015504 196.37984496],0
b3,1,0.118309,2.439562,[18 40] ; [138 191],[23.37984496 34.62015504] ; [132.62015504 196.37984496],0
s2,1,0.121582,2.396823,[51 57] ; [294 237],[58.30985915 49.69014085] ; [286.69014085 244.30985915],0
a4,1,0.125444,2.347994,[43 66] ; [254 281],[50.26863354 58.73136646] ; [246.73136646 288.26863354],0
p6,1,0.125984,2.341301,[36 72] ; [219 312],[43.09859155 64.90140845] ; [211.90140845 319.09859155],0
r4,1,0.140211,2.175638,[97 12] ; [499  37],[100.71937984   8.28062016] ; [495.28062016  40.71937984],0
s3,1,0.151648,2.055591,[54 52] ; [310 220],[60.66666667 45.33333333] ; [303.33333333 226.66666667],0
p12,1,0.174922,1.840251,[  7 102] ; [ 57 476],[10.86604361 98.13395639] ; [ 53.13395639 479.86604361],0
a6,1,0.175033,1.839301,[69 40] ; [374 161],[74.97981366 34.02018634] ; [368.02018634 166.97981366],0
b4,1,0.191638,1.704981,[70 39] ; [308 228],[63.87906977 45.12093023] ; [314.12093023 221.87906977],0
u2,1,0.212499,1.554321,[23 13] ; [70 64],[19.69411765 16.30588235] ; [73.30588235 60.69411765],0
p2,1,0.226071,1.465412,[90 18] ; [468  66],[93.86915888 14.13084112] ; [464.13084112  69.86915888],0
r1,1,0.227451,1.456733,[84 25] ; [438  96],[88.48833593 20.51166407] ; [433.51166407 100.48833593],0
p1,1,0.242622,1.365292,[  7 101] ; [ 54 481],[10.24572317 97.75427683] ; [ 50.75427683 484.24572317],0
p9,1,0.251789,1.313349,[101   8] ; [509  25],[103.4059098   5.5940902] ; [506.5940902  27.4059098],0
s6,1,0.255219,1.294507,[71 36] ; [375 147],[75.86963434 31.13036566] ; [370.13036566 151.86963434],0
s5,1,0.283231,1.151522,[35 70] ; [200 314],[39.86268174 65.13731826] ; [195.13731826 318.86268174],0
a1,1,0.301752,1.066435,[  3 106] ; [ 27 509],[  5.06976744 103.93023256] ; [ 24.93023256 511.06976744],0
v2,1,0.30188,1.065871,[57 48] ; [307 207],[61.7447496 43.2552504] ; [302.2552504 211.7447496],0
d3,1,0.395439,0.722152,[79 29] ; [370 166],[75.29813665 32.70186335] ; [373.70186335 162.29813665],0
u3,1,0.476669,0.506473,[22 14] ; [73 61],[20.11764706 15.88235294] ; [74.88235294 59.11764706],0
r3,1,0.496836,0.461687,[106   3] ; [510  22],[104.74882995   4.25117005] ; [511.25117005  20.74882995],0
d5,1,0.542769,0.370433,[87 21] ; [444  91],[89.1881804 18.8118196] ; [441.8118196  93.1881804],0
s1,1,0.554597,0.349146,[  4 105] ; [ 14 516],[  3.07042254 105.92957746] ; [ 14.92957746 515.07042254],0
p7,1,0.609873,0.26036,[71 37] ; [357 166],[73.25515055 34.74484945] ; [354.74484945 168.25515055],0
d4,1,0.628423,0.234205,[89 20] ; [447  88],[90.72049689 18.27950311] ; [445.27950311  89.72049689],0
n3,1,0.76333,0.090668,[24  7] ; [71 24],[23.37301587  7.62698413] ; [71.62698413 23.37301587],0
r2,1,0.875008,0.024743,[102   5] ; [508  23],[102.30407524   4.69592476] ; [507.69592476  23.30407524],0
v4,1,0.910715,0.012575,[104   4] ; [513  21],[103.79439252   4.20560748] ; [513.20560748  20.79439252],0
b5,1,0.922097,0.009563,[64 45] ; [312 224],[63.54108527 45.45891473] ; [312.45891473 223.54108527],0
