Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003069,8.766234,[8 3] ; [ 2 12],[4.4 6.6] ; [5.6 8.4],0
s3,1,0.005169,7.819264,[10  1] ; [5 9],[6.6 4.4] ; [8.4 5.6],0
p8,1,0.00773,7.095029,[7 4] ; [ 2 13],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
p6,1,0.057667,3.603232,[4 7] ; [ 1 14],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
p11,1,0.059417,3.553572,[7 4] ; [ 4 11],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
p2,1,0.079182,3.081613,[10  1] ; [9 6],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
u2,1,0.094264,2.8,[4 1] ; [3 6],[2.5 2.5] ; [4.5 4.5],0
s5,1,0.126156,2.339181,[4 6] ; [ 2 13],[2.4 7.6] ; [ 3.6 11.4],0
a6,1,0.148856,2.083939,[6 5] ; [ 4 11],[4.23076923 6.76923077] ; [5.76923077 9.23076923],0
s8,1,0.168509,1.896162,[4 7] ; [ 2 13],[2.53846154 8.46153846] ; [ 3.46153846 11.53846154],0
d2,1,0.183902,1.765803,[3 8] ; [8 7],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
d3,1,0.233703,1.418182,[7 4] ; [6 9],[5.5 5.5] ; [7.5 7.5],0
s6,1,0.233703,1.418182,[9 2] ; [9 6],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
p4,1,0.233703,1.418182,[7 4] ; [6 9],[5.5 5.5] ; [7.5 7.5],0
a5,1,0.279426,1.169881,[6 5] ; [ 5 10],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
p7,1,0.279426,1.169881,[6 5] ; [ 5 10],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
b4,1,0.319806,0.989741,[6 5] ; [11  4],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
u1,1,0.363892,0.824418,[2 9] ; [ 1 14],[1.26923077 9.73076923] ; [ 1.73076923 13.26923077],0
p10,1,0.372929,0.793882,[3 8] ; [ 2 13],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
n1,1,0.386476,0.75,[2 2] ; [2 6],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
r1,1,0.391153,0.735354,[7 4] ; [7 8],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
n2,1,0.407626,0.685714,[3 1] ; [4 4],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
r4,1,0.462325,0.54026,[5 6] ; [9 6],[5.92307692 5.07692308] ; [8.07692308 6.92307692],0
b1,1,0.462325,0.54026,[6 5] ; [6 9],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
a3,1,0.462325,0.54026,[6 5] ; [6 9],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
b5,1,0.500352,0.454189,[8 3] ; [9 6],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
n6,1,0.500352,0.454189,[8 3] ; [9 6],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
v4,1,0.504036,0.446429,[9 1] ; [12  3],[8.4 1.6] ; [12.6  2.4],0
d5,1,0.596613,0.280135,[7 4] ; [11  4],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
v1,1,0.596613,0.280135,[4 7] ; [ 4 11],[3.38461538 7.61538462] ; [ 4.61538462 10.38461538],0
u3,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
d4,1,0.599337,0.275996,[7 4] ; [8 7],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
p3,1,0.599337,0.275996,[4 7] ; [7 8],[4.65384615 6.34615385] ; [6.34615385 8.65384615],0
v2,1,0.663674,0.189091,[3 8] ; [ 3 12],[2.53846154 8.46153846] ; [ 3.46153846 11.53846154],0
n3,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
n4,1,0.691398,0.157576,[6 5] ; [7 8],[5.5 5.5] ; [7.5 7.5],0
r3,1,0.740797,0.109428,[8 3] ; [10  5],[7.61538462 3.38461538] ; [10.38461538  4.61538462],0
a7,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
n5,1,0.780914,0.077355,[6 5] ; [9 6],[6.34615385 4.65384615] ; [8.65384615 6.34615385],0
p1,1,0.818726,0.052525,[ 1 10] ; [ 1 14],[ 0.84615385 10.15384615] ; [ 1.15384615 13.84615385],0
r2,1,0.840342,0.040584,[9 2] ; [11  3],[8.8 2.2] ; [11.2  2.8],0
d1,1,0.872518,0.025748,[4 7] ; [ 5 10],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
v3,1,0.90748,0.013506,[2 9] ; [ 3 12],[2.11538462 8.88461538] ; [ 2.88461538 12.11538462],0
a4,1,0.972542,0.001185,[3 8] ; [ 4 11],[2.96153846 8.03846154] ; [ 4.03846154 10.96153846],0
