Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.5e-05,17.134462,[18 35] ; [27  7],[27.4137931 25.5862069] ; [17.5862069 16.4137931],1
p3,1,0.000622,11.709974,[11 43] ; [19 15],[18.40909091 35.59090909] ; [11.59090909 22.40909091],1
p1,1,0.002134,9.43091,[ 3 51] ; [10 24],[ 7.97727273 46.02272727] ; [ 5.02272727 28.97727273],0
p11,1,0.002657,9.02941,[26 28] ; [28  7],[32.76404494 21.23595506] ; [21.23595506 13.76404494],0
p4,1,0.003069,8.765781,[14 40] ; [20 15],[20.62921348 33.37078652] ; [13.37078652 21.62921348],0
b5,1,0.003324,8.620367,[23 31] ; [26  9],[29.73033708 24.26966292] ; [19.26966292 15.73033708],0
p10,1,0.006109,7.518,[21 31] ; [24 10],[27.20930233 24.79069767] ; [17.79069767 16.20930233],0
v3,1,0.007357,7.183618,[ 8 44] ; [14 20],[13.30232558 38.69767442] ; [ 8.69767442 25.30232558],0
p2,1,0.015348,5.876124,[31 23] ; [28  6],[36.20454545 17.79545455] ; [22.79545455 11.20454545],0
s5,1,0.022303,5.221973,[ 1 53] ; [ 5 30],[ 3.64044944 50.35955056] ; [ 2.35955056 32.64044944],0
p9,1,0.024933,5.028529,[24 27] ; [25 10],[29.05813953 21.94186047] ; [19.94186047 15.05813953],0
p6,1,0.029368,4.745912,[10 43] ; [14 21],[14.45454545 38.54545455] ; [ 9.54545455 25.45454545],0
v2,1,0.046306,3.970413,[13 37] ; [16 18],[17.26190476 32.73809524] ; [11.73809524 22.26190476],0
v4,1,0.059457,3.552468,[39 13] ; [31  3],[42.3255814  9.6744186] ; [27.6744186  6.3255814],0
a2,1,0.070064,3.281529,[ 2 52] ; [ 5 30],[ 4.24719101 49.75280899] ; [ 2.75280899 32.24719101],0
n6,1,0.070819,3.263937,[31 22] ; [27  8],[34.93181818 18.06818182] ; [23.06818182 11.93181818],0
a7,1,0.088218,2.906601,[23 29] ; [22 13],[26.89655172 25.10344828] ; [18.10344828 16.89655172],0
a4,1,0.092115,2.837026,[10 44] ; [12 23],[13.34831461 40.65168539] ; [ 8.65168539 26.34831461],0
r3,1,0.106807,2.600836,[35 17] ; [29  6],[38.25287356 13.74712644] ; [25.74712644  9.25287356],0
d1,1,0.135016,2.233864,[ 1 53] ; [ 3 32],[ 2.42696629 51.57303371] ; [ 1.57303371 33.42696629],0
a3,1,0.148782,2.084697,[28 25] ; [13 22],[24.69318182 28.30681818] ; [16.30681818 18.69318182],0
n4,1,0.159745,1.97664,[30 23] ; [25 10],[33.125 19.875] ; [21.875 13.125],0
n3,1,0.186449,1.745455,[15  7] ; [9 1],[16.5  5.5] ; [7.5 2.5],0
b1,1,0.210478,1.568134,[22 32] ; [19 16],[24.87640449 29.12359551] ; [16.12359551 18.87640449],0
s7,1,0.232367,1.426315,[ 6 44] ; [ 7 25],[ 7.92682927 42.07317073] ; [ 5.07317073 26.92682927],0
s8,1,0.269662,1.218466,[ 5 49] ; [ 6 29],[ 6.6741573 47.3258427] ; [ 4.3258427 30.6741573],0
r1,1,0.275208,1.190601,[21 32] ; [18 17],[23.48863636 29.51136364] ; [15.51136364 19.48863636],0
a8,1,0.28291,1.153059,[ 5 46] ; [ 1 29],[ 3.77777778 47.22222222] ; [ 2.22222222 27.77777778],0
r4,1,0.289678,1.121118,[31 23] ; [24 11],[33.37078652 20.62921348] ; [21.62921348 13.37078652],0
p5,1,0.310328,1.029279,[ 1 53] ; [ 2 32],[ 1.84090909 52.15909091] ; [ 1.15909091 32.84090909],0
r2,1,0.331183,0.944267,[41 12] ; [30  5],[42.76136364 10.23863636] ; [28.23863636  6.76136364],0
b3,1,0.336988,0.921856,[13 17] ; [ 7 16],[11.32075472 18.67924528] ; [ 8.67924528 14.32075472],0
b2,1,0.336988,0.921856,[13 17] ; [ 7 16],[11.32075472 18.67924528] ; [ 8.67924528 14.32075472],0
b4,1,0.413987,0.667323,[23 31] ; [18 17],[24.87640449 29.12359551] ; [16.12359551 18.87640449],0
d3,1,0.427881,0.628568,[11 41] ; [10 25],[12.55172414 39.44827586] ; [ 8.44827586 26.55172414],0
d2,1,0.497606,0.460037,[12 42] ; [10 25],[13.34831461 40.65168539] ; [ 8.65168539 26.34831461],0
v1,1,0.522036,0.409868,[18 36] ; [14 21],[19.41573034 34.58426966] ; [12.58426966 22.41573034],0
s3,1,0.531548,0.391431,[16 38] ; [ 8 26],[14.72727273 39.27272727] ; [ 9.27272727 24.72727273],0
n1,1,0.561496,0.33712,[ 9 14] ; [5 5],[ 9.75757576 13.24242424] ; [4.24242424 5.75757576],0
a5,1,0.579662,0.306781,[23 31] ; [17 18],[24.26966292 29.73033708] ; [15.73033708 19.26966292],0
s1,1,0.646777,0.209988,[ 2 51] ; [ 2 32],[ 2.43678161 50.56321839] ; [ 1.56321839 32.43678161],0
p12,1,0.654726,0.199994,[ 2 52] ; [ 2 33],[ 2.42696629 51.57303371] ; [ 1.57303371 33.42696629],0
d5,1,0.741935,0.108433,[20 33] ; [12 23],[19.27272727 33.72727273] ; [12.72727273 22.27272727],0
u1,1,0.75461,0.097698,[ 1 53] ; [ 1 34],[ 1.21348315 52.78651685] ; [ 0.78651685 34.21348315],0
a6,1,0.762378,0.091421,[26 28] ; [18 17],[26.69662921 27.30337079] ; [17.30337079 17.69662921],0
n5,1,0.829075,0.046608,[36 17] ; [23 12],[35.53409091 17.46590909] ; [23.46590909 11.53409091],0
u2,1,0.899583,0.015923,[ 9 17] ; [ 8 14],[ 9.20833333 16.79166667] ; [ 7.79166667 14.20833333],0
s4,1,0.911759,0.012281,[ 5 49] ; [ 3 32],[ 4.85393258 49.14606742] ; [ 3.14606742 31.85393258],0
u3,1,0.937731,0.006103,[ 8 18] ; [ 7 15],[ 8.125 17.875] ; [ 6.875 15.125],0
s2,1,0.94496,0.004766,[ 8 46] ; [ 5 30],[ 7.88764045 46.11235955] ; [ 5.11235955 29.88764045],0
n2,1,0.961245,0.002361,[17  7] ; [7 3],[16.94117647  7.05882353] ; [7.05882353 2.94117647],0
